League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Spain La Liga,2023-05-04,17:00:00,33,Athletic Club Bilbao,Real Betis,1.67,4.0,4.95,1.05,8.5,1.3,3.3,1.98,1.88,3.3,1.3,6.0,1.11,1.95,1.86
Spain La Liga,2023-05-04,17:00:00,33,Rayo Vallecano,Real Valladolid,1.81,3.75,4.3,1.06,9.0,1.31,3.2,2.04,1.82,3.3,1.29,6.5,1.1,1.9,1.91
Brazil Serie C,2023-05-04,18:00:00,1,CSA,Confiança,1.63,3.3,5.31,1.06,7.5,1.4,2.75,2.16,1.62,4.5,1.17,9.5,1.04,2.2,1.6
Argentina Prim B Nacional,2023-05-04,19:00:00,14,Villa Dálmine,Aldosivi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-05-04,19:00:00,14,Deportivo Madryn,Deportivo Maipú,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-05-04,19:00:00,14,Atlético Rafaela,Independiente Rivadavia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-05-04,19:00:00,14,Estudiantes Caseros,Chaco For Ever,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-05-04,19:00:00,14,Brown de Adrogué,Club Atlético Mitre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-05-04,19:00:00,14,Quilmes,Chacarita Juniors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-05-04,19:00:00,14,Gimnasia Jujuy,Tristán Suárez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-05-04,19:00:00,14,Ferro Carril Oeste,Atlanta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-05-04,19:00:00,14,Deportivo Riestra,Racing Córdoba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie C,2023-05-04,19:00:00,1,Botafogo PB,Operário PR,2.15,3.0,3.0,0.0,0.0,0.0,0.0,2.22,1.52,0.0,0.0,0.0,0.0,0.0,0.0
Chile Segunda División,2023-05-04,20:00:00,9,Trasandino,Deportes Valdivia,2.1,3.24,3.4,0.0,0.0,1.38,2.71,2.25,1.58,3.98,1.19,0.0,0.0,1.91,1.85
Colombia Categoria Primera A,2023-05-04,20:05:00,14,Millonarios,Envigado,1.44,4.0,6.5,1.06,10.5,1.33,3.0,2.0,1.7,3.4,1.29,6.0,1.09,2.48,1.5
Brazil Serie C,2023-05-04,21:30:00,1,São Bernardo,Remo,1.95,3.1,3.4,1.06,7.5,1.4,2.75,2.21,1.52,4.5,1.17,9.5,1.04,2.05,1.68
Brazil Serie C,2023-05-04,21:30:00,1,Altos,Figueirense,2.4,3.05,2.67,1.09,7.35,1.45,2.57,2.35,1.53,4.37,1.17,8.15,1.04,2.0,1.72
Colombia Categoria Primera A,2023-05-04,22:15:00,14,Atlético Nacional,América de Cali,1.98,2.96,4.22,1.09,7.0,1.49,2.5,2.05,1.75,4.0,1.21,8.0,1.07,2.0,1.71
