League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Mexico Ascenso MX,2023-04-28,00:05:00,0,Tepatitlán de Morelos,Leones Negros de la Universidad de Guadalajara,2.09,3.28,3.67,1.02,10.0,1.28,3.4,1.87,1.83,3.2,1.31,6.2,1.09,1.74,2.04
Australia A-League,2023-04-28,06:45:00,26,Melbourne City FC,Western Sydney Wanderers,1.75,3.8,4.0,1.03,19.25,1.18,4.75,1.59,2.27,2.25,1.57,4.18,1.22,1.55,2.3
Australia A-League,2023-04-28,06:45:00,26,Adelaide United,Central Coast Mariners,2.3,3.75,2.75,1.02,16.0,1.14,5.0,1.4,2.82,2.02,1.8,3.5,1.25,1.49,2.4
Ukraine Ukrainian Premier League,2023-04-28,07:00:00,23,Veres Rivne,Lviv,2.1,3.3,3.4,0.0,0.0,0.0,0.0,2.03,1.7,0.0,0.0,0.0,0.0,0.0,0.0
Ukraine Ukrainian Premier League,2023-04-28,07:00:00,23,Metal Kharkiv,Dynamo Kyiv,9.0,5.25,1.31,1.03,16.0,1.2,4.2,1.75,1.96,2.6,1.45,4.5,1.17,2.05,1.73
Ukraine Ukrainian Premier League,2023-04-28,09:00:00,23,Kolos Kovalivka,Shakhtar Donetsk,9.0,5.0,1.33,1.03,14.0,1.21,4.1,1.85,1.85,2.75,1.45,4.8,1.16,2.02,1.76
Bulgaria First League,2023-04-28,11:30:00,28,Septemvri Sofia,Slavia Sofia,2.63,2.9,2.6,1.08,6.5,1.4,2.7,2.05,1.67,3.8,1.22,7.5,1.06,1.86,1.9
Poland Ekstraklasa,2023-04-28,13:00:00,30,Legia Warszawa,Wisła Płock,1.5,3.75,5.5,1.04,14.0,1.22,4.0,1.69,2.04,2.8,1.4,5.35,1.16,1.78,1.95
Slovakia Super Liga,2023-04-28,13:00:00,7,Trenčín,Liptovský Mikuláš,1.5,4.0,5.5,1.04,12.0,1.28,3.6,1.72,2.0,3.3,1.33,6.5,1.11,2.0,1.8
Germany 2. Bundesliga,2023-04-28,13:30:00,30,Greuther Fürth,Heidenheim,2.57,3.02,2.45,1.06,8.5,1.31,3.1,1.88,2.0,3.3,1.29,6.25,1.1,1.75,1.95
Germany 2. Bundesliga,2023-04-28,13:30:00,30,Paderborn,Eintracht Braunschweig,1.53,3.97,4.85,1.03,12.5,1.18,4.5,1.67,2.1,2.6,1.47,4.4,1.16,1.65,2.15
Italy Serie A,2023-04-28,13:30:00,32,Lecce,Udinese,2.63,3.1,2.75,1.08,8.7,1.4,2.96,2.23,1.61,4.1,1.24,8.35,1.08,1.95,1.8
Denmark 1st Division,2023-04-28,13:30:00,5,Fremad Amager,HB Køge,3.2,3.6,1.98,1.01,14.5,1.18,4.8,1.5,2.41,2.32,1.61,4.2,1.23,1.53,2.38
Denmark 1st Division,2023-04-28,13:30:00,5,Hobro,Nykøbing,1.68,3.6,4.5,1.03,12.5,1.27,3.7,1.76,1.95,3.2,1.35,6.0,1.13,1.73,2.0
