League,N1,N2,N3
BOLIVIA - DIVISION PROFESIONAL,Over05,Over05,Over05
CAMEROON - ELITE ONE,Over05,Over05,Under05
COLOMBIA - PRIMERA A,Over05,Over05,Over05
ENGLAND - CHAMPIONSHIP,Over05,Over05,Over05
ENGLAND - FA CUP,Under05,Over05,Over05
INDIA - I-LEAGUE,Over05,Over05,Under05
INDIA - ISL,Over05,Over05,Over05
INDONESIA - LIGA 1,Over05,Over05,Over05
MALTA - PREMIER LEAGUE,Over05,Over05,Over05
MOROCCO - BOTOLA PRO,Over05,Over05,Over05
QATAR - QSL,Over05,Over05,Over05
SCOTLAND - CHAMPIONSHIP,Under05,Over05,Over05
SLOVENIA - PRVA LIGA,Over05,Over05,Over05
SWITZERLAND - CHALLENGE LEAGUE,Over05,Under05,Over05
SWITZERLAND - SUPER LEAGUE,Over05,Over05,Over05
URUGUAY - PRIMERA DIVISION,Over05,Over05,Over05
