League,N1,N2,N3
ARMENIA - PREMIER LEAGUE,A,D,D
AUSTRALIA - A-LEAGUE,A,D,D
AUSTRIA - BUNDESLIGA,H,H,H
AZERBAIJAN - PREMIER LEAGUE,D,D,A
BOLIVIA - DIVISION PROFESIONAL,A,H,D
BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,H,H,D
CROATIA - HNL,D,H,D
EGYPT - PREMIER LEAGUE,H,H,A
ENGLAND - FA CUP,H,A,A
GHANA - PREMIER LEAGUE,D,D,H
INDIA - ISL,A,A,D
INDONESIA - LIGA 1,D,A,A
IRAQ - SUPER LEAGUE,A,H,H
ITALY - SERIE C,A,H,H
IVORY COAST - LIGUE 1,H,H,H
JAMAICA - PREMIER LEAGUE,H,D,D
MONTENEGRO - PRVA CRNOGORSKA LIGA,A,D,A
NETHERLANDS - EERSTE DIVISIE,D,H,A
PORTUGAL - LIGA PORTUGAL,D,H,D
PORTUGAL - LIGA PORTUGAL 2,H,A,A
ROMANIA - LIGA 1,H,D,D
RUSSIA - PREMIER LEAGUE,H,D,A
SPAIN - LALIGA2,H,H,H
URUGUAY - PRIMERA DIVISION,D,D,A
VIETNAM - V.LEAGUE 1,D,H,A
