League,N1,N2,N3
ANDORRA - PRIMERA DIVISIÓ,D,A,D
ARGENTINA - COPA DE LA LIGA PROFESIONAL,D,A,A
ARGENTINA - PRIMERA NACIONAL,D,A,D
ARMENIA - PREMIER LEAGUE,H,A,H
AUSTRALIA - A-LEAGUE,D,A,A
AUSTRIA - 2. LIGA,A,A,A
AUSTRIA - BUNDESLIGA,H,D,H
AZERBAIJAN - PREMIER LEAGUE,A,H,D
BELARUS - VYSSHAYA LIGA,D,A,D
BELGIUM - JUPILER PRO LEAGUE,D,H,D
BRAZIL - BRASILEIRO WOMEN,H,H,D
BRAZIL - SERIE A,D,D,H
BRAZIL - SERIE B,H,A,D
BULGARIA - PARVA LIGA,D,H,D
CAMEROON - ELITE ONE,A,D,A
CANADA - CANADIAN PREMIER LEAGUE,H,H,A
CHILE - PRIMERA DIVISION,A,A,H
CHINA - SUPER LEAGUE,A,A,D
COLOMBIA - PRIMERA A,A,D,D
COSTA RICA - PRIMERA DIVISION,D,D,A
CROATIA - HNL,H,D,H
DOMINICAN REPUBLIC - LDF,A,D,A
ENGLAND - CHAMPIONSHIP,H,H,A
ENGLAND - FA CUP,H,D,A
ENGLAND - PREMIER LEAGUE,H,A,A
ESTONIA - MEISTRILIIGA,A,A,H
FIJI - PREMIER LEAGUE,D,A,A
FINLAND - VEIKKAUSLIIGA,D,A,A
FINLAND - YKKONEN,A,A,A
GEORGIA - CRYSTALBET EROVNULI LIGA,H,H,A
GHANA - PREMIER LEAGUE,H,H,D
HONG KONG - PREMIER LEAGUE,A,H,H
ICELAND - BESTA DEILD KARLA,H,D,H
INDONESIA - LIGA 1,A,D,A
ITALY - SERIE C,D,H,H
IVORY COAST - LIGUE 1,D,A,H
MALTA - PREMIER LEAGUE,D,A,A
MEXICO - LIGA DE EXPANSION MX,A,A,H
MEXICO - LIGA MX,A,A,A
MOLDOVA - SUPER LIGA,A,D,D
MONGOLIA - PREMIER LEAGUE,A,A,H
MONTENEGRO - PRVA CRNOGORSKA LIGA,H,H,D
MOROCCO - BOTOLA PRO,A,D,A
NETHERLANDS - TWEEDE DIVISIE,A,H,A
NICARAGUA - LIGA PRIMERA,A,H,D
NIGERIA - NPFL,H,D,H
NORTH MACEDONIA - 1. MFL,D,D,D
PANAMA - LPF,D,D,A
PARAGUAY - PRIMERA DIVISION,A,H,D
PERU - LIGA 1,H,H,H
PHILIPPINES - PFL,A,A,A
POLAND - DIVISION 1,D,A,A
POLAND - EKSTRAKLASA,A,A,H
PORTUGAL - LIGA PORTUGAL,D,H,D
PORTUGAL - LIGA PORTUGAL 2,D,H,A
REPUBLIC OF THE CONGO - LIGUE 1,D,H,A
ROMANIA - LIGA 1,H,A,H
ROMANIA - LIGA 2,D,D,D
RUSSIA - PREMIER LEAGUE,H,H,H
SAN MARINO - CAMPIONATO SAMMARINESE,A,H,H
SERBIA - PRVA LIGA,H,H,A
SERBIA - SUPER LIGA,H,A,H
SLOVAKIA - NIKE LIGA,A,H,H
SLOVENIA - PRVA LIGA,A,H,A
SOUTH KOREA - K LEAGUE 1,D,H,D
SOUTH KOREA - K LEAGUE 2,D,D,H
SPAIN - LALIGA2,D,D,A
SPAIN - PRIMERA RFEF,H,D,H
SWEDEN - ALLSVENSKAN,H,D,H
SWEDEN - SUPERETTAN,H,H,D
SWITZERLAND - SUPER LEAGUE,H,D,H
THAILAND - THAI LEAGUE 1,A,D,D
URUGUAY - PRIMERA DIVISION,D,A,H
USA - MLS,D,A,H
VENEZUELA - LIGA FUTVE,H,A,H
