League,N1,N2,N3
BRAZIL - SERIE B,Over05,Over05,Over05
CHINA - SUPER LEAGUE,Over05,Over05,Over05
EGYPT - PREMIER LEAGUE,Over05,Over05,Over05
ESTONIA - MEISTRILIIGA,Over05,Over05,Over05
JAPAN - J1 LEAGUE,Over05,Over05,Over05
JAPAN - J2 LEAGUE,Over05,Over05,Over05
LITHUANIA - A LYGA,Over05,Over05,Over05
SOUTH AMERICA - COPA LIBERTADORES,Over05,Over05,Over05
SOUTH AMERICA - COPA SUDAMERICANA,Over05,Over05,Over05
USA - USL CHAMPIONSHIP,Over05,Over05,Over05
