League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Japan J2 League,2023-07-24,07:00:00,27,Roasso Kumamoto,Fagiano Okayama,2.3,3.0,2.9,1.06,7.0,1.32,3.1,2.05,1.61,3.5,1.25,6.5,1.08,1.83,1.83
South Korea K League 2,2023-07-24,07:00:00,23,Gimpo Citizen,Ansan Greeners,1.8,3.25,3.9,1.06,8.0,1.33,3.25,1.87,1.75,3.4,1.3,6.0,1.11,1.83,1.93
South Korea K League 2,2023-07-24,07:30:00,23,Busan I'Park,Anyang,2.55,3.0,2.55,1.06,10.0,1.32,3.05,2.05,1.61,3.5,1.25,6.5,1.08,1.82,1.9
9622,2023-07-24,12:30:00,2,Botoşani,Petrolul 52,2.05,3.25,3.3,1.05,6.95,1.35,2.9,2.19,1.6,3.9,1.2,7.0,1.04,1.91,1.8
9551,2023-07-24,13:00:00,2,Botev Vratsa,Slavia Sofia,3.75,3.1,1.87,1.03,8.0,1.33,3.1,2.0,1.67,3.75,1.25,6.6,1.06,1.87,1.87
Sweden Allsvenskan,2023-07-24,14:00:00,16,Sirius,Mjällby,2.45,3.1,2.7,1.03,8.5,1.25,3.5,1.85,1.8,3.2,1.3,6.2,1.08,1.8,1.95
Norway Eliteserien,2023-07-24,14:00:00,15,Viking,Aalesund,1.4,4.33,6.0,1.01,23.0,1.14,6.0,1.57,2.38,2.1,1.6,3.6,1.3,1.8,1.95
9545,2023-07-24,14:00:00,1,Nordsjælland,Viborg,2.15,3.4,3.1,1.04,15.25,1.22,4.28,1.67,2.0,2.73,1.46,4.98,1.18,1.62,2.2
9553,2023-07-24,14:00:00,1,Korona Kielce,Śląsk Wrocław,2.55,3.1,2.55,1.05,8.5,1.3,3.3,1.91,1.75,3.3,1.3,6.0,1.11,1.75,2.0
Peru Primera División,2023-07-24,15:00:00,5,Deportivo Binacional,Deportivo Municipal,1.44,4.0,7.0,1.03,15.0,1.22,4.0,1.7,1.95,3.0,1.38,5.5,1.14,1.95,1.83
9551,2023-07-24,15:15:00,2,Beroe,Arda,3.6,3.1,1.95,1.06,7.5,1.36,3.0,2.05,1.61,3.75,1.25,6.5,1.08,1.87,1.87
9622,2023-07-24,15:30:00,2,CS U Craiova,Oţelul Galaţi,1.53,3.4,7.0,1.04,7.8,1.5,2.3,2.19,1.6,3.82,1.21,7.4,1.04,2.63,1.44
Bolivia LFPB,2023-07-24,16:00:00,20,Club Always Ready,Vaca Díez,1.22,5.5,10.0,1.01,19.75,1.14,5.25,1.5,2.35,1.95,1.7,3.4,1.28,1.99,1.73
Argentina Primera División,2023-07-24,16:30:00,26,Vélez Sarsfield,Unión Santa Fe,2.05,2.9,4.0,1.12,6.25,1.58,2.2,2.8,1.38,5.5,1.12,9.5,1.03,2.25,1.55
Argentina Primera División,2023-07-24,16:30:00,26,Talleres Córdoba,Gimnasia La Plata,1.52,4.05,6.2,1.04,9.45,1.31,3.32,1.97,1.8,3.52,1.28,6.83,1.09,2.04,1.71
