League,N1,N2,N3
AUSTRIA - 2. LIGA,Under45,Under45,Under45
BELARUS - VYSSHAYA LIGA,Under45,Under45,Under45
BRAZIL - SERIE B,Under45,Under45,Under45
COLOMBIA - PRIMERA A,Under45,Under45,Under45
FINLAND - YKKONEN,Under45,Under45,Under45
LIECHTENSTEIN - LIECHTENSTEIN CUP,Under45,Under45,Under45
MEXICO - LIGA DE EXPANSION MX,Over45,Under45,Under45
MEXICO - LIGA MX,Under45,Under45,Under45
MONGOLIA - PREMIER LEAGUE,Under45,Over45,Over45
NORTHERN IRELAND - NIFL PREMIERSHIP,Under45,Under45,Under45
ROMANIA - LIGA 2,Under45,Under45,Over45
SCOTLAND - LEAGUE ONE,Under45,Under45,Under45
SOUTH AMERICA - COPA LIBERTADORES,Under45,Under45,Under45
SOUTH AMERICA - COPA SUDAMERICANA,Under45,Under45,Under45
