League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
PORTUGAL - LIGA PORTUGAL 2,21/05/2023,07:00,Estrela,Nacional,1.67,3.4,4.75
POLAND - EKSTRAKLASA,21/05/2023,07:30,Slask Wroclaw,Legnica,1.5,3.8,6.5
GERMANY - 2. BUNDESLIGA,21/05/2023,08:30,Dusseldorf,Hannover,1.57,4.5,5.0
NETHERLANDS - EREDIVISIE,21/05/2023,09:30,Ajax,Utrecht,1.29,6.0,10.0
NETHERLANDS - EREDIVISIE,21/05/2023,09:30,Sparta Rotterdam,Cambuur,1.4,4.75,8.0
SWEDEN - ALLSVENSKAN,21/05/2023,10:00,Djurgarden,Mjallby,1.55,4.2,6.0
PORTUGAL - LIGA PORTUGAL,21/05/2023,11:30,Vitoria Guimaraes,Gil Vicente,1.7,3.6,4.33
MEXICO - LIGA MX,21/05/2023,23:00,Club America,Guadalajara Chivas,1.67,3.75,4.5
