League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
China Chinese Super League,2023-06-09,06:30:00,12,Henan Jianye,Hangzhou,3.3,3.33,2.21,1.04,11.5,1.29,3.51,1.93,1.88,3.22,1.33,6.12,1.12,1.74,2.02
China Chinese Super League,2023-06-09,08:35:00,12,Shanghai SIPG,Nantong Zhiyun,1.25,5.5,9.0,1.03,11.0,1.2,4.39,1.6,2.2,2.68,1.45,4.98,1.16,2.11,1.69
China Chinese Super League,2023-06-09,08:35:00,12,Wuhan Three Towns,Shandong Luneng,2.4,3.5,2.5,1.04,15.25,1.22,4.3,1.75,1.95,2.72,1.47,4.97,1.18,1.56,2.36
China Chinese Super League,2023-06-09,08:35:00,12,Meizhou Hakka,Shijiazhuang Ever Bright,2.2,3.35,2.85,1.05,12.0,1.29,3.65,1.9,1.8,3.2,1.36,6.1,1.13,1.7,2.1
China Chinese Super League,2023-06-09,08:35:00,12,Dalian Yifang,Beijing Guoan,4.33,3.75,1.67,1.01,10.0,1.25,3.75,1.75,1.95,3.0,1.36,5.25,1.11,1.75,2.0
Sweden Allsvenskan,2023-06-09,14:00:00,12,Hammarby,Brommapojkarna,1.65,4.0,4.33,1.04,10.0,1.22,4.0,1.7,2.0,2.62,1.44,4.5,1.17,1.7,2.05
Egypt Egyptian Premier League,2023-06-09,14:00:00,31,Al Ittihad,National Bank of Egypt,2.75,2.95,2.65,1.06,7.5,1.42,2.75,2.25,1.6,4.2,1.2,9.0,1.03,1.87,1.8
Denmark Superliga,2023-06-09,14:00:00,0,Viborg,Midtjylland,2.55,3.35,2.55,1.05,11.5,1.29,3.6,1.9,1.8,3.55,1.3,7.0,1.1,1.75,2.0
Argentina Primera División,2023-06-09,15:30:00,20,Barracas Central,Rosario Central,2.9,3.2,2.4,1.1,6.5,1.44,2.62,2.3,1.57,4.0,1.22,8.0,1.06,1.91,1.8
Republic of Ireland Premier Division,2023-06-09,15:45:00,20,Cork City,Dundalk,2.75,3.1,2.3,1.06,8.0,1.33,3.1,1.95,1.75,3.6,1.25,6.5,1.1,1.78,1.95
Republic of Ireland Premier Division,2023-06-09,15:45:00,20,Derry City,Bohemians,1.67,3.4,4.4,1.08,7.0,1.36,2.95,2.1,1.65,4.0,1.22,7.5,1.07,2.0,1.75
Republic of Ireland Premier Division,2023-06-09,15:45:00,20,Drogheda United,St Patrick's Athl.,3.2,3.3,2.0,1.05,9.0,1.22,4.0,1.8,1.9,2.75,1.42,5.0,1.14,1.6,2.25
