League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Brazil Serie D,2023-06-19,15:00:00,9,Independiente FSJ,Aimoré,1.57,3.4,5.5,0.0,0.0,1.45,2.4,2.4,1.53,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-06-19,15:00:00,18,Atlanta,Estudiantes Caseros,2.35,2.85,3.4,1.09,5.85,1.62,2.2,2.65,1.44,5.4,1.1,9.6,1.02,2.27,1.6
Argentina Prim B Nacional,2023-06-19,15:00:00,18,Deportivo Riestra,Quilmes,2.05,3.1,3.85,1.07,6.35,1.5,2.48,2.4,1.53,4.85,1.14,9.6,1.01,2.11,1.69
Argentina Prim B Nacional,2023-06-19,15:00:00,21,Almirante Brown,Almagro,2.05,2.9,4.15,1.11,6.0,1.6,2.25,2.65,1.44,5.25,1.14,11.5,1.04,2.36,1.56
Argentina Prim B Nacional,2023-06-19,16:30:00,18,Chaco For Ever,Deportivo Maipú,2.55,2.9,3.0,1.09,5.8,1.55,2.33,2.55,1.47,5.4,1.11,11.0,1.01,2.23,1.62
Brazil Serie D,2023-06-19,19:00:00,9,Caxias,Hercílio Luz,2.1,3.1,3.4,0.0,0.0,0.0,0.0,2.7,1.44,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-06-19,19:00:00,18,Racing Córdoba,Brown de Adrogué,2.5,2.9,2.75,1.08,6.15,1.5,2.48,2.65,1.44,5.05,1.12,10.2,1.01,2.19,1.64
Chile Primera B,2023-06-19,20:00:00,16,Univ. Concepción,Rangers,2.47,3.05,2.75,1.07,7.5,1.33,3.25,1.95,1.7,3.5,1.29,6.5,1.1,1.8,1.91
Brazil Serie C,2023-06-19,20:00:00,9,CSA,Aparecidense,1.75,3.15,4.6,1.12,5.5,1.5,2.3,2.5,1.47,5.0,1.14,10.0,1.04,2.3,1.55
Brazil Serie C,2023-06-19,20:00:00,9,Botafogo PB,Náutico,2.25,2.8,3.35,1.12,5.5,1.5,2.3,2.59,1.38,5.0,1.14,10.0,1.04,2.1,1.66
Brazil Serie D,2023-06-19,20:30:00,9,Democrata GV,Nova Iguaçu,1.73,3.6,4.2,1.06,8.25,1.37,2.75,2.1,1.7,3.98,1.19,8.5,1.06,2.1,1.68
Ecuador Primera Categoría Serie A,2023-06-19,21:00:00,15,Técnico Universitario,Delfin SC,1.74,3.5,4.7,1.08,7.25,1.42,2.6,2.25,1.53,4.2,1.19,8.75,1.06,2.1,1.63
Ecuador Primera Categoría Serie A,2023-06-19,21:00:00,15,Técnico Universitario,Delfin SC,1.74,3.5,4.7,1.08,7.25,1.42,2.6,2.25,1.53,4.2,1.19,8.75,1.06,2.1,1.63
Brazil Serie C,2023-06-19,21:30:00,9,São Bernardo,Volta Redonda,1.6,3.5,5.25,1.07,6.15,1.5,2.3,2.35,1.52,5.05,1.12,10.0,1.01,2.4,1.54
