League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
China Chinese Super League,2023-07-28,08:35:00,19,Henan Jianye,Shenzhen,1.32,4.82,8.48,1.0,10.5,1.2,4.2,1.79,1.98,2.7,1.42,4.8,1.13,2.3,1.57
9699,2023-07-28,11:00:00,1,Obolon-Brovar,Kolos Kovalivka,3.55,3.25,1.97,1.06,8.0,1.33,3.1,2.0,1.77,3.75,1.25,6.5,1.1,1.83,1.9
Finland Veikkausliiga,2023-07-28,12:00:00,17,Ilves,VPS,2.77,3.33,2.58,1.07,9.95,1.36,3.2,2.1,1.74,3.73,1.28,7.45,1.09,1.83,1.93
9622,2023-07-28,12:30:00,3,U Craiova 1948,Universitatea Cluj,2.39,3.13,3.0,1.08,7.0,1.4,2.75,2.2,1.6,4.0,1.22,7.5,1.07,1.85,1.85
9699,2023-07-28,13:00:00,1,Veres Rivne,Polessya,2.88,3.35,2.25,0.0,0.0,0.0,0.0,1.98,1.82,0.0,0.0,0.0,0.0,0.0,0.0
9545,2023-07-28,14:00:00,2,Viborg,Lyngby,1.79,3.8,4.41,1.02,14.5,1.22,4.3,1.7,2.0,2.75,1.44,4.95,1.17,1.65,2.19
9567,2023-07-28,14:00:00,2,HB Køge,Vendsyssel,2.53,3.62,2.5,1.02,17.5,1.17,4.42,1.5,2.4,2.11,1.65,4.08,1.2,1.5,2.5
9567,2023-07-28,14:00:00,2,Hobro,Næstved,2.32,3.42,3.08,1.06,8.0,1.3,3.4,1.82,2.0,3.25,1.33,6.0,1.11,1.73,2.0
9567,2023-07-28,14:00:00,2,SønderjyskE,Fredericia,1.82,3.92,3.97,1.03,11.0,1.17,4.5,1.5,2.4,2.35,1.58,4.0,1.22,1.57,2.25
9542,2023-07-28,15:00:00,2,Varaždin,Slaven Koprivnica,2.03,3.42,3.68,1.03,8.0,1.34,2.93,2.14,1.72,3.7,1.22,7.2,1.05,1.9,1.84
10007,2023-07-28,15:00:00,1,MTK,Paksi SE,2.83,3.61,2.39,1.02,19.5,1.13,4.8,1.5,2.4,2.15,1.57,3.82,1.21,1.53,2.38
9551,2023-07-28,15:15:00,3,Levski Krumovgrad,Cherno More,4.22,3.54,1.86,1.05,9.0,1.3,3.4,1.79,1.98,3.25,1.33,5.5,1.12,1.81,1.93
9553,2023-07-28,15:30:00,2,Ruch Chorzów,ŁKS Łódź,2.38,3.09,3.15,1.08,8.9,1.39,3.0,2.3,1.55,4.02,1.25,8.1,1.08,1.88,1.82
9622,2023-07-28,15:30:00,3,Rapid Bucureşti,Botoşani,1.55,3.92,5.62,1.06,8.0,1.33,3.1,1.93,1.83,3.75,1.25,6.5,1.1,2.15,1.65
9656,2023-07-28,15:30:00,1,Hamburger SV,Schalke 04,2.59,3.59,2.71,1.04,10.0,1.22,4.0,1.7,2.0,2.9,1.4,4.75,1.15,1.62,2.2
9671,2023-07-28,15:30:00,1,Dukla Banská Bystrica,Podbrezová,2.2,3.5,2.95,0.0,0.0,0.0,0.0,1.65,2.15,0.0,0.0,0.0,0.0,1.53,2.38
9954,2023-07-28,15:30:00,1,LASK Linz,Rapid Wien,2.07,3.77,3.43,1.02,15.0,1.2,4.5,1.6,2.2,2.7,1.47,4.75,1.18,1.57,2.25
Republic of Ireland Premier Division,2023-07-28,15:45:00,25,Bohemians,UCD,1.21,6.28,11.16,1.02,12.0,1.16,4.75,1.53,2.35,2.25,1.58,4.0,1.22,2.25,1.57
Republic of Ireland Premier Division,2023-07-28,15:45:00,25,Cork City,Shelbourne,2.7,3.17,2.67,1.07,7.5,1.36,2.95,2.1,1.65,4.0,1.22,7.0,1.08,1.95,1.8
Republic of Ireland Premier Division,2023-07-28,15:45:00,25,Drogheda United,Sligo Rovers,2.2,3.37,3.24,1.06,8.0,1.33,3.2,1.98,1.81,3.6,1.28,6.5,1.1,1.75,2.0
9577,2023-07-28,15:45:00,1,Union Saint-Gilloise,RSC Anderlecht,2.2,3.5,3.18,1.05,13.0,1.24,4.07,1.84,2.01,2.91,1.41,5.4,1.16,1.75,2.0
Bolivia LFPB,2023-07-28,16:00:00,21,Libertad,Nacional Potosí,2.64,3.48,2.51,1.03,15.25,1.17,4.45,1.6,2.23,2.46,1.51,4.3,1.19,1.5,2.51
Argentina Primera División,2023-07-28,16:30:00,27,Unión Santa Fe,Defensa y Justicia,2.5,2.95,2.85,1.1,5.7,1.42,2.6,2.45,1.53,4.4,1.16,8.5,1.03,2.05,1.66
Argentina Primera División,2023-07-28,16:30:00,27,Argentinos Juniors,Estudiantes,2.15,2.9,3.6,1.11,5.75,1.52,2.35,2.55,1.44,4.8,1.15,10.5,1.04,2.15,1.62
Venezuela Primera División,2023-07-28,17:00:00,21,UCV,Portuguesa,3.28,2.75,2.37,1.09,6.0,1.49,2.44,2.48,1.45,4.5,1.17,8.25,1.04,2.1,1.7
Peru Primera División,2023-07-28,17:00:00,6,Real Garcilaso,Academia Cantolao,1.23,4.77,8.74,1.01,15.0,1.17,4.5,1.57,2.25,2.62,1.44,4.5,1.17,2.1,1.7
