League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
USA USL Championship,2023-07-16,00:00:00,0,Sacramento Republic,Memphis 901,2.05,3.3,3.1,1.05,9.0,1.28,3.5,1.8,1.9,3.1,1.33,5.5,1.12,1.68,2.1
9525,2023-07-16,00:05:00,3,Tigres UANL,León,1.76,3.45,3.7,1.04,8.5,1.2,3.9,1.84,1.96,3.1,1.32,4.7,1.15,1.75,2.0
Japan J2 League,2023-07-16,06:00:00,26,Blaublitz Akita,Machida Zelvia,3.25,3.0,2.2,1.12,5.5,1.53,2.33,2.73,1.4,5.0,1.14,11.0,1.03,2.38,1.53
Japan J2 League,2023-07-16,06:00:00,26,Mito Hollyhock,Montedio Yamagata,2.63,3.0,2.5,1.05,8.0,1.25,3.6,1.85,1.85,3.0,1.35,5.7,1.1,1.67,2.1
Japan J2 League,2023-07-16,06:00:00,26,Ventforet Kofu,ThespaKusatsu Gunma,1.67,3.5,4.6,1.07,7.5,1.33,3.1,2.0,1.72,3.6,1.25,7.0,1.08,2.0,1.73
Japan J2 League,2023-07-16,06:00:00,26,Shimizu S-Pulse,JEF United,1.44,3.9,6.5,1.06,8.0,1.3,3.3,1.9,1.8,3.3,1.3,6.0,1.11,1.83,1.83
Japan J2 League,2023-07-16,06:00:00,26,Fagiano Okayama,V-Varen Nagasaki,2.5,3.0,2.63,1.04,7.5,1.35,2.88,2.07,1.67,3.7,1.22,7.2,1.05,1.83,1.83
Japan J1 League,2023-07-16,06:00:00,21,Sanfrecce Hiroshima,Yokohama,1.17,6.0,18.0,1.04,10.0,1.22,4.0,1.65,2.11,2.95,1.4,4.75,1.15,2.0,1.75
South Korea K League 1,2023-07-16,07:00:00,23,Jeonbuk Motors,Suwon,1.62,4.0,5.0,1.04,10.0,1.22,4.0,1.55,2.29,2.35,1.52,4.5,1.17,1.73,2.05
Japan J2 League,2023-07-16,07:00:00,26,Roasso Kumamoto,Oita Trinita,2.9,3.0,2.3,1.06,8.0,1.3,3.3,1.9,1.8,3.5,1.28,6.0,1.11,1.73,2.0
Japan J2 League,2023-07-16,07:00:00,26,Omiya Ardija,Tochigi,2.5,3.0,2.63,1.05,7.1,1.41,2.64,2.29,1.55,4.25,1.17,8.4,1.03,1.91,1.8
Japan J2 League,2023-07-16,07:00:00,26,Zweigen Kanazawa,Vegalta Sendai,2.4,3.25,2.63,1.04,10.0,1.25,3.75,1.72,2.0,2.75,1.4,4.5,1.17,1.57,2.25
Japan J2 League,2023-07-16,07:00:00,26,Jubilo Iwata,Fujieda MYFC,2.3,3.3,2.75,1.02,12.0,1.18,4.5,1.52,2.36,2.19,1.6,4.0,1.22,1.53,2.38
Japan J1 League,2023-07-16,07:00:00,21,Tokyo,Kashima Antlers,2.63,3.0,2.8,1.08,7.0,1.4,2.8,2.19,1.6,4.2,1.22,7.5,1.07,1.91,1.91
Japan J1 League,2023-07-16,07:00:00,21,Shonan Bellmare,Avispa Fukuoka,2.5,3.1,2.8,1.08,7.0,1.36,2.95,2.16,1.62,3.75,1.25,7.0,1.08,1.95,1.8
Japan J1 League,2023-07-16,07:00:00,21,Kyoto Sanga,Nagoya Grampus,4.2,3.3,1.87,1.07,7.5,1.33,3.2,1.99,1.73,3.6,1.25,7.0,1.08,1.91,1.91
Japan J1 League,2023-07-16,07:00:00,21,Gamba Osaka,Kashiwa Reysol,1.95,3.3,3.8,1.03,8.2,1.33,2.97,2.0,1.72,3.55,1.24,6.95,1.05,1.91,1.91
Japan J1 League,2023-07-16,07:00:00,21,Cerezo Osaka,Urawa Reds,2.63,3.1,2.63,1.07,8.0,1.34,3.0,2.07,1.67,3.5,1.26,6.75,1.09,1.8,1.95
Japan J1 League,2023-07-16,07:00:00,21,Vissel Kobe,Sagan Tosu,1.33,4.5,9.5,1.04,10.0,1.29,3.4,1.72,2.0,3.0,1.33,5.25,1.13,1.95,1.8
South Korea K League 2,2023-07-16,07:00:00,21,Busan I'Park,Seongnam,2.0,3.1,3.5,1.06,9.25,1.38,2.8,2.19,1.6,3.9,1.22,7.25,1.06,1.94,1.82
South Korea K League 1,2023-07-16,07:30:00,23,Pohang Steelers,Jeju United,1.8,3.5,4.33,1.05,9.0,1.29,3.5,1.81,1.89,3.0,1.36,5.5,1.12,1.72,2.07
South Korea K League 1,2023-07-16,08:00:00,23,Incheon United,Daejeon Citizen,2.05,3.3,3.5,1.06,8.0,1.29,3.5,1.86,1.84,3.0,1.36,5.5,1.12,1.73,2.0
South Korea K League 2,2023-07-16,08:00:00,21,Gyeongnam,Jeonnam Dragons,2.0,3.3,3.25,1.04,10.0,1.22,4.0,1.69,2.04,2.75,1.42,4.75,1.15,1.6,2.25
China Chinese Super League,2023-07-16,08:35:00,17,Hangzhou,Tianjin Teda,2.24,3.3,3.36,1.02,9.0,1.29,3.5,1.85,1.9,3.27,1.32,6.26,1.11,1.77,2.0
China Chinese Super League,2023-07-16,08:35:00,17,Beijing Guoan,Wuhan Three Towns,2.38,3.5,2.75,1.04,8.5,1.22,3.8,1.63,2.14,2.63,1.43,4.75,1.15,1.55,2.41
China Chinese Super League,2023-07-16,08:35:00,17,Dalian Yifang,Changchun Yatai,2.88,3.3,2.3,1.0,10.2,1.23,4.02,1.68,2.06,2.86,1.41,5.17,1.15,1.6,2.25
China Chinese Super League,2023-07-16,08:35:00,17,Shenzhen,Shanghai SIPG,21.0,9.5,1.08,1.01,27.0,1.06,6.6,1.28,3.34,1.83,1.87,2.86,1.4,2.25,1.58
China Chinese Super League,2023-07-16,08:35:00,17,Nantong Zhiyun,Shandong Luneng,9.5,5.0,1.3,1.01,12.4,1.22,4.09,1.8,1.9,2.73,1.44,5.0,1.16,2.05,1.7
Sweden Allsvenskan,2023-07-16,10:00:00,15,Hammarby,Kalmar,2.1,3.3,3.3,1.03,8.5,1.27,3.4,1.88,1.82,3.1,1.32,6.5,1.07,1.75,1.95
Sweden Allsvenskan,2023-07-16,10:00:00,15,Elfsborg,IFK Göteborg,1.33,5.0,8.0,1.02,12.0,1.17,4.5,1.51,2.39,2.35,1.52,3.75,1.25,1.85,1.85
Brazil Serie A,2023-07-16,11:00:00,15,Cruzeiro,Coritiba,1.73,3.5,5.0,1.05,8.0,1.3,3.2,1.94,1.77,3.3,1.29,5.75,1.1,2.0,1.75
Brazil Serie D,2023-07-16,11:00:00,13,CAP,CRAC,2.05,3.0,3.6,1.08,6.4,1.47,2.55,2.5,1.5,4.8,1.14,10.0,1.02,2.11,1.69
Norway Eliteserien,2023-07-16,12:00:00,14,Aalesund,Odd,2.5,3.0,2.8,1.02,8.7,1.29,3.2,1.9,1.8,3.32,1.27,6.3,1.07,1.75,2.0
Norway Eliteserien,2023-07-16,12:00:00,14,FK Bodo - Glimt,Haugesund,1.14,7.5,15.0,1.02,15.0,1.1,6.5,1.33,3.04,1.85,2.01,2.65,1.42,1.91,1.91
Norway Eliteserien,2023-07-16,12:00:00,14,Lillestrøm,Sandefjord,1.33,5.0,8.0,1.02,12.0,1.15,4.75,1.46,2.52,2.15,1.62,3.75,1.25,1.91,1.91
Norway Eliteserien,2023-07-16,12:00:00,14,Rosenborg,Tromsø,1.95,3.3,3.8,1.06,8.0,1.36,3.0,1.96,1.75,3.5,1.29,6.5,1.1,1.91,1.91
Norway Eliteserien,2023-07-16,12:00:00,14,Sarpsborg 08,HamKam,1.53,4.2,5.0,1.02,13.0,1.14,5.0,1.41,2.69,1.88,1.82,3.4,1.3,1.62,2.2
Norway Eliteserien,2023-07-16,12:00:00,14,Stabæk,Viking,3.25,3.5,2.05,1.03,11.0,1.2,4.33,1.57,2.25,2.5,1.5,4.33,1.2,1.5,2.5
Uruguay Primera División,2023-07-16,12:00:00,6,River Plate,La Luz,1.85,3.3,3.9,1.05,9.0,1.29,3.5,1.93,1.87,3.0,1.36,5.5,1.12,1.7,2.0
Sweden Allsvenskan,2023-07-16,12:30:00,15,Mjällby,Norrköping,2.3,3.1,3.1,1.07,7.5,1.36,3.0,1.99,1.73,3.5,1.29,7.0,1.08,1.85,1.85
Finland Veikkausliiga,2023-07-16,12:30:00,16,Lahti,SJK,4.2,3.3,1.8,1.08,7.0,1.36,3.0,2.06,1.68,3.75,1.25,7.5,1.07,2.0,1.75
9551,2023-07-16,12:30:00,1,Lokomotiv Plovdiv,Botev Plovdiv,2.4,2.9,2.8,1.05,6.9,1.42,2.75,2.22,1.47,4.33,1.2,8.0,1.03,1.91,1.8
9622,2023-07-16,12:30:00,1,Petrolul 52,Universitatea Cluj,2.63,3.0,2.75,1.1,8.0,1.54,2.43,2.32,1.54,4.8,1.2,10.0,1.04,2.0,1.73
Egypt Egyptian Premier League,2023-07-16,13:00:00,34,Al Mokawloon,Al Ahly,5.5,3.75,1.62,1.03,9.0,1.29,3.3,1.94,1.77,3.6,1.25,7.5,1.06,2.2,1.6
