League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
9288,2023-06-12,12:30:00,6,Bella Vista,Rentistas,3.9,3.35,1.9,0.0,0.0,0.0,0.0,1.98,1.8,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2023-06-12,14:00:00,20,Newell's Old Boys,Unión Santa Fe,1.91,3.1,3.8,1.12,6.25,1.58,2.25,2.88,1.4,6.5,1.13,15.0,1.01,2.38,1.53
Argentina Primera División,2023-06-12,17:00:00,20,San Lorenzo,Central Córdoba SdE,1.8,3.1,4.75,1.11,5.5,1.57,2.25,2.63,1.43,5.25,1.13,8.0,1.05,2.4,1.5
Colombia Categoria Primera A,2023-06-12,19:00:00,25,Independiente Medellín,América de Cali,2.12,3.15,3.0,1.02,9.2,1.26,3.4,1.9,1.9,3.14,1.3,5.8,1.09,1.74,2.02
Argentina Primera División,2023-06-12,19:15:00,20,Banfield,River Plate,4.2,3.5,1.7,1.05,10.0,1.33,3.35,2.1,1.7,3.85,1.28,8.0,1.1,2.0,1.75
Brazil Serie C,2023-06-12,20:00:00,8,Paysandu,São Bernardo,2.2,3.0,3.2,1.08,7.0,1.4,2.75,2.36,1.52,4.0,1.22,7.5,1.07,1.95,1.78
Brazil Serie C,2023-06-12,20:00:00,8,Figueirense,Pouso Alegre,1.73,3.15,5.0,1.08,7.0,1.4,2.75,2.2,1.53,4.0,1.22,7.5,1.07,2.05,1.68
Chile Primera B,2023-06-12,20:30:00,2,Univ. Concepción,Puerto Montt,2.3,3.1,2.95,1.04,7.4,1.37,2.75,2.14,1.6,3.98,1.19,7.8,1.04,1.93,1.75
Ecuador Primera Categoría Serie A,2023-06-12,21:00:00,14,CS Emelec,Gualaceo SC,1.42,4.5,7.0,1.04,10.5,1.22,4.0,1.73,1.91,2.8,1.4,5.0,1.14,1.98,1.78
Ecuador Primera Categoría Serie A,2023-06-12,21:00:00,14,CS Emelec,Gualaceo SC,1.42,4.5,7.0,1.04,10.5,1.22,4.0,1.73,1.91,2.8,1.4,5.0,1.14,1.98,1.78
Brazil Serie C,2023-06-12,21:30:00,8,Confiança,Náutico,2.25,2.9,3.2,1.08,7.0,1.4,2.75,2.16,1.55,4.0,1.22,7.5,1.07,1.9,1.8
Colombia Categoria Primera A,2023-06-12,21:30:00,25,Alianza Petrolera,Atlético Nacional,2.59,3.0,2.48,1.04,12.0,1.3,3.5,1.9,1.9,3.3,1.33,6.5,1.11,1.73,2.0
Argentina Primera División,2023-06-12,21:45:00,20,Vélez Sarsfield,Argentinos Juniors,2.9,3.0,2.5,1.11,6.0,1.51,2.37,2.5,1.46,5.0,1.15,10.5,1.04,2.15,1.62
Argentina Primera División,2023-06-12,21:45:00,20,Instituto,Racing Club,2.45,3.25,2.75,1.08,7.5,1.41,2.65,2.2,1.57,4.1,1.2,8.5,1.06,1.98,1.72
