League,N1,N2,N3
Argentina Prim B Nacional,H,H,D
Argentina Primera División,H,H,D
Australia A-League,A,A,D
Austria Bundesliga,D,A,D
Belgium Pro League,D,H,H
Bolivia LFPB,H,A,H
Brazil Serie A,H,A,D
Brazil Serie B,D,D,H
Brazil Serie C,D,H,D
Brazil Serie D,H,H,A
Bulgaria First League,A,A,A
Canada Canadian Premier League,A,H,A
Chile Primera B,H,H,A
Chile Primera División,A,A,D
Chile Segunda División,H,H,A
China Chinese Super League,H,D,H
Colombia Categoria Primera A,H,A,H
Colombia Categoria Primera B,H,H,A
Croatia Prva HNL,D,D,H
Czech Republic First League,H,A,D
Denmark 1st Division,A,A,A
Denmark Superliga,H,D,A
Ecuador Primera Categoría Serie A,H,A,H
Egypt Egyptian Premier League,H,A,D
England Championship,D,H,H
England EFL League One,D,H,A
England EFL League Two,D,A,A
England National League,D,H,A
England Premier League,A,H,H
Finland Veikkausliiga,H,D,D
France Ligue 1,H,A,A
France Ligue 2,A,H,D
Germany 2. Bundesliga,H,A,D
Germany Bundesliga,A,D,A
Greece Super League,A,H,A
Hungary NB I,D,A,H
Italy Serie A,D,H,H
Italy Serie B,D,H,A
Japan J1 League,D,H,A
Japan J2 League,H,A,H
Mexico Ascenso MX,A,A,A
Mexico Liga MX,A,H,H
Netherlands Eerste Divisie,H,D,H
Netherlands Eredivisie,A,D,H
Netherlands Tweede Divisie,H,H,H
Norway Eliteserien,H,D,D
Paraguay Division Profesional,H,H,H
Peru Primera División,H,D,A
Poland Ekstraklasa,H,H,H
Portugal Liga NOS,A,D,H
Portugal LigaPro,H,A,A
Republic of Ireland Premier Division,H,H,A
Romania Liga I,D,H,D
Scotland Premiership,H,A,D
Serbia SuperLiga,D,H,A
Slovakia Super Liga,H,H,H
Slovenia PrvaLiga,A,H,D
South Korea K League 1,A,A,H
South Korea K League 2,H,D,H
Spain La Liga,A,A,A
Spain Segunda División,H,D,H
Sweden Allsvenskan,A,D,H
Switzerland Super League,D,A,D
Tunisia Ligue 1,H,D,H
Turkey Süper Lig,A,H,A
USA MLS,A,H,D
USA USL Championship,H,A,A
Ukraine Ukrainian Premier League,A,H,A
Uruguay Primera División,A,H,D
Uruguay Segunda División,A,A,H
Venezuela Primera División,D,D,A
