League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
South Korea K League 2,2023-05-02,07:00:00,11,Jeonnam Dragons,Busan I'Park,2.25,3.0,3.0,1.08,8.25,1.42,2.7,2.15,1.6,4.33,1.2,7.5,1.06,1.95,1.78
South Korea K League 2,2023-05-02,07:00:00,11,Cheonan City,Anyang,4.6,3.6,1.62,1.06,8.0,1.3,3.3,2.0,1.8,3.5,1.28,6.5,1.1,1.91,1.8
South Korea K League 2,2023-05-02,07:30:00,11,Bucheon 1995,Asan Mugunghwa,2.17,3.1,3.17,1.08,8.25,1.42,2.7,2.25,1.58,4.33,1.2,7.5,1.06,1.95,1.78
Bulgaria First League,2023-05-02,11:45:00,29,Botev Vratsa,Lokomotiv Sofia 1929,2.4,3.1,2.7,1.06,7.5,1.32,3.1,2.07,1.63,3.5,1.25,6.2,1.08,1.75,2.03
Serbia SuperLiga,2023-05-02,12:00:00,3,Javor Ivanjica,Mladost Novi Sad,2.3,3.0,3.25,1.08,7.0,1.36,2.95,2.25,1.57,3.75,1.25,7.0,1.08,1.85,1.9
Egypt Egyptian Premier League,2023-05-02,13:00:00,27,Ghazl El Mehalla,Smouha SC,3.1,2.75,2.3,1.09,5.75,1.44,2.51,2.26,1.59,4.24,1.17,8.4,1.03,1.98,1.78
Bulgaria First League,2023-05-02,14:00:00,29,Slavia Sofia,Lokomotiv Plovdiv,2.3,2.9,3.0,1.07,7.5,1.5,2.45,2.47,1.48,3.5,1.29,7.0,1.08,1.95,1.81
Romania Liga I,2023-05-02,14:00:00,6,UTA Arad,Hermannstadt,2.1,2.9,3.9,1.11,6.0,1.52,2.48,2.37,1.53,4.5,1.18,9.0,1.05,2.2,1.62
Spain La Liga,2023-05-02,14:30:00,33,FC Barcelona,CA Osasuna,1.17,6.5,15.0,1.03,15.0,1.22,4.33,1.67,2.1,2.85,1.44,5.0,1.17,2.36,1.56
Spain La Liga,2023-05-02,14:30:00,33,Almería,Elche CF,1.67,4.0,4.5,1.03,15.0,1.22,4.33,1.61,2.15,2.7,1.47,5.0,1.18,1.7,2.15
Slovenia PrvaLiga,2023-05-02,15:15:00,34,Maribor,Mura,1.57,3.7,4.8,1.04,11.5,1.22,3.9,1.61,2.05,2.65,1.42,4.75,1.16,1.75,1.95
Egypt Egyptian Premier League,2023-05-02,15:30:00,27,El Daklyeh FC,ENPPI,2.7,2.9,2.63,1.09,6.5,1.42,2.65,2.41,1.5,4.1,1.2,8.25,1.06,2.1,1.67
England EFL League One,2023-05-02,15:45:00,38,Shrewsbury Town,Bristol Rovers,2.0,3.4,3.75,1.05,8.0,1.33,3.0,2.0,1.8,3.3,1.29,6.0,1.09,1.8,1.91
England National League,2023-05-02,15:45:00,0,Barnet,Boreham Wood,2.5,3.2,2.62,1.04,8.5,1.28,3.55,1.83,1.8,3.15,1.34,5.86,1.13,1.7,2.05
France Ligue 1,2023-05-02,16:00:00,33,Toulouse,Lens,4.2,3.8,1.73,1.03,15.0,1.24,4.2,1.67,2.1,2.9,1.42,5.5,1.16,1.7,2.05
England Premier League,2023-05-02,16:00:00,34,Arsenal,Chelsea,1.75,3.8,4.2,1.03,11.0,1.25,3.8,1.88,2.0,2.85,1.4,5.0,1.15,1.8,1.95
Bolivia LFPB,2023-05-02,16:00:00,11,Club Always Ready,Real Tomayapo,1.3,4.75,8.0,1.03,15.0,1.17,5.0,1.5,2.35,2.25,1.58,4.0,1.22,1.73,2.0
Spain La Liga,2023-05-02,17:00:00,33,Real Sociedad,Real Madrid,2.63,3.4,2.45,1.05,11.0,1.32,3.4,1.87,1.83,3.4,1.32,6.5,1.11,1.75,2.05
Colombia Categoria Primera B,2023-05-02,17:00:00,15,Atlético,Universitario Popayán,1.85,3.1,3.8,1.1,6.5,1.44,2.62,2.35,1.57,4.33,1.2,8.0,1.06,2.05,1.7
Brazil Serie B,2023-05-02,19:00:00,4,Ponte Preta,Botafogo SP,2.25,2.9,3.2,1.09,7.0,1.5,2.5,2.37,1.44,4.5,1.17,9.0,1.05,2.1,1.63
Brazil Serie B,2023-05-02,19:00:00,4,CRB,Sampaio Corrêa,2.05,3.0,3.5,1.05,7.0,1.42,2.61,2.25,1.53,4.3,1.17,8.5,1.03,2.05,1.68
Brazil Serie C,2023-05-02,19:00:00,1,EC São José,Floresta,1.67,3.3,5.0,1.11,6.0,1.45,2.6,2.4,1.5,4.75,1.17,9.0,1.05,2.25,1.6
Brazil Serie C,2023-05-02,19:00:00,1,Volta Redonda,Pouso Alegre,1.75,3.3,4.5,1.08,8.0,1.44,2.6,2.4,1.51,4.28,1.18,7.95,1.05,2.15,1.65
Brazil Serie B,2023-05-02,21:30:00,4,Atlético GO,Chapecoense,1.75,3.1,4.5,1.1,6.5,1.44,2.7,2.25,1.5,4.5,1.18,8.0,1.06,2.15,1.6
Brazil Serie C,2023-05-02,21:30:00,1,Manaus,Náutico,2.75,2.9,2.6,1.09,7.35,1.44,2.4,2.45,1.5,4.4,1.17,8.2,1.04,2.0,1.75
Mexico Ascenso MX,2023-05-02,22:00:00,0,Leones Negros de la Universidad de Guadalajara,Celaya,2.47,2.99,3.18,1.05,8.5,1.31,2.95,1.96,1.64,3.45,1.25,7.0,1.07,1.83,1.93
