League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
China Chinese Super League,2023-07-17,08:35:00,17,Shijiazhuang Ever Bright,Chengdu Better City FC,4.65,3.73,1.7,1.02,9.0,1.29,3.3,1.93,1.83,3.2,1.3,5.75,1.1,1.85,1.85
China Chinese Super League,2023-07-17,08:35:00,17,Shanghai Shenhua,Meizhou Hakka,1.62,3.7,5.0,1.04,11.0,1.3,3.3,1.95,1.75,3.5,1.28,6.75,1.1,1.95,1.8
China Chinese Super League,2023-07-17,08:35:00,17,Qingdao Jonoon,Henan Jianye,2.55,3.19,2.87,1.06,10.5,1.33,3.2,2.03,1.79,3.6,1.28,6.8,1.11,1.75,2.0
Finland Veikkausliiga,2023-07-17,12:00:00,16,Inter Turku,KuPS,2.87,3.0,2.3,1.07,7.0,1.36,2.9,2.1,1.67,3.6,1.25,6.5,1.08,1.95,1.8
9551,2023-07-17,12:30:00,1,Lokomotiv Sofia 1929,Botev Vratsa,1.75,3.25,4.33,1.07,7.5,1.33,3.1,1.95,1.75,3.5,1.28,6.5,1.1,1.83,1.83
9622,2023-07-17,12:30:00,1,Voluntari,Botoşani,2.1,3.0,3.7,1.1,6.5,1.49,2.55,2.3,1.55,4.5,1.18,8.0,1.06,2.1,1.67
Sweden Allsvenskan,2023-07-17,14:00:00,15,Djurgården,Malmö FF,2.8,3.4,2.3,1.04,13.0,1.24,4.1,1.75,1.95,3.05,1.38,6.0,1.14,1.61,2.25
Sweden Allsvenskan,2023-07-17,14:00:00,15,Varberg,AIK,4.33,3.6,1.75,1.06,10.0,1.33,3.4,1.9,1.8,3.6,1.3,7.0,1.1,1.88,1.92
9551,2023-07-17,14:45:00,1,Etar,Slavia Sofia,3.4,3.0,2.05,1.1,6.5,1.44,2.65,2.3,1.57,4.5,1.18,8.0,1.06,2.0,1.73
Argentina Prim B Nacional,2023-07-17,15:00:00,22,Club Atlético Mitre,Aldosivi,1.8,3.1,4.33,1.1,6.5,1.45,2.65,2.3,1.55,4.5,1.18,9.0,1.05,2.2,1.6
Argentina Prim B Nacional,2023-07-17,15:00:00,25,Defensores de Belgrano,Defensores Unidos,1.8,3.0,4.6,1.12,6.0,1.6,2.1,2.9,1.36,6.25,1.11,16.0,1.02,2.63,1.44
9622,2023-07-17,15:30:00,1,Dinamo Bucureşti,CS U Craiova,4.5,3.6,1.75,1.04,8.0,1.32,3.1,1.95,1.75,3.9,1.2,6.2,1.08,2.1,1.67
Chile Primera División,2023-07-17,16:00:00,17,Palestino,Coquimbo Unido,2.0,3.3,3.25,1.03,13.0,1.25,3.75,1.75,1.95,3.1,1.38,5.5,1.14,1.67,2.1
Bolivia LFPB,2023-07-17,16:00:00,19,Santa Cruz,Real Tomayapo,1.85,3.3,3.9,1.02,8.8,1.28,3.2,1.97,1.83,3.28,1.27,6.25,1.07,1.8,1.96
Brazil Serie C,2023-07-17,16:00:00,13,Volta Redonda,Amazonas,2.15,2.9,3.3,1.06,6.55,1.46,2.45,2.45,1.49,4.65,1.14,9.2,1.02,2.05,1.73
Peru Primera División,2023-07-17,17:00:00,4,Deportivo Municipal,Melgar,5.5,4.33,1.44,1.06,9.0,1.3,3.25,1.95,1.75,3.2,1.3,6.0,1.11,1.94,1.82
Argentina Primera División,2023-07-17,18:00:00,25,Tigre,Barracas Central,1.95,3.3,4.0,1.07,7.77,1.45,2.69,2.35,1.57,4.6,1.18,9.5,1.05,2.06,1.69
Argentina Primera División,2023-07-17,18:00:00,25,Arsenal de Sarandí,Instituto,2.95,2.95,2.49,1.1,5.7,1.5,2.4,2.7,1.4,5.2,1.12,11.0,1.01,2.23,1.63
