League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Paraguay Division Profesional,2023-07-17,18:00:00,2,Guaireña,Sportivo Luqueño,2.7,3.1,2.45,0.0,0.0,0.0,0.0,2.1,1.68,0.0,0.0,0.0,0.0,0.0,0.0
Bolivia LFPB,2023-07-17,18:30:00,19,The Strongest,Independiente Petrolero,1.29,5.0,8.0,1.02,14.0,1.15,4.5,1.56,2.33,2.34,1.5,4.05,1.18,1.88,1.88
Uruguay Primera División,2023-07-17,19:00:00,6,Deportivo Maldonado,Cerro,2.2,3.25,2.88,1.06,9.45,1.35,2.94,1.95,1.76,3.65,1.24,6.8,1.07,1.85,1.85
Chile Primera División,2023-07-17,19:30:00,17,Unión Española,Universidad Chile,2.2,3.1,3.0,1.07,7.5,1.33,3.25,1.95,1.75,3.5,1.29,6.5,1.1,1.8,1.91
Brazil Serie A,2023-07-17,20:00:00,15,Goiás,Atlético Mineiro,4.33,3.4,1.91,1.08,8.0,1.44,2.75,2.38,1.57,4.5,1.2,9.5,1.05,2.1,1.67
Brazil Serie B,2023-07-17,20:00:00,18,Botafogo SP,Criciúma,2.63,2.88,2.88,1.12,5.5,1.5,2.41,2.55,1.45,4.75,1.15,10.0,1.04,2.1,1.67
Brazil Serie C,2023-07-17,20:00:00,13,Paysandu,Remo,2.3,2.88,3.0,1.06,6.5,1.5,2.5,2.45,1.49,4.65,1.14,9.3,1.01,2.04,1.74
Argentina Primera División,2023-07-17,20:30:00,25,Newell's Old Boys,Atlético Tucumán,1.97,3.07,3.9,1.11,6.5,1.58,2.25,2.75,1.4,5.25,1.12,9.5,1.03,2.4,1.52
Brazil Serie D,2023-07-17,20:30:00,13,Democrata GV,Resende,1.8,3.25,4.33,1.05,8.0,1.38,2.8,2.16,1.62,3.9,1.21,9.0,1.03,1.97,1.79
Paraguay Division Profesional,2023-07-17,20:30:00,2,Nacional Asunción,Tacuary,1.65,3.6,4.6,0.0,0.0,0.0,0.0,1.97,1.78,0.0,0.0,0.0,0.0,0.0,0.0
Bolivia LFPB,2023-07-17,21:00:00,19,Oriente Petrolero,Universitario de Vinto,1.65,3.6,4.6,1.01,9.3,1.26,3.34,1.87,1.87,3.08,1.3,5.8,1.09,1.83,1.93
Chile Segunda División,2023-07-17,21:00:00,15,Deportes Limache,Deportes Rengo,1.75,3.3,4.5,1.01,9.0,1.28,3.0,2.08,1.73,3.5,1.2,6.5,1.04,1.86,1.74
Bolivia LFPB,2023-07-17,21:00:00,19,Oriente Petrolero,Universitario de Vinto,1.65,3.6,4.6,1.01,9.3,1.26,3.34,1.87,1.87,3.08,1.3,5.8,1.09,1.83,1.93
Chile Segunda División,2023-07-17,21:00:00,15,Deportes Limache,Deportes Rengo,1.75,3.3,4.5,1.01,9.0,1.28,3.0,2.08,1.73,3.5,1.2,6.5,1.04,1.86,1.74
Argentina Prim B Nacional,2023-07-17,21:10:00,22,Atlanta,Deportivo Maipú,2.63,2.88,2.6,1.06,6.5,1.48,2.48,2.35,1.53,4.75,1.16,9.3,1.01,2.05,1.66
Chile Primera B,2023-07-17,21:45:00,18,La Serena,Deportes Santa Cruz,1.63,3.62,5.27,1.06,9.4,1.36,2.9,2.16,1.68,3.73,1.23,6.9,1.07,2.1,1.68
Colombia Categoria Primera A,2023-07-17,22:00:00,1,Deportivo Pereira,Deportivo Cali,2.25,3.1,3.25,1.06,9.5,1.32,3.4,1.95,1.75,3.65,1.28,7.5,1.09,1.77,2.0
