League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Australia A-League,2023-04-24,06:00:00,25,Brisbane Roar,Sydney FC,2.68,3.28,2.37,1.03,12.5,1.22,4.35,1.7,2.15,2.9,1.41,5.4,1.15,1.62,2.2
Ukraine Ukrainian Premier League,2023-04-24,07:00:00,22,Dnipro-1,Rukh Vynnyky,1.27,4.05,6.51,1.04,11.0,1.24,3.6,1.78,1.98,2.71,1.37,4.9,1.14,2.15,1.6
Ukraine Ukrainian Premier League,2023-04-24,09:00:00,22,Oleksandria,Inhulets,1.91,3.01,2.99,1.02,10.5,1.3,3.08,1.84,1.68,3.34,1.26,6.45,1.07,1.84,1.92
Turkey Süper Lig,2023-04-24,11:00:00,31,Giresunspor,İstanbul Başakşehir,2.84,3.25,2.13,1.05,9.5,1.28,3.4,1.74,1.87,3.1,1.32,5.75,1.12,1.67,2.1
Egypt Egyptian Premier League,2023-04-24,11:00:00,27,El Daklyeh FC,ENPPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria First League,2023-04-24,11:30:00,27,Spartak Varna,Septemvri Sofia,1.78,3.12,3.6,1.06,7.5,1.38,2.9,1.83,1.71,4.0,1.22,6.5,1.08,1.87,1.89
Romania Liga I,2023-04-24,11:30:00,5,Universitatea Cluj,Mioveni,1.69,2.92,3.91,1.08,7.0,1.4,2.8,2.28,1.6,4.2,1.2,7.5,1.07,2.5,1.5
Finland Veikkausliiga,2023-04-24,12:00:00,4,Haka,Honka,3.15,3.15,2.3,1.07,7.5,1.36,3.0,1.85,1.85,3.75,1.25,7.0,1.08,1.91,1.91
Egypt Egyptian Premier League,2023-04-24,13:00:00,27,Haras El Hodood,El Geish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland Ekstraklasa,2023-04-24,14:00:00,29,Radomiak Radom,Lech Poznań,3.02,3.09,2.11,1.06,8.0,1.33,3.25,1.98,1.79,3.25,1.33,6.0,1.11,1.8,1.95
Bulgaria First League,2023-04-24,14:00:00,27,Slavia Sofia,Botev Plovdiv,1.97,3.09,3.04,1.06,8.0,1.33,3.25,1.82,1.72,3.4,1.3,6.5,1.1,1.8,1.91
Portugal LigaPro,2023-04-24,14:00:00,29,Benfica II,CD Trofense,1.94,3.08,3.13,1.04,10.0,1.22,4.0,1.69,1.85,2.62,1.44,4.75,1.15,1.62,2.2
Portugal LigaPro,2023-04-24,14:00:00,29,Sporting Covilhã,CD Mafra,2.56,2.95,2.32,1.06,8.25,1.33,3.1,1.93,1.93,3.4,1.27,6.75,1.09,1.82,1.94
Turkey Süper Lig,2023-04-24,14:00:00,31,Antalyaspor,Sivasspor,2.26,3.06,2.76,1.06,9.0,1.29,3.25,1.79,1.81,3.1,1.31,6.0,1.11,1.7,2.05
Turkey Süper Lig,2023-04-24,14:00:00,31,Fenerbahçe,İstanbulspor,1.33,4.55,6.27,1.02,23.0,1.11,6.09,1.4,2.75,2.08,1.75,3.44,1.29,1.83,1.93
Sweden Allsvenskan,2023-04-24,14:00:00,4,Värnamo,AIK,2.79,3.06,2.25,1.05,8.0,1.33,3.0,1.81,1.8,3.4,1.29,6.0,1.09,1.86,1.9
Sweden Allsvenskan,2023-04-24,14:00:00,4,Brommapojkarna,Mjällby,2.79,3.15,2.21,1.05,9.0,1.29,3.5,1.73,1.88,3.0,1.36,5.5,1.12,1.7,2.05
Denmark Superliga,2023-04-24,14:00:00,4,OB,Lyngby,1.83,3.42,3.43,1.03,12.5,1.27,3.7,1.72,1.89,3.05,1.37,5.95,1.13,1.67,2.1
Sweden Allsvenskan,2023-04-24,14:10:00,4,Malmö FF,Norrköping,1.48,3.8,5.21,1.02,14.0,1.21,4.3,1.64,2.25,2.88,1.42,5.5,1.16,1.8,1.95
Romania Liga I,2023-04-24,14:30:00,5,Voluntari,Petrolul 52,2.2,2.72,2.72,1.11,6.0,1.54,2.43,2.6,1.44,4.75,1.16,9.0,1.05,2.2,1.62
Netherlands Eerste Divisie,2023-04-24,15:00:00,34,PSV II,MVV,1.94,3.77,3.35,1.01,22.0,1.13,5.75,1.45,2.55,2.1,1.65,3.4,1.27,1.57,2.3
Netherlands Eerste Divisie,2023-04-24,15:00:00,34,Utrecht II,Ajax II,2.5,3.53,2.46,1.02,15.0,1.08,7.0,1.26,3.24,1.75,2.0,2.62,1.44,1.29,3.5
Egypt Egyptian Premier League,2023-04-24,15:00:00,27,Al Mokawloon,National Bank of Egypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peru Primera División,2023-04-24,15:00:00,13,Alianza Atlético,Melgar,2.16,3.01,2.74,1.08,7.0,1.44,2.75,2.2,1.64,4.5,1.2,9.5,1.05,1.98,1.72
Argentina Primera División,2023-04-24,15:30:00,13,Barracas Central,Defensa y Justicia,3.01,3.36,2.31,1.08,6.2,1.33,3.0,2.2,1.6,3.5,1.25,6.2,1.08,1.91,1.8
Argentina Prim B Nacional,2023-04-24,15:30:00,13,Defensores de Belgrano,Deportivo Morón,1.74,2.85,4.25,1.12,5.3,1.6,2.25,2.54,1.4,5.2,1.12,11.5,1.02,2.35,1.53
Uruguay Primera División,2023-04-24,15:30:00,12,Liverpool FC Montevideo,Cerro,1.7,3.4,4.33,1.06,8.75,1.32,3.1,1.95,1.75,3.4,1.28,6.5,1.09,1.83,1.83
Italy Serie A,2023-04-24,15:45:00,31,Atalanta,Roma,2.04,3.57,3.38,1.07,7.5,1.36,3.0,2.04,1.78,3.5,1.29,7.0,1.08,1.91,1.91
France Ligue 2,2023-04-24,15:45:00,32,Bordeaux,Grenoble Foot 38,1.69,3.19,4.45,1.08,9.4,1.39,3.0,2.35,1.53,4.02,1.25,8.05,1.08,2.05,1.68
