League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Mexico Ascenso MX,2023-04-27,00:05:00,0,Cimarrones de Sonora,Correcaminos UAT,1.79,3.46,4.46,1.05,7.9,1.39,2.75,2.2,1.6,4.0,1.2,8.3,1.04,2.1,1.7
Serbia SuperLiga,2023-04-27,09:30:00,2,Spartak Subotica,Javor Ivanjica,2.05,3.0,3.4,1.1,6.5,1.4,2.75,2.25,1.53,4.0,1.22,8.0,1.06,2.0,1.77
Serbia SuperLiga,2023-04-27,11:30:00,2,Radnik Surdulica,Radnički Niš,2.45,2.87,2.8,1.1,6.5,1.45,2.63,2.3,1.5,4.32,1.2,8.0,1.06,2.0,1.77
Croatia Prva HNL,2023-04-27,13:00:00,31,Rijeka,Lokomotiva Zagreb,1.83,3.3,3.8,1.06,8.0,1.3,3.4,1.95,1.85,3.25,1.33,6.0,1.11,1.8,1.91
Serbia SuperLiga,2023-04-27,13:30:00,2,Bačka Topola,Čukarički,2.0,3.1,3.3,0.0,0.0,0.0,0.0,1.91,1.73,0.0,0.0,0.0,0.0,0.0,0.0
Spain La Liga,2023-04-27,14:30:00,31,Valencia CF,Real Valladolid,1.83,3.6,4.33,1.05,12.0,1.3,3.6,1.85,1.87,3.4,1.33,6.5,1.12,1.8,1.95
Spain La Liga,2023-04-27,14:30:00,31,Villarreal,RCD Espanyol,1.67,3.8,5.0,1.04,13.0,1.28,3.75,1.73,2.0,3.1,1.38,6.0,1.13,1.8,1.95
Switzerland Super League,2023-04-27,15:30:00,30,Luzern,Winterthur,1.44,4.25,6.5,1.03,13.0,1.18,4.33,1.57,2.15,2.4,1.49,4.2,1.2,1.73,1.98
Switzerland Super League,2023-04-27,15:30:00,30,Sion,Basel,3.6,3.6,1.91,1.03,11.5,1.2,4.1,1.57,2.15,2.55,1.44,4.5,1.17,1.58,2.2
England Premier League,2023-04-27,15:45:00,33,Everton,Newcastle United,4.75,3.5,1.8,1.03,8.3,1.33,3.1,2.05,1.7,3.54,1.26,6.8,1.06,1.95,1.8
England Premier League,2023-04-27,15:45:00,33,Southampton,AFC Bournemouth,2.25,3.3,3.2,1.06,8.75,1.32,3.1,1.95,1.75,3.3,1.29,6.5,1.1,1.75,2.0
England Championship,2023-04-27,16:00:00,38,Rotherham United,Cardiff City,2.65,3.25,2.65,1.08,6.5,1.4,2.7,1.95,1.8,3.8,1.22,7.5,1.06,1.91,1.8
England Premier League,2023-04-27,16:15:00,33,Tottenham Hotspur,Manchester United,2.82,3.68,2.44,1.04,11.0,1.22,4.0,1.64,2.08,2.6,1.44,4.6,1.17,1.57,2.25
Spain La Liga,2023-04-27,17:00:00,31,Athletic Club Bilbao,Sevilla FC,1.87,3.4,4.33,1.06,10.0,1.36,3.2,2.05,1.7,3.75,1.28,7.5,1.09,1.95,1.8
Paraguay Division Profesional,2023-04-27,18:00:00,15,General Caballero JLM,Tacuary,2.05,3.1,3.3,0.0,0.0,0.0,0.0,2.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0
Colombia Categoria Primera A,2023-04-27,18:00:00,16,Deportivo Pereira,Envigado,1.83,3.3,4.0,1.08,8.0,1.47,2.65,2.19,1.6,5.0,1.18,10.0,1.04,2.2,1.65
Argentina Prim B Nacional,2023-04-27,19:00:00,13,Aldosivi,Racing Córdoba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-04-27,19:00:00,13,Atlanta,Deportivo Riestra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-04-27,19:00:00,13,Tristán Suárez,Ferro Carril Oeste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-04-27,19:00:00,13,Chacarita Juniors,Gimnasia Jujuy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-04-27,19:00:00,13,Club Atlético Mitre,Quilmes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-04-27,19:00:00,13,Chaco For Ever,Brown de Adrogué,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-04-27,19:00:00,13,Independiente Rivadavia,Estudiantes Caseros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-04-27,19:00:00,13,Deportivo Maipú,Atlético Rafaela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-04-27,19:00:00,13,Villa Dálmine,Deportivo Madryn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2023-04-27,20:00:00,14,Platense,Estudiantes,3.02,3.03,2.48,1.08,7.5,1.45,2.5,2.37,1.5,4.6,1.17,10.25,1.05,1.95,1.75
