League,N1,N2,N3
ARMENIA - PREMIER LEAGUE,H,A,A
BAHRAIN - PREMIER LEAGUE,H,A,A
BELARUS - VYSSHAYA LIGA,A,D,D
BRAZIL - SERIE A,H,A,H
BULGARIA - PARVA LIGA,H,H,D
GHANA - PREMIER LEAGUE,D,A,D
INDIA - I-LEAGUE,D,D,H
INDIA - ISL,H,H,A
INDONESIA - LIGA 1,D,H,A
IRAQ - SUPER LEAGUE,D,A,H
ITALY - COPPA ITALIA,H,H,A
ITALY - SERIE C,H,A,A
MEXICO - LIGA DE EXPANSION MX,A,H,H
MEXICO - LIGA MX,D,D,A
MONGOLIA - PREMIER LEAGUE,A,A,A
NETHERLANDS - EREDIVISIE,A,D,D
NIGERIA - NPFL,D,H,H
PARAGUAY - PRIMERA DIVISION,A,A,H
QATAR - QSL,A,A,D
SPAIN - COPA DEL REY,A,A,A
UZBEKISTAN - SUPER LEAGUE,A,A,H
