League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
South Korea K League 1,2023-05-10,07:30:00,12,Jeju United,Incheon United,2.0,3.3,3.25,1.08,7.0,1.36,2.95,1.98,1.78,4.0,1.22,7.0,1.08,1.87,1.87
South Korea K League 1,2023-05-10,07:30:00,12,Suwon Bluewings,Jeonbuk Motors,3.3,3.25,2.0,1.07,7.5,1.33,3.1,2.04,1.73,3.5,1.28,6.5,1.1,1.78,1.95
South Korea K League 1,2023-05-10,07:30:00,12,Daejeon Citizen,Suwon,1.9,3.5,3.4,1.05,9.0,1.25,3.6,1.77,2.0,3.1,1.33,5.5,1.12,1.66,2.15
Japan J1 League,2023-05-10,07:30:00,10,Urawa Reds,Sagan Tosu,1.5,4.0,6.0,1.07,7.5,1.36,3.0,1.78,1.98,3.75,1.25,7.0,1.08,1.95,1.73
China Chinese Super League,2023-05-10,08:35:00,6,Shanghai SIPG,Qingdao Jonoon,1.27,5.25,9.5,1.02,17.0,1.2,4.2,1.65,2.17,2.75,1.42,4.65,1.18,1.95,1.8
China Chinese Super League,2023-05-10,08:35:00,6,Changchun Yatai,Meizhou Hakka,1.85,3.6,3.75,1.06,8.0,1.33,3.25,1.92,1.83,3.4,1.3,6.0,1.11,1.8,1.95
China Chinese Super League,2023-05-10,08:35:00,6,Nantong Zhiyun,Hangzhou,2.7,3.1,2.55,1.05,10.0,1.33,3.15,2.2,1.62,3.6,1.26,7.5,1.09,1.8,1.95
China Chinese Super League,2023-05-10,08:35:00,6,Beijing Guoan,Tianjin Teda,1.85,3.4,4.0,1.03,8.0,1.29,3.2,2.04,1.73,3.26,1.28,6.1,1.08,1.8,1.95
China Chinese Super League,2023-05-10,08:35:00,21,Chengdu Better City FC,Shandong Luneng,2.85,3.1,2.35,1.04,7.6,1.3,3.14,2.03,1.8,3.32,1.27,6.25,1.07,1.68,2.05
Bolivia LFPB,2023-05-10,16:00:00,3,Vaca Díez,Club Always Ready,2.12,3.45,2.95,1.01,21.0,1.11,5.2,1.56,2.17,2.15,1.65,3.42,1.25,1.55,2.38
Chile Primera B,2023-05-10,16:30:00,11,Santiago Wanderers,San Marcos,1.95,2.95,3.75,1.05,7.3,1.38,2.71,2.25,1.53,4.05,1.18,7.9,1.03,1.97,1.8
Peru Primera División,2023-05-10,17:30:00,7,Cienciano,Alianza Atlético,1.54,4.4,5.2,1.03,15.5,1.2,4.03,1.78,1.98,2.6,1.44,4.53,1.16,1.82,1.88
Bolivia LFPB,2023-05-10,18:30:00,7,The Strongest,Guabirá,1.41,4.0,7.0,1.02,14.0,1.17,4.6,1.55,2.19,2.3,1.55,3.9,1.22,1.88,1.88
Chile Primera División,2023-05-10,19:00:00,13,Coquimbo Unido,Universidad Chile,2.7,3.25,2.5,1.04,11.0,1.33,3.3,1.91,1.86,3.6,1.3,7.0,1.09,1.73,2.0
Chile Primera División,2023-05-10,19:00:00,13,Cobresal,O'Higgins,1.85,3.55,3.8,1.04,11.0,1.3,3.4,1.88,1.88,3.5,1.3,6.5,1.1,1.8,1.91
Brazil Serie A,2023-05-10,19:00:00,5,Santos,Bahia,2.1,3.15,3.85,1.07,9.0,1.38,3.0,2.25,1.64,4.0,1.25,8.0,1.07,1.95,1.8
Brazil Serie A,2023-05-10,19:00:00,5,Bragantino,América Mineiro,1.98,3.4,3.9,1.06,8.0,1.33,3.25,1.95,1.85,3.4,1.3,6.0,1.11,1.91,1.91
Brazil Serie A,2023-05-10,19:00:00,5,Internacional,Atlético PR,1.89,3.4,4.35,1.07,9.0,1.4,2.95,2.2,1.68,4.2,1.22,8.5,1.06,1.95,1.8
Chile Segunda División,2023-05-10,19:00:00,9,Lautaro de Buin ,Melipilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie B,2023-05-10,19:00:00,4,Ceará,Vitória,2.0,3.05,3.9,1.1,6.5,1.42,2.7,2.33,1.54,4.5,1.2,8.0,1.06,2.1,1.67
Chile Primera B,2023-05-10,20:00:00,11,Rangers,San Luis,2.52,2.85,2.68,1.08,8.2,1.43,2.64,2.25,1.5,4.22,1.19,7.8,1.05,1.92,1.84
Colombia Categoria Primera A,2023-05-10,20:00:00,5,Unión Magdalena,Boyacá Chicó,2.5,3.0,2.85,1.12,5.5,1.57,2.38,2.35,1.6,4.75,1.15,10.0,1.04,2.2,1.58
Brazil Serie A,2023-05-10,20:00:00,5,Flamengo,Goiás,1.32,5.5,9.0,1.0,10.5,1.17,4.33,1.7,2.16,2.45,1.47,4.25,1.17,2.1,1.67
Brazil Serie A,2023-05-10,20:00:00,5,Cuiabá,Atlético Mineiro,3.55,3.15,2.23,1.08,6.5,1.43,2.63,2.33,1.61,4.0,1.2,8.0,1.05,2.05,1.7
Mexico Ascenso MX,2023-05-10,20:00:00,0,Atlante,Tapatío,1.94,3.62,3.92,1.03,9.2,1.34,3.26,2.05,1.81,3.68,1.28,6.8,1.07,1.85,1.83
Bolivia LFPB,2023-05-10,21:00:00,7,Oriente Petrolero,Santa Cruz,2.07,3.14,3.14,1.06,9.0,1.29,3.25,1.88,1.86,3.1,1.31,6.0,1.11,1.84,1.86
Bolivia LFPB,2023-05-10,21:00:00,7,Oriente Petrolero,Santa Cruz,2.07,3.14,3.14,1.06,9.0,1.29,3.25,1.88,1.86,3.1,1.31,6.0,1.11,1.84,1.86
Chile Primera División,2023-05-10,21:30:00,13,Universidad Católica,Huachipato,1.82,3.45,4.1,1.05,9.0,1.3,3.4,1.79,1.98,3.0,1.36,5.5,1.12,1.8,1.91
Brazil Serie A,2023-05-10,21:30:00,5,Palmeiras,Grêmio,1.5,4.35,6.5,1.05,9.0,1.29,3.5,1.91,1.89,3.0,1.36,5.5,1.12,1.95,1.8
Brazil Serie A,2023-05-10,21:30:00,5,Cruzeiro,Fluminense,2.7,3.35,2.6,1.07,7.5,1.33,3.25,1.97,1.83,3.5,1.29,6.5,1.1,1.75,2.0
Brazil Serie B,2023-05-10,21:30:00,4,Sport Recife,Tombense,1.55,3.6,6.1,1.1,6.5,1.44,2.62,2.25,1.58,4.33,1.2,9.0,1.05,2.25,1.57
Mexico Liga MX,2023-05-10,22:00:00,0,Santos Laguna,Monterrey,2.93,3.66,2.27,1.02,17.0,1.15,4.75,1.55,2.3,2.25,1.57,3.8,1.22,1.48,2.57
Colombia Categoria Primera A,2023-05-10,22:10:00,3,Millonarios,Alianza Petrolera,1.52,3.95,5.75,1.04,12.0,1.29,3.35,1.9,1.91,3.3,1.29,6.5,1.11,2.5,1.5
