League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
China Chinese Super League,2023-06-02,08:35:00,11,Hangzhou,Shenzhen,1.35,5.13,6.97,1.04,15.75,1.2,4.2,1.63,2.06,2.75,1.42,4.75,1.13,2.01,1.75
China Chinese Super League,2023-06-02,08:35:00,11,Beijing Guoan,Changchun Yatai,1.44,4.33,5.5,1.02,19.75,1.14,4.65,1.54,2.22,2.25,1.53,3.95,1.2,1.66,2.14
Egypt Egyptian Premier League,2023-06-02,13:00:00,30,Ceramica Cleopatra,Pharco,1.91,3.08,4.8,1.09,7.5,1.46,2.55,2.36,1.52,4.6,1.18,10.75,1.05,2.1,1.68
Bulgaria First League,2023-06-02,13:45:00,4,Lokomotiv Plovdiv,Cherno More,2.5,3.2,2.5,1.08,7.0,1.36,3.0,1.95,1.7,3.75,1.25,7.0,1.08,1.85,1.85
Denmark 1st Division,2023-06-02,14:00:00,10,HB Køge,Fremad Amager,1.6,4.0,4.2,1.01,22.5,1.13,5.15,1.53,2.25,2.2,1.68,3.45,1.26,1.5,2.5
Denmark 1st Division,2023-06-02,14:00:00,10,Nykøbing,Fredericia,4.2,4.2,1.57,1.01,29.0,1.09,6.05,1.39,2.51,2.1,1.61,2.91,1.36,1.44,2.63
Denmark 1st Division,2023-06-02,14:00:00,10,Hillerød,Hobro,2.38,3.25,2.6,1.03,13.5,1.24,3.62,1.83,1.83,2.9,1.36,5.15,1.13,1.73,2.0
Austria Bundesliga,2023-06-02,14:30:00,10,Austria Lustenau,Hartberg,2.5,3.4,2.45,0.0,0.0,0.0,0.0,1.73,2.05,0.0,0.0,0.0,0.0,0.0,0.0
Austria Bundesliga,2023-06-02,14:30:00,10,Ried,Wolfsberger AC,2.45,3.4,2.5,0.0,0.0,0.0,0.0,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0
Austria Bundesliga,2023-06-02,14:30:00,10,Wattens,Rheindorf Altach,1.7,3.8,4.0,0.0,0.0,0.0,0.0,1.67,2.15,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay Primera División,2023-06-02,15:00:00,1,Liverpool FC Montevideo,Racing,1.81,3.66,4.58,1.04,11.75,1.28,3.33,1.93,1.86,3.17,1.31,5.75,1.1,1.82,1.94
Italy Serie A,2023-06-02,15:30:00,38,Sassuolo,Fiorentina,2.62,3.8,2.4,1.02,19.0,1.18,5.0,1.46,2.47,2.2,1.6,4.0,1.25,1.47,2.7
Egypt Egyptian Premier League,2023-06-02,15:30:00,30,Pyramids FC,Coca-Cola,1.96,3.12,4.41,1.06,9.0,1.35,3.0,2.03,1.7,3.75,1.25,7.75,1.08,1.83,1.9
Italy Serie B,2023-06-02,15:30:00,0,Bari 1908,Südtirol,1.91,3.2,4.2,1.08,7.1,1.45,2.65,2.35,1.5,4.75,1.18,10.5,1.03,2.1,1.68
France Ligue 2,2023-06-02,15:45:00,38,Saint-Étienne,Valenciennes,1.57,4.2,5.0,1.02,22.5,1.15,5.55,1.48,2.3,2.25,1.53,3.72,1.28,1.56,2.36
France Ligue 2,2023-06-02,15:45:00,38,Metz,Bastia,1.4,4.33,7.5,1.03,16.0,1.22,4.3,1.67,2.0,2.72,1.46,4.93,1.18,1.88,1.88
France Ligue 2,2023-06-02,15:45:00,38,Paris,Annecy,1.85,3.5,3.9,1.05,12.0,1.28,3.5,1.73,1.95,3.2,1.33,6.05,1.13,1.72,2.05
France Ligue 2,2023-06-02,15:45:00,38,Grenoble Foot 38,Guingamp,2.7,3.2,2.5,1.05,12.5,1.27,3.85,1.95,1.73,3.03,1.39,5.75,1.14,1.66,2.16
France Ligue 2,2023-06-02,15:45:00,38,Amiens SC,Laval,2.8,3.25,2.4,1.06,11.5,1.28,3.5,1.83,1.83,3.3,1.3,6.3,1.12,1.72,2.05
France Ligue 2,2023-06-02,15:45:00,38,Niort,Quevilly Rouen,3.5,3.4,2.0,1.04,14.75,1.22,4.32,1.6,2.1,2.35,1.52,4.98,1.18,1.63,2.22
France Ligue 2,2023-06-02,15:45:00,38,Pau,Caen,2.62,3.3,2.5,1.05,12.25,1.28,3.72,1.75,1.87,3.15,1.37,6.0,1.13,1.68,2.1
France Ligue 2,2023-06-02,15:45:00,38,Nîmes,Sochaux,2.75,3.3,2.4,1.04,14.5,1.23,4.17,1.75,1.87,2.8,1.44,5.15,1.17,1.59,2.29
France Ligue 2,2023-06-02,15:45:00,38,Le Havre,Dijon,2.0,3.2,3.75,1.09,8.55,1.42,2.75,2.2,1.53,4.5,1.2,8.7,1.07,1.95,1.78
France Ligue 2,2023-06-02,15:45:00,38,Bordeaux,Rodez,1.5,4.0,6.0,1.04,10.0,1.25,3.6,1.61,2.05,2.8,1.38,4.75,1.15,1.89,1.87
Republic of Ireland Premier Division,2023-06-02,15:45:00,18,Bohemians,Sligo Rovers,1.95,3.1,3.8,1.07,7.5,1.36,3.0,2.0,1.67,3.75,1.25,7.0,1.08,1.85,1.85
Republic of Ireland Premier Division,2023-06-02,15:45:00,18,Derry City,Shelbourne,1.5,3.6,6.5,1.08,7.0,1.4,2.75,2.25,1.53,4.0,1.22,7.5,1.07,2.3,1.57
Republic of Ireland Premier Division,2023-06-02,15:45:00,18,Drogheda United,Cork City,2.0,3.25,3.5,1.01,9.9,1.25,3.6,1.75,1.91,3.1,1.33,5.4,1.1,1.68,2.1
Republic of Ireland Premier Division,2023-06-02,15:45:00,18,UCD,St Patrick's Athl.,8.0,5.0,1.29,1.02,12.0,1.18,4.5,1.57,2.15,2.55,1.47,4.3,1.17,1.9,1.83
Republic of Ireland Premier Division,2023-06-02,15:45:00,18,Shamrock Rovers,Dundalk,1.36,4.2,7.5,1.04,10.0,1.22,4.0,1.7,1.95,2.95,1.38,5.0,1.14,2.0,1.75
Argentina Primera División,2023-06-02,19:00:00,19,Estudiantes,Barracas Central,1.52,3.59,5.7,1.07,7.0,1.38,2.8,2.15,1.62,3.8,1.22,7.0,1.07,2.27,1.59
Argentina Prim B Nacional,2023-06-02,19:00:00,17,Chacarita Juniors,Atlético Rafaela,1.99,2.99,4.22,1.06,6.7,1.44,2.53,2.34,1.53,4.55,1.15,9.0,1.02,2.08,1.71
Ecuador Primera Categoría Serie A,2023-06-02,19:00:00,13,CSD Independiente del Valle,SD Aucas,1.4,4.2,7.0,1.03,12.0,1.22,4.0,1.61,2.1,2.75,1.42,4.5,1.15,1.87,1.87
Brazil Serie B,2023-06-02,19:00:00,10,Botafogo SP,Tombense,1.95,3.2,4.0,1.1,6.5,1.44,2.62,2.25,1.53,4.33,1.2,8.0,1.06,2.05,1.66
Brazil Serie B,2023-06-02,19:00:00,10,Ceará,Chapecoense,1.73,3.4,4.75,1.08,7.0,1.4,2.75,2.2,1.57,4.0,1.22,7.5,1.07,2.05,1.66
Tunisia Ligue 1,2023-06-02,19:00:00,10,ES Tunis,Olympique Béja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-06-02,19:00:00,10,Tataouine,Club Africain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-06-02,19:00:00,10,CS Sfaxien,Ben Guerdane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-06-02,19:00:00,10,Monastir,Etoile du Sahel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-06-02,19:00:00,18,Independiente Rivadavia,Aldosivi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-06-02,19:00:00,18,Chaco For Ever,Deportivo Maipú,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-06-02,19:00:00,18,Club Atlético Mitre,Villa Dálmine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-06-02,19:00:00,18,Chacarita Juniors,Deportivo Madryn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-06-02,19:00:00,18,Tristán Suárez,Atlético Rafaela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-06-02,19:00:00,18,Atlanta,Estudiantes Caseros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-06-02,19:00:00,18,Racing Córdoba,Brown de Adrogué,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-06-02,19:00:00,18,Deportivo Riestra,Quilmes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-06-02,19:00:00,18,Ferro Carril Oeste,Gimnasia Jujuy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bolivia LFPB,2023-06-02,20:00:00,16,Aurora,Libertad,1.23,6.24,11.39,1.03,13.0,1.22,4.0,1.67,2.02,2.9,1.38,4.5,1.17,2.3,1.57
Brazil Serie C,2023-06-02,20:00:00,6,América RN,Operário PR,2.5,3.02,2.99,0.0,0.0,0.0,0.0,2.19,1.6,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay Primera División,2023-06-02,20:00:00,1,La Luz,Peñarol,5.16,3.84,1.69,1.04,12.25,1.27,3.4,1.89,1.89,3.08,1.32,5.6,1.11,1.85,1.91
Paraguay Division Profesional,2023-06-02,20:30:00,21,Cerro Porteño,Libertad,2.4,3.1,2.75,0.0,0.0,0.0,0.0,1.96,1.75,0.0,0.0,0.0,0.0,0.0,0.0
Paraguay Division Profesional,2023-06-02,20:30:00,21,Guaraní,Olimpia,2.7,3.1,2.45,0.0,0.0,0.0,0.0,1.96,1.75,0.0,0.0,0.0,0.0,0.0,0.0
Paraguay Division Profesional,2023-06-02,20:30:00,21,Sportivo Luqueño,Sportivo Trinidense,2.7,3.31,2.74,0.0,0.0,0.0,0.0,1.92,1.73,0.0,0.0,0.0,0.0,0.0,0.0
USA USL Championship,2023-06-02,20:30:00,0,Charleston Battery,Indy Eleven,1.88,3.53,3.99,1.04,13.25,1.25,3.6,2.01,1.82,3.1,1.33,5.2,1.13,1.69,2.11
Chile Segunda División,2023-06-02,21:00:00,13,Deportes Limache,Trasandino,1.67,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chile Segunda División,2023-06-02,21:00:00,13,Deportes Limache,Trasandino,1.67,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
