League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
FRANCE - LIGUE 1,30/04/2023,08:00,Monaco,Montpellier,1.5,4.5,6.0
PORTUGAL - LIGA PORTUGAL 2,30/04/2023,08:45,FC Porto B,Nacional,1.73,3.75,4.5
SWITZERLAND - SUPER LEAGUE,30/04/2023,09:15,Zurich,Sion,1.6,4.0,5.5
ITALY - SERIE A,30/04/2023,10:00,Sassuolo,Empoli,1.73,4.0,4.5
ITALY - SERIE B,30/04/2023,11:15,Cagliari,Ternana,1.75,3.6,4.75
ENGLAND - PREMIER LEAGUE,30/04/2023,12:30,Liverpool,Tottenham,1.5,4.5,5.75
