League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
NETHERLANDS - EERSTE DIVISIE,28/04/2023,15:00,Den Bosch,Telstar,3.5,3.75,2.0
ARGENTINA - LIGA PROFESIONAL,28/04/2023,21:30,Atl. Tucuman,River Plate,4.75,3.75,1.75
