League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Japan J2 League,2023-06-17,02:00:00,21,Fujieda MYFC,Roasso Kumamoto,2.38,3.1,2.7,1.03,11.0,1.18,4.33,1.9,1.9,2.4,1.5,4.0,1.2,1.5,2.4
Japan J2 League,2023-06-17,06:00:00,21,Zweigen Kanazawa,Mito Hollyhock,2.45,3.0,2.7,1.05,8.0,1.22,3.8,2.05,1.77,2.7,1.4,4.75,1.15,1.57,2.25
Japan J2 League,2023-06-17,07:00:00,21,Tokushima Vortis,Montedio Yamagata,2.62,3.2,2.38,1.02,8.6,1.3,3.14,1.81,2.0,3.4,1.26,6.45,1.07,1.79,1.98
Japan J2 League,2023-06-17,07:00:00,21,V-Varen Nagasaki,Omiya Ardija,1.75,3.3,4.2,1.02,8.8,1.29,3.2,1.9,1.9,3.32,1.27,6.25,1.07,1.81,1.93
Japan J2 League,2023-06-17,07:00:00,21,Oita Trinita,Fagiano Okayama,2.05,3.1,3.3,1.05,7.3,1.39,2.71,2.0,1.81,4.1,1.19,8.0,1.03,1.94,1.81
Uruguay Primera División,2023-06-17,10:00:00,2,Fénix,Cerro,2.1,2.8,3.1,1.07,9.1,1.35,2.94,2.4,1.53,3.67,1.24,6.85,1.07,1.85,1.85
9288,2023-06-17,12:30:00,7,Progreso,Oriental,1.8,3.35,3.9,0.0,0.0,0.0,0.0,2.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0
Ecuador Primera Categoría Serie A,2023-06-17,15:00:00,15,Cumbayá,Libertad,2.6,3.0,2.75,1.08,7.25,1.42,2.7,2.25,1.57,4.33,1.2,8.5,1.06,1.95,1.8
Canada Canadian Premier League,2023-06-17,15:00:00,10,HFX Wanderers FC,Cavalry FC,2.6,3.2,2.4,1.04,7.9,1.34,2.88,2.09,1.72,3.65,1.22,7.2,1.05,2.0,1.73
Canada Canadian Premier League,2023-06-17,15:00:00,10,Atlético Ottawa,Vancouver FC,1.62,3.4,5.0,1.02,9.2,1.27,3.28,2.04,1.76,3.18,1.29,5.95,1.08,2.1,1.67
Brazil Serie D,2023-06-17,15:00:00,9,Santo André,Athletic Club,2.52,3.15,2.52,0.0,0.0,0.0,0.0,2.06,1.6,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie D,2023-06-17,15:00:00,9,Vitória Futebol Clube (ES),Portuguesa RJ,2.67,3.1,2.42,0.0,0.0,0.0,0.0,1.81,1.8,0.0,0.0,0.0,0.0,1.93,1.83
Brazil Serie D,2023-06-17,15:00:00,9,Resende,Noroeste,1.61,3.2,5.55,0.0,0.0,0.0,0.0,2.16,1.54,0.0,0.0,0.0,0.0,2.05,1.6
9288,2023-06-17,15:00:00,7,Albion,Atenas,1.76,3.15,4.1,1.06,8.5,1.37,2.8,2.16,1.5,4.0,1.2,8.75,1.06,2.12,1.69
Uruguay Primera División,2023-06-17,15:00:00,2,Boston River,La Luz,2.15,3.2,2.65,1.05,11.25,1.28,3.32,1.79,1.81,3.18,1.31,5.8,1.1,1.74,2.04
Argentina Prim B Nacional,2023-06-17,15:00:00,18,Tristán Suárez,Atlético Rafaela,2.4,2.9,2.7,1.08,6.0,1.5,2.5,2.25,1.6,5.5,1.12,10.0,1.03,2.2,1.64
Argentina Prim B Nacional,2023-06-17,15:05:00,18,Chacarita Juniors,Deportivo Madryn,1.68,3.25,4.5,1.06,6.5,1.44,2.62,2.25,1.6,5.0,1.14,9.5,1.04,2.1,1.7
Argentina Primera División,2023-06-17,15:30:00,14,Unión Santa Fe,Lanús,2.71,3.03,2.67,1.07,6.3,1.37,2.8,2.24,1.55,4.3,1.17,6.5,1.07,1.97,1.81
Brazil Serie D,2023-06-17,16:00:00,9,Nacional AM,Águia de Marabá,1.78,2.93,4.85,0.0,0.0,0.0,0.0,2.4,1.44,0.0,0.0,0.0,0.0,1.85,1.91
Brazil Serie D,2023-06-17,16:00:00,9,Tocantinópolis,Fluminense PI,1.68,2.92,5.85,0.0,0.0,0.0,0.0,2.31,1.48,0.0,0.0,0.0,0.0,1.95,1.75
Brazil Serie D,2023-06-17,16:00:00,9,Maranhão,Caucaia,1.82,3.05,4.35,0.0,0.0,0.0,0.0,2.3,1.48,0.0,0.0,0.0,0.0,1.92,1.84
