League,N1,N2,N3
Argentina Prim B Nacional,Under05,Under05,Over05
Argentina Primera División,Under05,Under05,Under05
Australia A-League,Over05,Over05,Over05
Austria Bundesliga,Under05,Under05,Under05
Belgium Pro League,Over05,Over05,Over05
Bolivia LFPB,Under05,Over05,Over05
Brazil Serie A,Over05,Over05,Over05
Brazil Serie B,Over05,Under05,Over05
Brazil Serie C,Over05,Over05,Over05
Brazil Serie D,Under05,Under05,Under05
Bulgaria First League,Over05,Over05,Over05
Canada Canadian Premier League,Over05,Over05,Under05
Chile Primera B,Over05,Over05,Over05
Chile Primera División,Over05,Over05,Over05
Chile Segunda División,Under05,Over05,Under05
China Chinese Super League,Under05,Over05,Over05
Colombia Categoria Primera A,Over05,Over05,Over05
Colombia Categoria Primera B,Under05,Over05,Over05
Croatia Prva HNL,Under05,Over05,Over05
Czech Republic First League,Over05,Over05,Over05
Denmark 1st Division,Over05,Over05,Over05
Denmark Superliga,Under05,Over05,Over05
Ecuador Primera Categoría Serie A,Under05,Over05,Over05
Egypt Egyptian Premier League,Over05,Under05,Over05
England Championship,Over05,Under05,Over05
England EFL League One,Over05,Over05,Over05
England EFL League Two,Under05,Over05,Over05
England National League,Over05,Over05,Over05
England Premier League,Over05,Over05,Over05
Finland Veikkausliiga,Over05,Under05,Under05
France Ligue 1,Over05,Under05,Under05
France Ligue 2,Over05,Under05,Over05
Germany 2. Bundesliga,Over05,Over05,Over05
Germany Bundesliga,Over05,Over05,Over05
Greece Super League,Over05,Under05,Over05
Hungary NB I,Under05,Under05,Under05
Italy Serie A,Over05,Under05,Over05
Italy Serie B,Over05,Under05,Over05
Japan J1 League,Over05,Under05,Under05
Japan J2 League,Under05,Over05,Over05
Mexico Ascenso MX,Over05,Over05,Under05
Mexico Liga MX,Over05,Over05,Under05
Netherlands Eerste Divisie,Over05,Over05,Over05
Netherlands Eredivisie,Over05,Over05,Over05
Netherlands Tweede Divisie,Over05,Under05,Under05
Norway Eliteserien,Over05,Over05,Over05
Paraguay Division Profesional,Under05,Under05,Under05
Peru Primera División,Over05,Over05,Over05
Poland Ekstraklasa,Over05,Under05,Over05
Portugal Liga NOS,Over05,Over05,Under05
Portugal LigaPro,Over05,Over05,Over05
Republic of Ireland Premier Division,Over05,Over05,Over05
Romania Liga I,Over05,Under05,Over05
Scotland Premiership,Over05,Over05,Over05
Serbia SuperLiga,Under05,Over05,Under05
Slovakia Super Liga,Over05,Over05,Over05
Slovenia PrvaLiga,Under05,Over05,Under05
South Korea K League 1,Over05,Over05,Over05
South Korea K League 2,Over05,Over05,Over05
Spain La Liga,Under05,Over05,Over05
Spain Segunda División,Over05,Under05,Under05
Sweden Allsvenskan,Over05,Over05,Over05
Switzerland Super League,Over05,Over05,Over05
Tunisia Ligue 1,Under05,Under05,Over05
Turkey Süper Lig,Over05,Over05,Over05
USA MLS,Under05,Over05,Over05
USA USL Championship,Over05,Over05,Under05
Ukraine Ukrainian Premier League,Over05,Over05,Over05
Uruguay Primera División,Over05,Over05,Over05
Uruguay Segunda División,Under05,Under05,Under05
Venezuela Primera División,Over05,Under05,Under05
