League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Finland Veikkausliiga,2023-05-26,12:00:00,8,Honka,KTP,1.6,4.08,5.5,1.01,9.6,1.25,3.48,1.78,1.93,3.02,1.32,5.6,1.09,1.87,1.87
Finland Veikkausliiga,2023-05-26,12:00:00,8,Lahti,Oulu,2.59,3.43,2.69,1.0,10.25,1.22,3.72,1.74,1.98,2.79,1.37,5.05,1.12,1.62,2.22
Finland Veikkausliiga,2023-05-26,12:00:00,9,VPS,Ilves,2.35,3.4,2.8,1.02,9.1,1.28,3.26,1.94,1.87,3.2,1.29,6.0,1.08,1.73,2.03
Finland Veikkausliiga,2023-05-26,12:00:00,9,Inter Turku,Haka,2.64,3.33,2.69,1.01,9.5,1.25,3.48,1.85,1.85,3.02,1.32,5.65,1.09,1.7,2.08
Finland Veikkausliiga,2023-05-26,12:00:00,9,SJK,KuPS,2.59,3.42,2.7,1.01,9.3,1.26,3.4,1.85,1.85,3.08,1.31,5.8,1.09,1.7,2.08
Bulgaria First League,2023-05-26,12:00:00,3,Hebar 1918,Septemvri Sofia,2.26,3.1,3.15,1.08,7.0,1.36,2.95,2.03,1.65,3.75,1.25,7.0,1.08,1.85,1.85
Slovakia Super Liga,2023-05-26,12:30:00,0,Žilina,Ružomberok,2.3,3.3,2.7,1.04,10.0,1.22,4.0,1.61,2.05,2.62,1.44,4.5,1.17,1.6,2.25
Croatia Prva HNL,2023-05-26,13:00:00,36,Varaždin,Lokomotiva Zagreb,2.6,3.25,2.45,0.0,0.0,0.0,0.0,1.76,1.78,0.0,0.0,0.0,0.0,1.7,2.1
Czech Republic First League,2023-05-26,13:00:00,0,Slovan Liberec,Hradec Králové,1.7,3.7,4.2,1.04,10.5,1.24,3.7,1.63,2.01,2.25,1.53,5.0,1.14,1.71,2.08
Hungary NB I,2023-05-26,13:15:00,33,Kecskeméti TE,Várda SE,1.87,3.3,3.6,0.0,0.0,0.0,0.0,1.8,1.87,0.0,0.0,0.0,0.0,0.0,0.0
Denmark 1st Division,2023-05-26,13:30:00,9,Fremad Amager,Nykøbing,1.8,3.75,3.85,1.01,16.5,1.15,5.5,1.67,2.05,2.25,1.64,3.6,1.29,1.5,2.5
Denmark 1st Division,2023-05-26,13:30:00,9,Fredericia,Hillerød,1.94,3.5,3.55,1.02,14.5,1.25,3.95,1.67,2.05,3.0,1.39,5.5,1.15,1.73,2.0
Denmark 1st Division,2023-05-26,13:30:00,9,Hobro,HB Køge,2.4,3.35,2.75,1.03,15.5,1.17,4.3,1.61,2.1,2.6,1.42,4.7,1.15,1.57,2.25
Portugal LigaPro,2023-05-26,14:00:00,34,CD Feirense,Torreense,2.36,3.3,3.1,1.06,7.5,1.36,2.9,2.1,1.6,3.6,1.25,6.5,1.08,1.91,1.8
Egypt Egyptian Premier League,2023-05-26,14:00:00,22,El Geish,Al Ahly,5.6,3.75,1.54,1.04,7.8,1.35,2.84,2.08,1.66,3.74,1.21,7.3,1.05,2.18,1.65
Denmark Superliga,2023-05-26,14:00:00,9,OB,Horsens,1.83,3.87,4.08,1.02,14.5,1.22,4.3,1.68,2.07,2.7,1.46,4.95,1.17,1.65,2.19
Romania Liga I,2023-05-26,14:00:00,0,U Craiova 1948,Voluntari,2.15,3.05,3.6,1.06,6.8,1.43,2.57,2.43,1.54,4.45,1.16,8.8,1.02,2.1,1.7
Bulgaria First League,2023-05-26,14:30:00,3,Levski Sofia,Cherno More,1.56,3.6,6.2,1.06,7.75,1.39,2.6,2.2,1.53,4.1,1.18,9.25,1.04,2.25,1.51
Portugal Liga NOS,2023-05-26,15:00:00,34,Rio Ave FC,Famalicão,2.7,3.23,2.7,1.05,10.0,1.33,3.25,2.01,1.72,3.75,1.29,6.5,1.1,1.8,1.95
Hungary NB I,2023-05-26,15:30:00,33,Zalaegerszegi TE,Paksi SE,2.55,3.2,2.55,0.0,0.0,0.0,0.0,1.52,2.36,2.25,1.61,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-05-26,15:30:00,18,Gimnasia Mendoza,Agropecuario,2.7,3.15,2.55,1.06,6.75,1.5,2.35,2.35,1.53,4.5,1.16,8.9,1.02,2.05,1.68
Italy Serie B,2023-05-26,15:30:00,0,Südtirol,Reggina,2.2,3.2,3.4,1.06,6.75,1.5,2.62,2.15,1.63,4.54,1.15,9.0,1.02,2.0,1.75
France Ligue 2,2023-05-26,15:45:00,37,Quevilly Rouen,Amiens SC,2.12,3.27,3.53,1.06,8.0,1.33,3.25,2.09,1.66,3.4,1.3,6.5,1.1,1.8,1.91
France Ligue 2,2023-05-26,15:45:00,37,Laval,Nîmes,1.82,3.6,4.3,1.05,9.0,1.28,3.5,1.85,1.85,3.2,1.33,5.5,1.12,1.9,1.85
