League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Japan J2 League,2023-05-13,01:00:00,15,Fagiano Okayama,Omiya Ardija,1.95,3.38,3.93,1.07,7.5,1.34,3.24,2.09,1.61,3.67,1.28,7.47,1.1,1.91,1.8
Japan J2 League,2023-05-13,01:15:00,15,Renofa Yamaguchi,Tokushima Vortis,2.74,3.14,2.66,1.07,7.0,1.38,2.8,2.2,1.55,3.8,1.22,7.0,1.07,1.85,1.85
South Korea K League 2,2023-05-13,01:30:00,13,Seoul E-Land,Cheonan City,1.7,3.63,4.92,1.08,7.0,1.36,2.95,2.04,1.64,4.0,1.22,7.0,1.08,2.05,1.72
South Korea K League 1,2023-05-13,02:00:00,13,Pohang Steelers,Daejeon Citizen,1.83,3.75,4.38,1.07,7.5,1.36,3.0,1.92,1.93,3.5,1.29,6.5,1.1,1.91,1.8
Japan J2 League,2023-05-13,02:00:00,15,Vegalta Sendai,Montedio Yamagata,2.04,3.39,3.6,1.05,8.0,1.28,3.5,1.83,1.97,3.1,1.33,5.25,1.13,1.68,2.1
Japan J2 League,2023-05-13,02:00:00,15,Ventforet Kofu,JEF United,2.61,3.14,2.79,1.07,7.0,1.36,2.95,1.95,1.7,4.0,1.22,6.5,1.08,1.8,1.91
Japan J2 League,2023-05-13,02:00:00,15,Zweigen Kanazawa,V-Varen Nagasaki,3.73,3.5,1.96,1.02,8.8,1.25,3.6,1.89,1.89,2.9,1.36,5.25,1.13,1.68,2.1
Japan J2 League,2023-05-13,02:00:00,15,Shimizu S-Pulse,Fujieda MYFC,1.68,4.39,4.42,1.02,12.0,1.16,4.75,1.93,1.72,2.3,1.58,4.0,1.22,1.6,2.25
Japan J2 League,2023-05-13,02:00:00,15,Jubilo Iwata,ThespaKusatsu Gunma,1.74,3.58,4.76,1.03,8.1,1.3,3.3,2.09,1.61,3.5,1.28,6.45,1.07,2.01,1.76
Japan J1 League,2023-05-13,02:00:00,13,Vissel Kobe,Sanfrecce Hiroshima,2.57,3.07,2.72,1.02,8.6,1.28,3.26,2.05,1.72,3.24,1.29,6.05,1.08,1.75,2.03
Japan J2 League,2023-05-13,03:00:00,15,Tokyo Verdy,Machida Zelvia,2.71,2.82,2.97,1.08,7.0,1.4,2.75,2.09,1.61,4.0,1.22,7.5,1.07,1.85,1.85
Japan J2 League,2023-05-13,03:00:00,15,Oita Trinita,Roasso Kumamoto,2.04,3.35,3.68,1.07,7.5,1.33,3.25,1.82,1.82,3.5,1.29,6.5,1.1,1.8,1.91
Japan J1 League,2023-05-13,03:00:00,13,Shonan Bellmare,Consadole Sapporo,2.18,3.56,2.97,1.03,11.0,1.2,4.0,1.83,1.9,2.6,1.44,4.5,1.17,1.57,2.25
Japan J1 League,2023-05-13,04:00:00,13,Kashiwa Reysol,Yokohama,1.65,3.9,4.75,1.02,9.0,1.25,3.6,1.83,1.93,2.9,1.36,5.25,1.13,1.75,1.95
South Korea K League 2,2023-05-13,04:00:00,13,Sangju Sangmu,Anyang,2.05,3.4,3.4,1.07,7.5,1.33,3.25,2.05,1.72,3.4,1.3,6.5,1.1,1.8,1.91
South Korea K League 1,2023-05-13,04:30:00,13,Gwangju,Daegu,1.98,3.64,3.96,1.07,7.5,1.36,3.0,1.92,1.93,3.75,1.25,7.0,1.08,1.85,1.85
China Chinese Super League,2023-05-13,04:30:00,7,Shanghai Shenhua,Wuhan Three Towns,3.8,3.2,2.0,1.05,10.75,1.3,3.3,2.17,1.65,3.5,1.27,7.0,1.1,1.8,1.95
