League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
China Chinese Super League,2023-04-21,06:30:00,2,Tianjin Teda,Hangzhou,2.69,3.17,2.37,1.07,10.0,1.4,2.8,2.0,1.67,4.33,1.2,7.45,1.09,1.9,1.83
China Chinese Super League,2023-04-21,06:30:00,2,Meizhou Hakka,Shanghai Shenhua,2.75,3.1,2.4,1.08,6.5,1.36,2.95,2.25,1.57,4.0,1.22,7.0,1.07,1.87,1.87
Australia A-League,2023-04-21,06:45:00,25,Western Sydney Wanderers,Wellington Phoenix,1.68,3.55,4.0,1.03,15.0,1.22,4.2,1.68,2.18,2.3,1.55,4.75,1.17,1.65,2.2
Japan J2 League,2023-04-21,07:00:00,11,Roasso Kumamoto,JEF United,3.0,3.0,2.15,1.06,7.5,1.36,2.9,1.9,1.71,3.6,1.25,6.5,1.08,1.8,1.91
China Chinese Super League,2023-04-21,08:35:00,2,Shandong Luneng,Nantong Zhiyun,1.17,6.25,16.5,1.04,13.5,1.25,3.75,1.77,1.9,3.1,1.33,5.25,1.13,3.0,1.36
China Chinese Super League,2023-04-21,08:35:00,2,Henan Jianye,Qingdao Jonoon,1.73,3.8,4.5,1.05,11.75,1.28,3.4,1.98,1.91,3.3,1.3,7.0,1.07,1.83,1.9
China Chinese Super League,2023-04-21,08:35:00,2,Chengdu Better City FC,Shijiazhuang Ever Bright,1.58,3.62,5.02,1.06,10.75,1.3,3.3,1.96,1.73,3.5,1.28,7.5,1.06,1.95,1.78
Ukraine Ukrainian Premier League,2023-04-21,09:00:00,22,Kolos Kovalivka,Zorya,3.74,3.62,1.96,1.04,13.0,1.25,3.6,2.02,1.79,2.95,1.35,5.25,1.12,1.72,1.89
Bulgaria First League,2023-04-21,10:15:00,27,Botev Vratsa,Cherno More,3.8,3.25,1.82,1.08,7.0,1.28,3.5,2.15,1.65,3.2,1.33,7.0,1.08,1.67,2.15
Croatia Prva HNL,2023-04-21,11:00:00,30,Lokomotiva Zagreb,Šibenik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2023-04-21,12:00:00,1,Radnički Niš,Mladost Novi Sad,1.8,3.45,4.5,1.06,9.95,1.32,3.1,2.05,1.72,3.42,1.27,6.3,1.08,1.9,1.8
Slovakia Super Liga,2023-04-21,12:30:00,6,Ružomberok,Trenčín,1.82,3.4,3.7,1.01,9.4,1.26,3.34,1.9,1.9,3.04,1.31,5.75,1.09,1.87,1.87
Bulgaria First League,2023-04-21,12:45:00,27,Ludogorets,Lokomotiv Sofia 1929,1.1,7.1,14.0,1.02,14.0,1.17,4.5,1.53,2.4,2.17,1.65,4.2,1.2,2.5,1.5
Poland Ekstraklasa,2023-04-21,13:00:00,29,Wisła Płock,Jagiellonia Białystok,2.43,3.35,2.72,1.05,8.5,1.22,4.0,1.91,1.95,2.87,1.36,5.95,1.13,1.67,2.15
Croatia Prva HNL,2023-04-21,13:10:00,30,Slaven Koprivnica,Osijek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany 2. Bundesliga,2023-04-21,13:30:00,29,Hamburger SV,St. Pauli,1.9,3.5,3.2,1.01,13.0,1.17,4.7,1.58,2.38,2.4,1.5,4.0,1.22,1.52,2.35
Germany 2. Bundesliga,2023-04-21,13:30:00,29,Darmstadt 98,Karlsruher SC,1.86,3.4,3.35,1.0,10.5,1.2,4.0,1.71,2.14,2.6,1.44,4.5,1.17,1.61,2.23
Portugal LigaPro,2023-04-21,14:00:00,29,CD Nacional,CD Feirense,2.39,3.2,2.57,1.06,7.5,1.33,3.0,2.12,1.68,3.4,1.29,6.0,1.09,1.83,1.93
Denmark 1st Division,2023-04-21,14:00:00,4,Nykøbing,Fremad Amager,2.4,3.5,2.9,1.04,10.0,1.22,4.0,1.62,2.25,2.62,1.44,4.5,1.17,1.57,2.25
Denmark 1st Division,2023-04-21,14:00:00,4,FC Helsingør,SønderjyskE,3.2,3.5,2.2,1.05,9.0,1.25,3.75,1.75,2.05,2.75,1.4,5.0,1.14,1.62,2.2
Denmark Superliga,2023-04-21,14:00:00,4,Silkeborg,AaB,2.0,3.45,2.95,1.03,12.5,1.25,3.95,1.77,2.05,2.95,1.39,5.45,1.15,1.63,2.1
Serbia SuperLiga,2023-04-21,14:00:00,1,Kolubara,Mladost Lučani,2.24,3.3,3.1,0.0,0.0,0.0,0.0,2.1,1.73,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2023-04-21,14:00:00,1,Voždovac,Radnički Kragujevac,2.55,3.04,2.83,1.08,7.0,1.36,3.0,2.16,1.69,3.75,1.25,7.0,1.08,1.88,1.88
Romania Liga I,2023-04-21,14:30:00,5,Sepsi,CS U Craiova,2.32,3.3,2.72,1.07,9.95,1.33,3.1,2.2,1.57,3.75,1.25,7.0,1.09,1.8,1.95
Austria Bundesliga,2023-04-21,14:30:00,4,Wolfsberger AC,Hartberg,1.83,3.45,3.4,0.0,0.0,0.0,0.0,1.78,1.98,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eredivisie,2023-04-21,15:00:00,30,Volendam,Cambuur,1.9,3.55,3.1,1.02,10.0,1.2,4.0,1.58,2.38,2.32,1.61,4.33,1.18,1.57,2.34
Netherlands Eerste Divisie,2023-04-21,15:00:00,34,Almere City,PEC Zwolle,3.28,3.58,1.98,1.02,15.0,1.17,4.9,1.55,2.3,2.55,1.48,4.75,1.18,1.52,2.4
Netherlands Eerste Divisie,2023-04-21,15:00:00,34,Dordrecht,AZ II,3.06,3.76,2.19,1.03,16.0,1.17,4.25,1.57,2.16,2.48,1.46,4.4,1.16,1.55,2.36
Netherlands Eerste Divisie,2023-04-21,15:00:00,34,Eindhoven,NAC Breda,2.06,3.54,3.55,1.02,9.5,1.2,3.9,1.81,2.02,2.8,1.37,5.0,1.13,1.66,2.19
Netherlands Eerste Divisie,2023-04-21,15:00:00,34,De Graafschap,ADO Den Haag,1.83,3.92,3.97,1.02,15.0,1.2,4.33,1.6,2.2,2.7,1.45,4.75,1.18,1.6,2.25
Netherlands Eerste Divisie,2023-04-21,15:00:00,34,Helmond Sport,Heracles,4.67,3.85,1.62,1.02,17.0,1.2,4.0,1.6,2.2,2.4,1.5,4.33,1.18,1.61,2.2
Netherlands Eerste Divisie,2023-04-21,15:00:00,34,Roda JC,Den Bosch,1.43,4.71,7.06,1.02,19.0,1.17,4.6,1.58,2.25,2.4,1.5,4.1,1.2,1.8,1.9
Netherlands Eerste Divisie,2023-04-21,15:00:00,34,Telstar,VVV,2.39,3.3,2.71,1.02,9.5,1.2,3.9,1.75,1.95,2.8,1.37,5.0,1.13,1.6,2.2
Netherlands Eerste Divisie,2023-04-21,15:00:00,34,Willem II,Oss,1.25,6.32,9.74,1.01,19.0,1.15,5.25,1.47,2.39,2.25,1.55,4.4,1.2,2.1,1.72
Hungary NB I,2023-04-21,15:00:00,28,Honvéd W,Újpest,2.17,3.35,2.77,0.0,0.0,0.0,0.0,1.88,1.92,0.0,0.0,0.0,0.0,0.0,0.0
Poland Ekstraklasa,2023-04-21,15:30:00,29,Warta Poznań,Legia Warszawa,3.3,3.15,2.17,1.06,7.0,1.33,3.0,2.15,1.67,3.9,1.2,8.25,1.08,1.9,1.8
Germany Bundesliga,2023-04-21,15:30:00,29,Augsburg,Stuttgart,2.7,3.25,2.2,1.04,9.5,1.25,3.8,1.76,1.9,2.95,1.37,5.5,1.13,1.6,2.2
Italy Serie B,2023-04-21,15:30:00,34,Reggina,Brescia,1.9,3.0,3.8,1.09,8.45,1.44,2.83,2.45,1.52,4.35,1.22,8.85,1.07,2.05,1.7
Italy Serie A,2023-04-21,15:45:00,31,Hellas Verona,Bologna,2.65,2.8,2.5,1.1,6.5,1.49,2.45,2.4,1.57,4.75,1.17,9.0,1.05,2.05,1.75
Republic of Ireland Premier Division,2023-04-21,15:45:00,11,Cork City,Derry City,3.9,3.6,1.8,1.06,8.0,1.33,3.25,1.94,1.74,3.4,1.3,6.5,1.1,1.98,1.77
Republic of Ireland Premier Division,2023-04-21,15:45:00,11,Drogheda United,Bohemians,3.4,3.25,2.0,1.06,8.5,1.32,3.1,2.0,1.7,3.4,1.28,6.5,1.09,1.82,1.87
Republic of Ireland Premier Division,2023-04-21,15:45:00,11,Shelbourne,Dundalk,2.1,2.87,3.4,1.09,7.0,1.5,2.45,2.4,1.51,4.75,1.16,9.0,1.05,2.1,1.7
Republic of Ireland Premier Division,2023-04-21,15:45:00,11,St Patrick's Athl.,Shamrock Rovers,3.5,3.2,1.91,1.05,9.25,1.27,3.4,1.87,1.83,2.95,1.34,5.5,1.13,1.79,1.98
France Ligue 1,2023-04-21,16:00:00,32,Angers SCO,PSG,8.0,5.5,1.25,1.02,13.0,1.14,5.0,1.43,2.7,2.18,1.68,3.4,1.3,1.78,1.9
Spain Segunda División,2023-04-21,16:00:00,37,SD Eibar,Real Zaragoza,1.85,3.15,4.55,1.11,6.5,1.6,2.28,2.4,1.53,4.75,1.16,10.0,1.04,2.4,1.49
Spain La Liga,2023-04-21,16:00:00,30,RCD Espanyol,Cádiz,1.9,3.0,3.7,1.08,8.5,1.44,2.8,2.23,1.65,4.5,1.2,9.5,1.06,2.05,1.68
England Premier League,2023-04-21,16:00:00,32,Arsenal,Southampton,1.2,6.5,13.0,1.02,19.0,1.16,5.6,1.47,2.57,2.33,1.61,4.05,1.26,2.1,1.67
Portugal Liga NOS,2023-04-21,16:15:00,29,Casa Pia,Sporting Braga,5.0,3.65,1.65,1.07,9.0,1.83,1.98,2.06,1.71,4.33,1.22,8.5,1.06,2.2,1.63
Brazil Serie B,2023-04-21,16:30:00,2,Atlético GO,CRB,1.95,2.9,3.8,1.1,6.0,1.45,2.65,2.45,1.5,4.75,1.18,8.5,1.05,2.25,1.57
Peru Primera División,2023-04-21,17:30:00,13,UTC Cajamarca,Atlético Grau,1.67,3.4,4.5,1.04,12.0,1.27,3.43,1.85,1.85,3.05,1.33,5.55,1.11,1.75,1.9
