League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
ITALY - SERIE B,01/05/2023,10:00,Sudtirol,Genoa,4.33,3.25,1.95
SERBIA - SUPER LIGA,01/05/2023,12:00,Kolubara,Sp. Subotica,4.6,3.68,1.72
IRELAND - PREMIER DIVISION,01/05/2023,13:00,UC Dublin,Dundalk,4.33,3.6,1.65
CROATIA - HNL,01/05/2023,13:10,Slaven Belupo,Rijeka,3.8,3.2,1.91
