League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Argentina Prim B Nacional,2023-07-03,15:00:00,20,Deportivo Riestra,Estudiantes Caseros,2.19,3.15,2.97,0.0,0.0,1.51,2.38,2.02,1.63,0.0,0.0,0.0,0.0,2.0,1.73
Brazil Serie B,2023-07-03,18:00:00,15,Mirassol,Ituano,1.67,3.5,4.6,1.07,8.75,1.38,2.9,2.16,1.57,4.0,1.22,7.3,1.06,2.05,1.72
Uruguay Primera División,2023-07-03,19:30:00,4,Peñarol,Torque,1.63,3.6,4.15,1.04,11.75,1.28,3.37,1.77,1.77,3.13,1.32,5.65,1.11,1.95,1.78
Argentina Primera División,2023-07-03,20:00:00,22,Newell's Old Boys,Gimnasia La Plata,1.91,3.1,4.75,1.11,5.5,1.53,2.35,2.7,1.44,5.0,1.13,10.0,1.04,2.38,1.53
Brazil Serie A,2023-07-03,20:00:00,13,Goiás,Coritiba,2.05,3.25,3.75,1.1,6.5,1.44,2.62,2.3,1.6,4.33,1.2,8.0,1.06,2.0,1.75
Brazil Serie D,2023-07-03,20:00:00,11,Campinense,Sousa,1.91,3.4,3.4,0.0,0.0,0.0,0.0,2.05,1.75,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie C,2023-07-03,20:00:00,11,EC São José,América RN,1.66,3.2,5.15,0.0,0.0,1.44,2.4,2.38,1.45,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie C,2023-07-03,20:00:00,11,Náutico,Altos,1.61,3.2,5.6,1.11,6.6,1.53,2.25,2.62,1.37,5.1,1.13,9.25,1.03,2.55,1.49
Argentina Prim B Nacional,2023-07-03,20:00:00,20,Atlanta,Deportivo Madryn,2.29,2.92,3.0,0.0,0.0,1.54,2.32,2.62,1.37,0.0,0.0,0.0,0.0,2.1,1.67
Peru Primera División,2023-07-03,20:00:00,2,César Vallejo,Cienciano,1.68,3.7,4.3,1.04,12.75,1.24,3.7,1.73,1.92,2.83,1.38,5.1,1.13,1.68,2.05
Brazil Serie B,2023-07-03,20:15:00,15,Botafogo SP,Guarani,2.37,3.1,2.81,1.08,7.9,1.43,2.64,2.27,1.52,4.2,1.19,7.8,1.05,1.91,1.85
USA USL Championship,2023-07-03,20:30:00,0,Loudoun United,Hartford Athletic,2.0,3.05,3.25,0.0,0.0,0.0,0.0,1.73,1.8,0.0,0.0,0.0,0.0,1.73,2.0
Brazil Serie D,2023-07-03,20:30:00,11,Democrata GV,Vitória Futebol Clube (ES),1.83,3.5,3.6,0.0,0.0,0.0,0.0,2.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-07-03,21:10:00,23,All Boys,San Telmo,2.19,3.15,2.97,0.0,0.0,1.5,2.35,2.18,1.54,0.0,0.0,0.0,0.0,2.1,1.67
Peru Primera División,2023-07-03,22:30:00,2,Universitario,Alianza Atlético,1.26,5.1,9.15,0.0,0.0,0.0,0.0,1.73,1.92,0.0,0.0,0.0,0.0,2.2,1.62
9525,2023-07-03,23:00:00,1,León,Guadalajara,2.0,3.27,3.5,0.0,0.0,0.0,0.0,2.0,1.72,0.0,0.0,0.0,0.0,1.8,1.95
