League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
South Korea K League 2,2023-05-06,01:30:00,12,Ansan Greeners,Gyeongnam,3.5,3.3,1.9,1.07,7.5,1.36,3.0,2.0,1.7,3.75,1.25,7.0,1.08,1.91,1.8
South Korea K League 1,2023-05-06,02:00:00,11,Jeju United,Pohang Steelers,2.77,3.25,2.26,1.05,8.0,1.29,3.3,2.12,1.75,3.2,1.3,5.75,1.1,1.73,2.0
Japan J1 League,2023-05-06,02:00:00,12,Consadole Sapporo,Tokyo,2.31,3.3,2.91,1.05,9.0,1.29,3.5,1.9,1.98,3.0,1.36,5.5,1.12,1.7,2.05
South Korea K League 2,2023-05-06,04:00:00,12,Gimpo Citizen,Seoul E-Land,2.3,3.1,2.75,1.08,7.0,1.36,3.0,2.1,1.65,3.75,1.25,7.0,1.08,1.85,1.85
South Korea K League 2,2023-05-06,04:00:00,12,Cheongju,Cheonan City,2.25,3.15,2.8,1.07,7.5,1.36,3.0,2.2,1.6,3.75,1.25,7.0,1.08,1.85,1.91
South Korea K League 1,2023-05-06,04:30:00,11,Suwon,Gangwon,2.18,3.25,2.88,1.06,8.0,1.33,3.1,2.08,1.78,3.5,1.28,6.5,1.1,1.77,1.93
China Chinese Super League,2023-05-06,04:30:00,5,Meizhou Hakka,Shandong Luneng,3.85,3.45,1.75,1.06,8.0,1.28,3.5,1.9,1.8,3.25,1.33,6.0,1.11,1.79,1.98
Romania Liga I,2023-05-06,06:30:00,7,Botoşani,Universitatea Cluj,2.5,2.95,2.63,1.09,6.5,1.53,2.35,2.25,1.57,4.33,1.2,8.0,1.06,1.95,1.8
Australia A-League,2023-05-06,06:45:00,0,Western Sydney Wanderers,Sydney FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal LigaPro,2023-05-06,07:00:00,31,CD Mafra,Vilafranquense,2.1,3.25,3.0,1.08,7.0,1.4,2.75,2.2,1.6,3.75,1.25,7.0,1.08,1.87,1.87
