League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
9567,2023-07-23,09:00:00,1,Fredericia,Hobro,1.99,3.7,3.56,1.01,14.5,1.23,4.2,1.75,2.08,2.75,1.44,5.0,1.17,1.57,2.25
9567,2023-07-23,09:00:00,1,FC Helsingør,Næstved,2.05,3.6,3.0,1.03,14.75,1.2,4.0,1.74,2.1,2.62,1.43,4.6,1.16,1.62,2.2
9567,2023-07-23,09:00:00,1,Kolding IF,Horsens,3.79,3.72,1.92,1.03,12.5,1.27,3.8,1.8,2.01,3.0,1.39,5.5,1.15,1.67,2.1
Sweden Allsvenskan,2023-07-23,10:00:00,16,AIK,Malmö FF,3.7,3.66,1.96,1.02,9.5,1.22,3.7,1.85,1.95,3.0,1.33,5.7,1.1,1.75,2.0
Sweden Allsvenskan,2023-07-23,10:00:00,16,Norrköping,Degerfors,1.78,3.9,4.26,1.03,12.5,1.18,4.33,1.53,2.25,2.4,1.5,4.0,1.2,1.67,2.1
9553,2023-07-23,10:00:00,1,Górnik Zabrze,Radomiak Radom,2.04,3.48,3.63,1.04,8.0,1.3,3.2,2.05,1.77,3.5,1.25,7.0,1.06,1.8,1.95
9592,2023-07-23,10:00:00,1,Mladá Boleslav,Jablonec,2.26,3.3,3.24,1.02,17.0,1.2,4.2,1.95,1.85,2.7,1.45,4.5,1.19,1.57,2.25
9592,2023-07-23,10:00:00,1,Slovan Liberec,Baník Ostrava,2.45,3.24,2.96,1.03,14.0,1.22,4.0,1.9,1.9,2.8,1.42,4.85,1.17,1.62,2.2
9592,2023-07-23,10:00:00,1,Slovácko,České Budějovice,1.66,3.84,5.25,1.03,15.0,1.2,4.33,1.85,1.95,2.65,1.45,4.75,1.17,1.75,2.0
Brazil Serie B,2023-07-23,11:00:00,19,Guarani,Atlético GO,2.4,3.22,3.08,1.08,7.75,1.42,2.65,2.27,1.52,4.18,1.19,7.8,1.05,1.95,1.75
9545,2023-07-23,11:00:00,1,OB,Randers,2.34,3.48,2.96,1.03,16.0,1.19,4.6,1.9,1.9,2.5,1.48,4.33,1.18,1.57,2.25
9580,2023-07-23,11:30:00,1,Young Boys,Lausanne Sport,1.28,5.95,9.5,1.02,26.0,1.12,5.7,1.4,2.7,2.13,1.71,3.5,1.28,1.8,1.91
9580,2023-07-23,11:30:00,1,Zürich,Yverdon Sport,1.59,4.2,5.35,1.01,12.5,1.21,4.0,1.74,2.09,2.85,1.38,5.3,1.13,1.8,1.91
Norway Eliteserien,2023-07-23,12:00:00,15,HamKam,Stabæk,2.38,3.36,2.98,1.04,13.0,1.28,3.75,2.08,1.75,3.1,1.38,6.0,1.14,1.7,2.05
Norway Eliteserien,2023-07-23,12:00:00,15,Haugesund,Lillestrøm,3.56,3.54,2.04,1.05,12.0,1.3,3.6,1.99,1.82,3.2,1.33,6.5,1.12,1.75,2.0
Norway Eliteserien,2023-07-23,12:00:00,15,Odd,Vålerenga,2.78,3.4,2.5,1.01,9.3,1.26,3.4,2.0,1.81,3.08,1.31,5.75,1.09,1.75,2.0
Norway Eliteserien,2023-07-23,12:00:00,15,Sandefjord,FK Bodo - Glimt,6.9,5.15,1.4,1.01,29.0,1.1,7.0,1.4,2.65,2.09,1.74,3.0,1.4,1.62,2.2
Norway Eliteserien,2023-07-23,12:00:00,15,Tromsø,Brann,3.4,3.56,2.08,1.01,9.5,1.25,3.48,1.86,1.94,3.02,1.32,5.65,1.09,1.67,2.1
Uruguay Primera División,2023-07-23,12:00:00,7,Boston River,Wanderers,2.36,3.38,2.86,1.05,11.0,1.3,3.3,1.78,1.97,3.5,1.28,5.95,1.1,1.75,2.0
Sweden Allsvenskan,2023-07-23,12:30:00,16,IFK Göteborg,Halmstad,2.41,3.28,3.01,1.04,8.5,1.3,3.2,2.15,1.7,3.3,1.26,6.5,1.06,1.8,1.95
Sweden Allsvenskan,2023-07-23,12:30:00,16,Kalmar,Varberg,1.46,4.42,6.85,1.05,12.25,1.3,3.55,1.83,1.98,3.3,1.34,6.3,1.12,1.95,1.8
Finland Veikkausliiga,2023-07-23,12:30:00,17,VPS,Haka,1.82,3.7,4.29,1.06,11.5,1.31,3.48,1.94,1.86,3.37,1.33,6.5,1.12,1.93,1.85
9553,2023-07-23,12:30:00,1,Zagłębie Lubin,Ruch Chorzów,1.86,3.7,4.07,1.05,12.75,1.28,3.73,1.9,1.9,3.13,1.37,5.95,1.13,1.8,1.95
9579,2023-07-23,12:30:00,1,Radomlje,Maribor,3.4,3.4,1.91,1.04,12.75,1.26,3.53,1.83,1.93,2.97,1.36,5.35,1.12,1.75,2.0
9622,2023-07-23,12:30:00,2,CSM Iaşi,Hermannstadt,2.55,3.08,2.96,1.09,6.5,1.5,2.35,2.56,1.35,4.75,1.16,11.0,1.04,2.1,1.67
Chile Segunda División,2023-07-23,13:00:00,16,Concepción,Lautaro de Buin ,3.0,3.0,2.2,1.04,8.5,1.35,2.9,2.2,1.65,3.7,1.23,7.5,1.06,1.81,1.95
9545,2023-07-23,13:00:00,1,Silkeborg,Brøndby,2.91,3.5,2.35,1.04,14.0,1.22,4.35,1.85,1.95,2.63,1.43,5.0,1.13,1.62,2.2
9551,2023-07-23,13:00:00,2,Cherno More,Hebar 1918,1.51,4.25,6.4,1.05,9.0,1.25,3.6,1.87,1.93,3.1,1.33,5.5,1.11,1.91,1.8
9592,2023-07-23,13:00:00,1,Sparta Praha,Sigma Olomouc,1.31,5.35,9.55,1.02,16.0,1.16,4.75,1.74,2.09,2.43,1.53,4.0,1.22,1.91,1.91
Chile Primera B,2023-07-23,13:30:00,19,Santiago Morning,Antofagasta,3.0,3.25,2.1,1.02,12.25,1.29,3.15,1.95,1.75,3.25,1.28,5.45,1.12,1.63,2.2
Chile Primera B,2023-07-23,13:30:00,19,Cobreloa,Puerto Montt,1.65,3.4,4.75,1.07,8.85,1.34,2.82,2.0,1.7,3.6,1.23,6.9,1.07,2.3,1.55
9542,2023-07-23,13:45:00,1,Gorica,Varaždin,2.1,3.4,3.1,1.04,12.0,1.29,3.3,1.85,1.85,3.0,1.33,5.5,1.11,1.7,2.05
Norway Eliteserien,2023-07-23,14:15:00,15,Strømsgodset,Rosenborg,2.69,3.66,2.45,1.03,17.0,1.19,4.75,1.62,2.11,2.5,1.53,4.5,1.2,1.53,2.38
Egypt Egyptian Premier League,2023-07-23,14:30:00,28,Pyramids FC,Al Ahly,3.31,3.3,2.0,1.02,12.0,1.25,3.83,1.75,1.96,2.87,1.4,5.24,1.15,1.68,2.13
Brazil Serie D,2023-07-23,15:00:00,14,Athletic Club,Nova Iguaçu,1.36,4.0,7.5,0.0,0.0,0.0,0.0,1.96,1.67,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie D,2023-07-23,15:00:00,14,Santo André,Democrata GV,2.0,2.9,3.6,1.06,6.8,1.4,2.47,2.35,1.53,4.45,1.15,10.0,1.02,2.01,1.76
Brazil Serie D,2023-07-23,15:00:00,14,Noroeste,Portuguesa RJ,5.0,3.6,1.57,1.04,11.0,1.48,2.4,1.88,1.89,3.05,1.31,6.0,1.11,1.74,1.95
Brazil Serie D,2023-07-23,15:00:00,14,Resende,Vitória Futebol Clube (ES),2.63,3.0,2.5,1.05,9.5,1.34,2.95,2.13,1.7,3.75,1.23,7.75,1.07,1.76,1.9
9288,2023-07-23,15:00:00,12,Rampla Juniors,Potencia,1.79,3.35,4.5,1.03,7.5,1.4,2.75,2.3,1.5,4.1,1.2,8.0,1.01,2.05,1.67
9288,2023-07-23,15:00:00,12,Oriental,Cerrito,2.02,3.25,3.6,0.0,0.0,0.0,0.0,2.2,1.53,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay Primera División,2023-07-23,15:00:00,7,Peñarol,Defensor Sporting,1.69,3.65,3.95,1.06,10.0,1.32,3.08,1.61,2.0,3.47,1.26,6.4,1.08,1.85,1.85
9553,2023-07-23,15:00:00,1,Widzew Łódź,Puszcza Niepołomice,1.82,3.6,3.88,1.03,11.0,1.24,3.8,1.9,1.8,3.3,1.28,6.2,1.08,1.8,1.95
9701,2023-07-23,15:00:00,1,Tepatitlán de Morelos,Cimarrones de Sonora,2.4,3.0,3.0,1.08,6.5,1.43,2.63,2.25,1.57,4.0,1.2,8.0,1.05,1.95,1.8
Peru Primera División,2023-07-23,15:00:00,5,Academia Cantolao,UTC Cajamarca,2.4,3.2,2.73,1.05,9.5,1.28,3.4,1.93,1.78,3.55,1.26,7.0,1.09,1.78,1.95
Argentina Prim B Nacional,2023-07-23,15:05:00,26,Flandria,Almirante Brown,2.75,2.9,2.5,1.1,6.0,1.52,2.43,2.55,1.39,4.75,1.17,8.45,1.04,2.1,1.7
9551,2023-07-23,15:15:00,2,Lokomotiv Sofia 1929,Lokomotiv Plovdiv,3.0,3.1,2.38,1.06,6.8,1.38,2.75,2.19,1.6,3.92,1.2,7.6,1.04,1.91,1.83
9579,2023-07-23,15:15:00,1,Aluminij,Celje,3.1,3.4,2.05,1.01,9.9,1.28,3.5,1.88,1.93,3.3,1.3,5.25,1.13,1.7,2.05
Brazil Serie B,2023-07-23,15:30:00,19,Juventude,Ceará,2.1,3.0,3.25,1.08,7.85,1.42,2.65,2.38,1.52,4.17,1.19,7.8,1.05,2.0,1.72
Argentina Prim B Nacional,2023-07-23,15:30:00,23,Villa Dálmine,Deportivo Riestra,4.0,3.0,1.91,1.09,7.1,1.49,2.5,2.41,1.44,4.75,1.17,9.75,1.05,2.15,1.65
Argentina Prim B Nacional,2023-07-23,15:30:00,23,Deportivo Maipú,Racing Córdoba,1.62,3.4,5.0,1.07,8.55,1.4,2.8,2.28,1.58,4.2,1.2,7.6,1.05,2.25,1.6
Argentina Prim B Nacional,2023-07-23,15:30:00,23,Club Atlético Mitre,Chacarita Juniors,2.5,2.75,2.9,1.11,6.0,1.48,2.55,2.6,1.38,4.93,1.14,9.0,1.03,2.2,1.62
Argentina Prim B Nacional,2023-07-23,15:30:00,26,Gimnasia Mendoza,Club Atlético Güemes,1.8,3.2,4.0,1.11,5.75,1.55,2.33,2.69,1.35,5.5,1.13,12.0,1.03,2.45,1.47
9622,2023-07-23,15:30:00,2,Universitatea Cluj,Rapid Bucureşti,2.56,3.2,2.55,1.07,9.55,1.38,2.99,2.04,1.69,3.88,1.25,7.55,1.08,1.83,1.83
Chile Primera División,2023-07-23,16:00:00,18,Everton,Unión Española,1.83,3.4,4.0,1.05,11.0,1.3,3.4,1.95,1.9,3.5,1.3,6.5,1.1,1.8,1.95
Chile Primera B,2023-07-23,16:00:00,19,Rangers,La Serena,2.6,3.0,2.6,1.05,11.5,1.27,3.45,1.99,1.85,3.05,1.33,5.55,1.11,1.68,2.05
Bolivia LFPB,2023-07-23,16:00:00,20,Real Tomayapo,Guabirá,2.3,3.2,2.76,1.06,7.5,1.37,2.85,2.02,1.67,3.6,1.25,6.5,1.08,1.85,1.85
Brazil Serie A,2023-07-23,16:00:00,16,Santos,Botafogo,3.75,3.2,2.15,1.06,7.0,1.5,2.4,2.5,1.53,4.2,1.18,9.5,1.02,2.05,1.7
Brazil Serie A,2023-07-23,16:00:00,16,Bragantino,Internacional,1.95,3.5,4.0,1.04,7.9,1.35,2.88,2.1,1.73,3.72,1.22,7.3,1.05,1.95,1.8
Brazil Serie A,2023-07-23,16:00:00,16,Cruzeiro,Goiás,1.62,3.75,6.0,1.06,9.0,1.38,3.0,2.1,1.73,4.0,1.22,8.0,1.07,2.1,1.67
Chile Segunda División,2023-07-23,16:00:00,16,Iberia,Trasandino,2.35,3.0,2.8,1.05,8.0,1.36,2.88,2.3,1.6,4.0,1.2,8.0,1.06,1.91,1.85
Chile Segunda División,2023-07-23,16:00:00,16,Deportes Rengo,Real San Joaquín,2.38,3.0,2.75,0.0,0.0,1.39,2.67,2.3,1.6,4.15,1.18,0.0,0.0,1.86,1.8
Brazil Serie D,2023-07-23,16:00:00,14,Iporá,Ceilândia,4.6,3.5,1.67,1.04,10.75,1.28,3.3,1.97,1.66,3.3,1.28,6.5,1.1,1.8,1.83
Brazil Serie D,2023-07-23,16:00:00,14,Real Ariquemes,Anápolis,23.0,8.6,1.09,1.01,19.0,1.06,7.5,1.4,2.52,1.88,1.89,3.2,1.3,2.13,1.68
Brazil Serie D,2023-07-23,16:00:00,14,União Rondonópolis,Interporto,1.03,14.0,56.0,0.0,0.0,1.08,7.5,1.27,3.35,1.68,2.0,1.76,1.95,3.3,1.31
Brazil Serie D,2023-07-23,16:00:00,14,Brasiliense,CEOV Operário,1.53,3.9,5.0,1.02,14.0,1.21,4.0,1.67,1.96,2.65,1.41,4.75,1.16,1.62,2.05
Brazil Serie C,2023-07-23,16:00:00,14,Altos,Botafogo PB,2.6,2.8,2.6,1.1,7.1,1.49,2.44,2.4,1.53,4.8,1.15,8.8,1.04,2.15,1.62
Brazil Serie C,2023-07-23,16:00:00,14,Manaus,Brusque,2.6,2.75,2.6,1.11,6.75,1.5,2.3,2.52,1.46,4.97,1.14,9.0,1.03,2.2,1.62
Argentina Prim B Nacional,2023-07-23,16:00:00,23,Atlético Rafaela,Gimnasia Jujuy,1.91,3.0,4.0,1.08,6.5,1.45,2.65,2.38,1.53,4.5,1.18,8.0,1.05,2.1,1.68
Argentina Prim B Nacional,2023-07-23,16:00:00,23,Chaco For Ever,Tristán Suárez,1.91,3.0,4.0,1.09,7.25,1.47,2.55,2.5,1.5,4.75,1.17,9.5,1.05,2.15,1.62
9542,2023-07-23,16:00:00,1,Lokomotiva Zagreb,Istra 1961,2.01,3.55,3.7,1.06,9.9,1.35,2.96,2.07,1.68,3.63,1.24,6.7,1.07,1.9,1.8
Argentina Primera División,2023-07-23,16:30:00,26,Atlético Tucumán,Independiente,2.25,3.0,3.3,1.1,5.7,1.49,2.54,2.5,1.5,5.0,1.16,10.0,1.02,2.1,1.67
Canada Canadian Premier League,2023-07-23,17:00:00,16,HFX Wanderers FC,Atlético Ottawa,2.6,3.08,2.66,1.05,8.0,1.3,3.2,1.96,1.75,3.2,1.3,5.75,1.1,2.1,1.67
Paraguay Division Profesional,2023-07-23,17:00:00,3,Sportivo Luqueño,Sportivo Ameliano,2.3,3.25,2.66,0.0,0.0,0.0,0.0,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0
Peru Primera División,2023-07-23,17:00:00,5,Carlos Manucci,Sport Boys,2.1,3.3,3.1,1.04,12.0,1.25,3.75,2.03,1.83,3.1,1.38,5.5,1.14,1.65,2.2
Argentina Prim B Nacional,2023-07-23,17:10:00,26,Almagro,San Martín Tucumán,2.86,2.64,2.55,1.15,5.0,1.67,2.14,2.9,1.36,6.0,1.11,13.5,1.02,2.4,1.53
Colombia Categoria Primera B,2023-07-23,17:30:00,1,Valledupar,Cortuluá,2.13,2.83,2.71,1.07,8.95,1.36,2.95,2.16,1.66,3.75,1.25,6.95,1.06,1.85,1.9
Colombia Categoria Primera B,2023-07-23,17:30:00,1,Real Cartagena,Barranquilla,1.55,3.8,4.7,1.02,12.75,1.25,3.5,1.88,1.92,3.0,1.33,5.4,1.11,1.85,1.85
Peru Primera División,2023-07-23,17:30:00,5,ADT,Atlético Grau,1.79,3.8,4.4,1.03,13.0,1.22,4.0,1.74,1.98,2.95,1.4,5.5,1.15,1.72,2.05
Peru Primera División,2023-07-23,17:30:00,5,Melgar,Sporting Cristal,1.95,3.5,3.37,1.02,15.0,1.14,5.0,1.72,2.0,1.88,1.82,4.5,1.17,1.45,2.66
Colombia Categoria Primera A,2023-07-23,17:45:00,2,Atlético Bucaramanga,Atlético Huila,2.06,2.85,3.87,1.07,9.0,1.38,3.0,2.09,1.66,4.0,1.22,8.0,1.07,1.9,1.87
Venezuela Primera División,2023-07-23,18:00:00,20,Caracas,Deportivo Táchira,2.25,3.0,3.1,1.05,9.15,1.34,2.98,2.15,1.62,3.6,1.25,6.75,1.05,1.82,1.88
Brazil Serie B,2023-07-23,18:00:00,19,Sampaio Corrêa,Sport Recife,3.0,2.9,2.4,1.1,6.5,1.5,2.45,2.47,1.48,4.7,1.15,8.6,1.04,2.05,1.72
Brazil Serie D,2023-07-23,18:00:00,14,Potiguar Mossoró,Nacional de Patos,2.1,3.0,3.3,1.08,8.25,1.39,2.77,2.16,1.54,4.0,1.21,8.5,1.03,1.93,1.83
Brazil Serie D,2023-07-23,18:00:00,14,Sousa,Globo,1.03,10.0,25.0,1.02,19.0,1.14,5.0,1.5,2.26,2.33,1.54,3.6,1.25,3.14,1.34
Brazil Serie D,2023-07-23,18:00:00,14,Iguatu,Santa Cruz,5.0,3.0,1.65,1.06,8.65,1.36,2.91,2.11,1.57,3.7,1.23,6.9,1.07,2.01,1.76
Brazil Serie D,2023-07-23,18:00:00,14,Campinense,Pacajus,3.0,2.75,2.4,1.1,7.0,1.44,2.55,2.16,1.54,4.45,1.17,10.0,1.05,2.01,1.76
Brazil Serie D,2023-07-23,18:00:00,14,Sergipe,Bahia de Feira,1.6,3.3,5.5,1.08,8.25,1.38,2.8,2.21,1.52,4.1,1.22,7.25,1.06,2.14,1.67
Brazil Serie D,2023-07-23,18:00:00,14,Retrô,Falcon,1.65,3.6,4.6,0.0,0.0,0.0,0.0,1.88,1.8,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie D,2023-07-23,18:00:00,14,ASA,Jacuipense,2.0,3.0,3.6,1.1,7.0,1.46,2.5,2.35,1.46,4.65,1.12,10.25,1.01,2.07,1.72
Brazil Serie D,2023-07-23,18:00:00,14,Atlético Alagoinhas,Cruzeiro Arapiraca,1.47,3.75,6.0,1.06,9.6,1.33,3.05,1.97,1.66,3.5,1.26,6.55,1.08,2.09,1.71
Bolivia LFPB,2023-07-23,18:30:00,20,Bolívar,The Strongest,1.88,3.5,3.3,1.03,9.0,1.2,4.1,1.65,2.1,2.55,1.45,4.4,1.17,1.57,2.25
Brazil Serie A,2023-07-23,18:30:00,16,Vasco da Gama,Atlético PR,3.0,3.3,2.4,1.05,7.0,1.42,2.61,2.3,1.62,4.3,1.17,8.4,1.03,2.0,1.75
Argentina Primera División,2023-07-23,18:45:00,26,Defensa y Justicia,Sarmiento,1.78,3.47,4.17,1.04,9.45,1.35,3.14,2.05,1.7,3.6,1.26,7.29,1.08,1.95,1.8
Chile Primera División,2023-07-23,19:00:00,18,Universidad Católica,Coquimbo Unido,1.85,3.4,3.75,1.04,12.0,1.28,3.6,1.85,2.0,3.25,1.33,6.0,1.12,1.72,2.05
Brazil Serie C,2023-07-23,19:00:00,14,Paysandu,CSA,1.83,3.0,4.0,1.09,7.3,1.44,2.4,2.52,1.46,4.73,1.15,8.65,1.04,2.25,1.58
Brazil Serie C,2023-07-23,19:00:00,14,Náutico,Remo,1.62,3.4,4.6,1.07,9.0,1.38,2.8,2.2,1.53,3.9,1.21,7.2,1.06,2.05,1.68
Paraguay Division Profesional,2023-07-23,19:30:00,3,Olimpia,Nacional Asunción,1.7,3.5,4.5,0.0,0.0,0.0,0.0,1.95,1.85,0.0,0.0,0.0,0.0,0.0,0.0
Colombia Categoria Primera A,2023-07-23,20:00:00,2,Deportivo Cali,Santa Fe,2.4,2.95,2.95,1.07,9.5,1.4,2.95,2.14,1.63,4.2,1.22,8.5,1.06,1.9,1.83
Canada Canadian Premier League,2023-07-23,20:00:00,16,Valour FC,York9 FC,2.05,3.2,3.0,1.06,9.25,1.36,2.89,1.96,1.76,3.73,1.23,6.9,1.07,2.1,1.67
Bolivia LFPB,2023-07-23,20:30:00,20,Municipal Vinto,Royal Pari,1.73,3.6,3.75,1.04,8.5,1.27,3.4,1.87,1.95,3.1,1.32,5.3,1.12,1.8,1.9
Venezuela Primera División,2023-07-23,20:30:00,20,Portuguesa,Hermanos Colmenares,1.75,3.25,4.5,0.0,0.0,0.0,0.0,2.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2023-07-23,21:00:00,26,Rosario Central,River Plate,3.5,3.3,2.05,1.04,10.06,1.31,3.32,1.95,1.85,3.52,1.28,6.83,1.09,1.75,2.0
Argentina Primera División,2023-07-23,21:00:00,26,Rosario Central,River Plate,3.5,3.3,2.05,1.04,10.06,1.31,3.32,1.95,1.85,3.52,1.28,6.83,1.09,1.75,2.0
9701,2023-07-23,22:05:00,1,Mineros de Zacatecas,Morelia,2.5,3.5,2.5,1.02,13.0,1.22,4.0,1.72,2.05,2.8,1.4,4.75,1.15,1.6,2.25
Colombia Categoria Primera A,2023-07-23,22:10:00,2,Independiente Medellín,Junior,2.05,3.15,3.4,1.07,9.0,1.38,3.0,2.18,1.68,4.0,1.22,8.0,1.07,1.9,1.83
