League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
TURKEY - SUPER LIG,06/06/2023,11:00,Sivasspor,Kayserispor,1.65,4.0,4.2
BRAZIL - SERIE B,06/06/2023,19:00,Ponte Preta,ABC,1.7,3.68,5.15
