League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
PORTUGAL - LIGA PORTUGAL 2,22/04/2023,07:00,Academico Viseu,Oliveirense,1.75,3.4,4.2
ITALY - SERIE B,22/04/2023,09:00,Frosinone,Sudtirol,1.6,3.6,6.5
SERBIA - SUPER LIGA,22/04/2023,11:00,Vojvodina,Novi Pazar,1.71,3.74,4.6
GERMANY - BUNDESLIGA,22/04/2023,13:30,Dortmund,Eintracht Frankfurt,1.62,4.5,4.75
CROATIA - HNL,22/04/2023,14:10,Hajduk Split,Varazdin,1.45,4.2,5.75
MEXICO - LIGA MX,22/04/2023,20:00,Pachuca,Atl. San Luis,1.55,4.33,5.5
