League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Ukraine Ukrainian Premier League,2023-05-21,09:00:00,27,Metalist 1925 Kharkiv,Metal Kharkiv,1.83,3.3,3.7,1.03,7.9,1.32,2.98,1.91,1.8,3.48,1.24,6.7,1.06,1.8,1.9
Denmark 1st Division,2023-05-21,09:00:00,8,Fredericia,Fremad Amager,1.7,4.0,4.5,1.03,11.0,1.2,4.33,1.6,2.3,2.5,1.5,4.5,1.17,1.62,2.2
Denmark Superliga,2023-05-21,09:00:00,8,AaB,Midtjylland,2.95,3.48,2.34,1.05,13.0,1.27,3.85,1.88,1.92,3.03,1.39,5.7,1.14,1.7,2.05
Denmark Superliga,2023-05-21,09:00:00,8,Lyngby,OB,2.51,3.6,2.65,1.04,10.0,1.25,3.75,1.74,2.09,2.75,1.4,4.75,1.15,1.57,2.25
Hungary NB I,2023-05-21,09:10:00,32,Honvéd W,Mezőkövesd-Zsóry,2.1,3.3,3.3,0.0,0.0,0.0,0.0,1.93,1.8,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland Super League,2023-05-21,09:15:00,34,Sion,Young Boys,7.0,4.5,1.44,1.02,15.5,1.16,4.75,1.53,2.32,2.2,1.62,3.75,1.25,1.62,2.2
Netherlands Eredivisie,2023-05-21,09:30:00,33,Ajax,Utrecht,1.32,5.7,8.3,1.02,29.0,1.08,7.29,1.36,2.84,2.0,1.81,2.94,1.38,1.7,2.05
Netherlands Eredivisie,2023-05-21,09:30:00,33,Emmen,Feyenoord,2.14,2.9,3.54,1.01,26.0,1.68,2.19,1.36,2.82,2.25,1.64,3.52,1.28,1.67,2.1
Netherlands Eredivisie,2023-05-21,09:30:00,33,Excelsior,Fortuna Sittard,2.26,3.78,2.9,1.02,17.0,1.14,4.65,1.53,2.35,2.35,1.6,3.95,1.2,1.53,2.38
Netherlands Eredivisie,2023-05-21,09:30:00,33,Go Ahead Eagles,Volendam,1.59,4.1,4.96,1.01,11.0,1.15,4.75,1.73,2.1,2.35,1.58,3.6,1.25,1.5,2.5
Netherlands Eredivisie,2023-05-21,09:30:00,33,NEC,AZ,4.54,4.22,1.68,1.02,12.0,1.17,4.5,1.61,2.3,2.29,1.55,4.0,1.22,1.57,2.25
Netherlands Eredivisie,2023-05-21,09:30:00,33,PSV,Heerenveen,1.25,6.5,10.0,1.02,15.0,1.1,6.5,1.4,2.66,1.9,1.9,2.75,1.4,1.75,2.0
Netherlands Eredivisie,2023-05-21,09:30:00,33,RKC Waalwijk,Twente,3.98,4.18,1.78,1.01,23.0,1.12,5.87,1.45,2.49,2.13,1.71,3.46,1.29,1.44,2.63
Netherlands Eredivisie,2023-05-21,09:30:00,33,Sparta Rotterdam,Cambuur,3.84,4.32,1.7,1.01,11.0,1.17,4.5,1.53,2.35,1.93,1.87,3.8,1.22,1.8,1.95
Netherlands Eredivisie,2023-05-21,09:30:00,33,Vitesse,Groningen,1.38,5.0,7.5,1.03,11.0,1.2,4.33,1.62,2.3,2.32,1.54,4.33,1.2,1.75,2.0
England Premier League,2023-05-21,09:30:00,37,West Ham United,Leeds United,2.0,3.66,3.56,1.04,13.0,1.26,4.05,1.77,2.05,3.0,1.41,5.9,1.14,1.62,2.2
Austria Bundesliga,2023-05-21,09:30:00,8,Rapid Wien,LASK Linz,2.5,3.6,2.6,0.0,0.0,0.0,0.0,1.65,2.15,0.0,0.0,0.0,0.0,0.0,0.0
Austria Bundesliga,2023-05-21,09:30:00,8,Austria Klagenfurt,Austria Wien,3.75,3.75,1.9,0.0,0.0,0.0,0.0,1.65,2.15,0.0,0.0,0.0,0.0,0.0,0.0
Poland Ekstraklasa,2023-05-21,10:00:00,33,Radomiak Radom,Widzew Łódź,2.0,3.3,3.6,1.07,7.0,1.32,3.1,1.95,1.78,3.3,1.28,6.2,1.08,1.7,2.0
France Ligue 1,2023-05-21,10:00:00,36,Nice,Toulouse,1.85,3.7,4.0,1.03,15.0,1.25,4.0,1.67,2.2,3.0,1.4,5.5,1.15,1.67,2.1
France Ligue 1,2023-05-21,10:00:00,36,Brest,Clermont,2.1,3.3,3.6,1.06,11.25,1.32,3.4,2.05,1.78,3.47,1.31,6.75,1.11,1.8,1.95
France Ligue 1,2023-05-21,10:00:00,36,Reims,Angers SCO,1.4,4.75,7.5,1.02,17.0,1.19,4.75,1.6,2.3,2.6,1.5,4.5,1.2,1.8,1.95
France Ligue 1,2023-05-21,10:00:00,36,Troyes,Strasbourg,6.0,4.1,1.53,1.04,14.5,1.24,4.07,1.7,2.15,2.87,1.43,5.3,1.16,1.8,1.95
Italy Serie A,2023-05-21,10:00:00,36,Torino,Fiorentina,1.93,3.2,4.4,1.08,9.0,1.4,3.0,2.25,1.67,4.2,1.24,8.5,1.07,1.91,1.91
England Premier League,2023-05-21,10:00:00,37,Brighton & Hove Albion,Southampton,1.18,7.0,17.0,1.01,27.5,1.13,6.15,1.57,2.48,2.0,1.78,3.35,1.33,1.91,1.91
Portugal LigaPro,2023-05-21,10:00:00,33,CD Mafra,Moreirense FC,2.7,3.2,2.55,1.01,9.9,1.25,3.6,1.8,1.93,2.9,1.36,5.25,1.13,1.64,2.12
Turkey Süper Lig,2023-05-21,10:00:00,35,Ümraniyespor,Ankaragücü,2.65,3.52,2.56,1.04,10.0,1.25,3.6,1.81,2.0,2.87,1.36,5.25,1.13,1.66,2.05
Sweden Allsvenskan,2023-05-21,10:00:00,9,Djurgården,Mjällby,1.53,3.9,6.5,1.05,10.5,1.3,3.5,2.0,1.8,3.7,1.28,7.5,1.09,2.1,1.67
Sweden Allsvenskan,2023-05-21,10:00:00,9,Malmö FF,Häcken,1.75,3.9,4.1,1.03,12.0,1.15,4.7,1.57,2.4,2.35,1.52,3.9,1.2,1.53,2.38
Sweden Allsvenskan,2023-05-21,10:00:00,9,Brommapojkarna,Varberg,1.83,3.6,4.2,1.02,9.5,1.25,3.5,1.87,1.95,3.2,1.3,5.7,1.1,1.8,2.0
Finland Veikkausliiga,2023-05-21,10:00:00,7,Ilves,HJK,5.0,3.75,1.7,1.07,10.25,1.34,3.3,2.04,1.79,3.58,1.3,7.05,1.1,2.0,1.8
Denmark 1st Division,2023-05-21,10:00:00,8,Vejle,Næstved,1.3,5.0,9.5,1.02,16.5,1.2,4.02,1.62,2.25,2.6,1.44,4.53,1.16,2.0,1.73
Czech Republic First League,2023-05-21,10:00:00,3,Jablonec,Zbrojovka Brno,1.6,4.0,5.5,1.03,11.0,1.16,4.75,1.57,2.38,2.4,1.53,4.33,1.2,1.62,2.2
Czech Republic First League,2023-05-21,10:00:00,3,Baník Ostrava,Teplice,1.53,4.33,5.75,1.04,10.0,1.18,4.5,1.75,2.0,2.4,1.55,4.33,1.2,1.72,2.05
Czech Republic First League,2023-05-21,10:00:00,3,Pardubice,Zlín,2.0,3.6,3.6,1.05,9.0,1.22,4.0,1.78,2.0,2.85,1.42,5.0,1.14,1.6,2.25
Czech Republic First League,2023-05-21,10:00:00,0,Hradec Králové,Slovan Liberec,2.4,3.4,2.7,1.02,13.0,1.23,3.6,1.76,2.06,2.75,1.35,5.0,1.13,1.62,2.16
Germany Bundesliga,2023-05-21,10:30:00,33,Mainz 05,Stuttgart,2.7,3.6,2.5,1.04,14.5,1.23,4.23,1.7,2.15,2.77,1.45,5.1,1.17,1.57,2.25
Ukraine Ukrainian Premier League,2023-05-21,11:00:00,27,Rukh Vynnyky,Lviv,1.2,4.75,13.0,1.08,6.5,1.35,2.9,2.0,1.73,3.9,1.2,7.0,1.07,1.95,1.75
Brazil Serie B,2023-05-21,11:00:00,7,Chapecoense,Juventude,1.95,3.2,3.8,1.07,8.7,1.4,2.73,2.3,1.6,4.02,1.2,7.45,1.06,2.1,1.67
Denmark Superliga,2023-05-21,11:05:00,8,Viborg,Brøndby,1.95,3.7,3.6,1.04,8.5,1.25,3.6,1.7,2.1,2.87,1.36,5.0,1.13,1.7,2.05
Spain Segunda División,2023-05-21,11:15:00,41,Real Oviedo,Racing Santander,2.26,3.05,3.52,1.12,5.5,1.54,2.43,2.43,1.49,4.75,1.15,10.0,1.04,2.1,1.67
Spain La Liga,2023-05-21,11:15:00,35,Atlético Madrid,CA Osasuna,1.4,4.75,8.0,1.04,13.0,1.26,4.0,1.78,2.05,3.1,1.38,6.0,1.14,2.1,1.67
Switzerland Super League,2023-05-21,11:30:00,34,Basel,Lugano,2.55,3.4,2.63,1.02,12.0,1.17,4.7,1.62,2.2,2.5,1.5,4.3,1.2,1.57,2.25
Switzerland Super League,2023-05-21,11:30:00,34,Zürich,Grasshopper,1.83,3.5,4.0,1.04,10.0,1.25,3.75,1.65,2.15,2.75,1.4,4.75,1.15,1.67,2.1
Portugal Liga NOS,2023-05-21,11:30:00,33,Vitória Guimarães,Gil Vicente,1.73,3.7,4.75,1.05,12.0,1.3,3.47,1.87,1.85,3.38,1.34,6.55,1.11,1.88,1.9
Portugal LigaPro,2023-05-21,11:30:00,33,Torreense,FC Penafiel,2.3,3.0,3.25,1.05,7.2,1.4,2.67,2.3,1.55,4.15,1.18,8.2,1.03,1.95,1.78
Bulgaria First League,2023-05-21,11:45:00,2,Septemvri Sofia,OFK Pirin,1.83,3.3,4.4,1.08,7.0,1.36,3.0,2.1,1.7,3.75,1.25,7.0,1.08,1.91,1.85
Croatia Prva HNL,2023-05-21,12:00:00,35,Lokomotiva Zagreb,Istra 1961,2.15,3.3,3.1,1.04,8.0,1.3,3.2,2.05,1.75,3.5,1.25,5.7,1.1,1.83,1.83
England Premier League,2023-05-21,12:00:00,37,Manchester City,Chelsea,1.29,5.75,10.0,1.02,19.0,1.15,5.4,1.57,2.47,2.25,1.62,4.0,1.24,2.0,1.75
Tunisia Ligue 1,2023-05-21,12:00:00,7,Ben Guerdane,Club Africain,3.0,2.65,2.4,1.12,5.05,1.66,2.21,2.9,1.29,5.7,1.09,9.85,1.02,2.25,1.55
Austria Bundesliga,2023-05-21,12:00:00,8,Salzburg,Sturm Graz,1.83,3.7,4.1,0.0,0.0,0.0,0.0,1.78,1.95,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-05-21,12:00:00,9,CA Bizertin,AS Slimane,2.05,2.7,3.75,0.0,0.0,1.68,2.18,2.98,1.27,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-05-21,12:00:00,9,EO Sidi Bouzid,Métlaoui,2.3,2.65,3.1,1.12,6.05,1.53,2.35,2.62,1.35,5.2,1.13,9.5,1.03,2.25,1.55
Tunisia Ligue 1,2023-05-21,12:00:00,9,Stade Tunisien,Hammam-Sousse,1.75,2.95,4.75,1.11,6.35,1.56,2.28,2.58,1.37,5.2,1.13,9.3,1.03,2.42,1.54
France Ligue 1,2023-05-21,12:05:00,36,Lorient,Lens,6.0,4.1,1.53,1.0,11.0,1.21,4.05,1.73,2.1,2.73,1.41,4.8,1.13,1.8,1.95
Poland Ekstraklasa,2023-05-21,12:30:00,33,Wisła Płock,Raków Częstochowa,5.25,4.1,1.57,1.03,11.5,1.2,4.2,1.62,2.2,2.62,1.42,4.75,1.17,1.73,2.0
Germany Bundesliga,2023-05-21,12:30:00,33,Augsburg,Borussia Dortmund,9.0,6.0,1.3,1.01,11.0,1.11,6.0,1.5,2.6,1.93,1.9,3.0,1.36,1.57,2.25
Hungary NB I,2023-05-21,12:30:00,32,Újpest,Kecskeméti TE,2.75,3.25,2.45,0.0,0.0,0.0,0.0,1.8,1.93,0.0,0.0,0.0,0.0,0.0,0.0
Sweden Allsvenskan,2023-05-21,12:30:00,9,IFK Göteborg,Hammarby,2.9,3.5,2.3,1.02,10.0,1.25,3.6,1.78,2.05,2.8,1.38,5.0,1.13,1.66,2.05
Sweden Allsvenskan,2023-05-21,12:30:00,9,Sirius,Halmstad,1.8,3.6,4.33,1.02,9.5,1.25,3.5,1.9,1.91,3.1,1.32,5.7,1.1,1.7,2.0
9288,2023-05-21,12:30:00,3,Uruguay Montevideo FC,Bella Vista,1.95,3.2,3.4,0.0,0.0,0.0,0.0,2.04,1.76,0.0,0.0,0.0,0.0,0.0,0.0
Italy Serie A,2023-05-21,13:00:00,36,Napoli,Inter Milan,2.38,3.13,3.13,1.04,9.0,1.3,3.3,1.95,1.85,3.1,1.33,5.75,1.11,1.75,2.0
Turkey Süper Lig,2023-05-21,13:00:00,35,Adana Demirspor,Beşiktaş,2.25,3.7,2.63,1.03,12.5,1.18,4.33,1.6,2.27,2.15,1.67,4.1,1.2,1.51,2.37
Turkey Süper Lig,2023-05-21,13:00:00,35,Antalyaspor,İstanbul Başakşehir,2.05,3.3,3.3,1.03,10.65,1.27,3.61,1.9,1.87,3.12,1.34,6.09,1.11,1.66,2.2
Turkey Süper Lig,2023-05-21,13:00:00,35,Hatayspor,Fenerbahçe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey Süper Lig,2023-05-21,13:00:00,35,Gazişehir Gaziantep,Giresunspor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-05-21,13:00:00,29,Ismaily SC,Haras El Hodood,1.75,3.1,4.5,1.04,7.25,1.41,2.5,2.45,1.5,4.4,1.13,8.25,1.01,2.25,1.6
Denmark Superliga,2023-05-21,13:00:00,8,København,AGF,1.75,3.3,4.0,1.05,9.0,1.29,3.5,1.83,1.87,3.0,1.36,5.5,1.12,1.8,1.95
Spain Segunda División,2023-05-21,13:30:00,41,Leganés,FC Andorra,2.09,3.04,4.08,1.11,6.0,1.54,2.43,2.4,1.44,4.75,1.15,10.0,1.04,2.1,1.67
Spain La Liga,2023-05-21,13:30:00,35,Valencia CF,Real Madrid,3.3,3.6,2.15,1.04,13.0,1.28,3.75,1.75,2.1,3.1,1.4,5.5,1.15,1.62,2.2
Chile Primera B,2023-05-21,13:30:00,13,Puerto Montt,Antofagasta,2.61,3.13,2.62,1.07,8.5,1.4,2.74,2.16,1.54,4.0,1.21,7.45,1.06,1.95,1.78
Belgium Pro League,2023-05-21,13:30:00,4,KRC Genk,Union Saint-Gilloise,2.38,3.5,2.8,1.02,15.0,1.2,4.0,1.6,2.3,2.5,1.48,4.33,1.18,1.55,2.3
Portugal Liga NOS,2023-05-21,14:00:00,33,Paços de Ferreira,Rio Ave FC,2.25,3.46,3.14,1.06,8.0,1.3,3.4,1.94,1.86,3.25,1.33,6.0,1.11,1.75,2.0
Portugal Liga NOS,2023-05-21,14:00:00,33,Casa Pia,GD Estoril Praia,2.29,3.38,3.12,1.05,8.0,1.33,3.0,2.04,1.78,3.4,1.29,6.0,1.09,1.91,1.91
Argentina Prim B Nacional,2023-05-21,14:00:00,15,Chacarita Juniors,Brown de Adrogué,1.74,3.44,5.3,1.08,7.55,1.45,2.55,2.5,1.5,4.4,1.17,8.1,1.05,2.2,1.62
Serbia SuperLiga,2023-05-21,14:00:00,6,Vojvodina,Partizan,3.34,3.48,2.07,1.01,9.5,1.25,3.42,1.88,1.92,3.1,1.31,5.65,1.09,1.68,2.13
Bulgaria First League,2023-05-21,14:00:00,2,Lokomotiv Plovdiv,Levski Sofia,4.82,3.54,1.77,1.08,6.5,1.37,2.8,2.28,1.58,4.0,1.2,8.25,1.05,2.0,1.72
Croatia Prva HNL,2023-05-21,14:30:00,35,Rijeka,Dinamo Zagreb,2.6,3.3,2.5,1.03,8.5,1.27,3.4,2.05,1.75,3.2,1.3,5.7,1.1,1.8,1.91
Germany Bundesliga,2023-05-21,14:30:00,33,Bayer Leverkusen,Borussia M'gladbach,1.56,4.48,5.3,1.01,13.0,1.14,5.25,1.66,2.25,2.33,1.61,3.5,1.29,1.57,2.25
Peru Primera División,2023-05-21,15:00:00,16,Atlético Grau,Cienciano,2.06,3.46,3.34,1.04,12.0,1.3,3.5,1.87,1.87,3.3,1.33,6.5,1.11,1.75,2.05
Argentina Prim B Nacional,2023-05-21,15:00:00,17,Guillermo Brown,Flandria,2.18,3.18,3.56,1.07,6.6,1.49,2.5,2.39,1.45,4.65,1.14,9.3,1.01,2.11,1.68
Ecuador Primera Categoría Serie A,2023-05-21,15:00:00,11,Gualaceo SC,Libertad,1.78,3.56,4.36,1.08,7.0,1.33,3.1,2.02,1.74,3.75,1.25,6.0,1.1,1.92,1.84
Romania Liga I,2023-05-21,15:00:00,9,SSC Farul,FCSB,2.63,3.2,2.75,1.02,9.2,1.23,3.64,1.97,1.83,2.79,1.37,5.05,1.12,1.63,2.19
9288,2023-05-21,15:00:00,3,Progreso,Rentistas,2.05,3.1,3.1,1.05,8.0,1.33,3.0,2.08,1.73,3.6,1.25,6.5,1.08,1.85,1.85
Egypt Egyptian Premier League,2023-05-21,15:30:00,29,Ghazl El Mehalla,Pyramids FC,5.75,3.7,1.49,1.05,11.0,1.29,3.35,2.0,1.81,3.35,1.29,6.75,1.1,2.05,1.71
Argentina Primera División,2023-05-21,15:30:00,17,Belgrano,Talleres Córdoba,2.9,2.8,2.35,1.1,5.8,1.42,2.6,2.45,1.5,4.7,1.15,7.0,1.06,2.05,1.7
Argentina Prim B Nacional,2023-05-21,15:30:00,15,Club Atlético Mitre,Estudiantes Caseros,2.29,3.14,3.34,1.07,6.45,1.63,2.2,2.4,1.44,4.4,1.16,9.4,1.01,2.11,1.68
Argentina Prim B Nacional,2023-05-21,15:30:00,15,Deportivo Maipú,Villa Dálmine,1.7,3.58,5.35,1.04,7.6,1.37,2.79,2.1,1.68,3.92,1.2,7.6,1.04,2.23,1.61
Brazil Serie B,2023-05-21,15:30:00,7,Criciúma,Ceará,2.29,3.22,3.26,1.05,7.3,1.39,2.71,2.3,1.57,4.1,1.18,8.0,1.03,2.1,1.67
France Ligue 1,2023-05-21,15:45:00,36,Auxerre,PSG,8.2,5.2,1.35,1.02,19.0,1.18,5.0,1.55,2.45,2.28,1.63,4.33,1.22,1.91,1.91
Italy Serie A,2023-05-21,15:45:00,36,Udinese,Lazio,3.46,3.54,2.07,1.06,8.0,1.3,3.4,1.89,1.91,3.4,1.3,7.0,1.08,1.8,1.95
Spain La Liga,2023-05-21,16:00:00,35,Sevilla FC,Real Betis,2.37,3.34,3.02,1.07,10.25,1.34,3.28,2.08,1.75,3.62,1.29,7.15,1.1,1.8,1.95
Argentina Prim B Nacional,2023-05-21,16:00:00,17,San Martín Tucumán,Deportivo Morón,1.9,2.85,4.4,1.08,6.0,1.57,2.26,2.65,1.36,6.0,1.06,16.0,1.02,2.2,1.6
Chile Primera B,2023-05-21,16:00:00,13,Recoleta,Unión San Felipe,2.45,2.9,2.7,1.09,7.3,1.48,2.47,2.46,1.42,4.6,1.16,8.5,1.04,2.1,1.68
Bolivia LFPB,2023-05-21,16:00:00,14,Guabirá,Wilstermann,1.93,3.4,3.2,1.01,9.7,1.4,2.8,2.12,1.59,4.2,1.2,6.95,1.1,1.9,1.86
Bolivia LFPB,2023-05-21,16:00:00,14,Blooming,Aurora,2.05,3.4,2.95,1.03,11.0,1.14,4.6,1.53,2.24,2.3,1.52,3.95,1.19,1.48,2.57
Brazil Serie A,2023-05-21,16:00:00,7,Flamengo,Corinthians,1.65,3.84,5.3,1.05,8.0,1.29,3.3,2.04,1.78,3.2,1.3,5.75,1.1,2.05,1.7
Brazil Serie D,2023-05-21,16:00:00,3,Águia de Marabá,Humaitá,1.4,4.2,6.0,1.03,14.5,1.19,3.9,1.6,2.3,2.64,1.4,4.82,1.15,1.74,1.93
Brazil Serie D,2023-05-21,16:00:00,3,Caucaia,Uniclinic,1.95,3.1,3.6,1.06,9.9,1.33,2.93,2.1,1.7,3.56,1.23,6.5,1.08,1.85,1.91
Brazil Serie D,2023-05-21,16:00:00,3,Nacional de Patos,Sousa,2.7,3.25,2.3,1.06,9.35,1.35,2.84,2.2,1.65,3.74,1.21,6.85,1.07,1.83,1.83
Brazil Serie D,2023-05-21,16:00:00,3,Santa Cruz,Campinense,1.8,3.1,4.2,1.07,8.5,1.38,2.71,2.3,1.6,4.05,1.18,7.4,1.06,2.0,1.69
Brazil Serie D,2023-05-21,16:00:00,3,Globo,Potiguar Mossoró,11.0,5.0,1.22,1.02,17.25,1.2,4.0,1.62,2.25,2.7,1.4,4.6,1.16,1.69,2.11
Brazil Serie D,2023-05-21,16:00:00,3,Jacuipense,Atlético Alagoinhas,1.83,3.3,3.75,1.07,8.75,1.39,2.67,2.3,1.6,4.1,1.18,7.35,1.06,1.97,1.71
Brazil Serie D,2023-05-21,16:00:00,3,Aimoré,Caxias,3.1,3.0,2.2,1.12,5.5,1.67,2.18,2.88,1.4,6.25,1.11,16.0,1.02,2.35,1.54
Brazil Serie C,2023-05-21,16:00:00,4,Amazonas,Operário PR,2.05,3.0,3.3,0.0,0.0,0.0,0.0,2.16,1.54,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2023-05-21,16:00:00,6,Voždovac,Čukarički,7.0,4.33,1.36,1.04,10.0,1.2,3.9,1.72,2.12,2.64,1.4,4.8,1.13,1.91,1.8
Serbia SuperLiga,2023-05-21,16:00:00,6,Novi Pazar,Bačka Topola,5.25,4.04,1.58,1.01,10.0,1.23,3.56,1.81,1.99,2.84,1.35,5.25,1.11,1.85,1.85
Portugal Liga NOS,2023-05-21,16:30:00,33,Sporting CP,Benfica,2.57,3.56,2.61,1.02,10.0,1.22,3.8,1.77,2.05,2.7,1.4,4.75,1.15,1.57,2.25
Chile Segunda División,2023-05-21,16:30:00,11,Provincial Osorno,Deportes Linares,2.6,3.15,2.6,0.0,0.0,1.38,2.8,2.18,1.67,4.0,1.21,0.0,0.0,1.84,1.92
