League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
GERMANY - 2. BUNDESLIGA,06/05/2023,08:00,Dusseldorf,Holstein Kiel,1.73,4.0,4.5
ENGLAND - PREMIER LEAGUE,06/05/2023,11:00,Manchester City,Leeds,1.17,8.5,15.0
SLOVAKIA - FORTUNA LIGA,06/05/2023,13:00,Trnava,Banska Bystrica,1.5,4.34,6.25
ENGLAND - PREMIER LEAGUE,06/05/2023,13:30,Liverpool,Brentford,1.44,5.0,6.0
BRAZIL - SERIE A,06/05/2023,21:00,Fluminense,Vasco,1.67,3.8,5.0
MEXICO - LIGA MX,06/05/2023,22:10,Pachuca,Santos Laguna,1.62,4.0,5.0
