League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Japan J2 League,2023-05-17,01:30:00,16,Montedio Yamagata,Oita Trinita,2.68,3.3,2.38,1.01,9.3,1.28,3.5,1.82,1.82,3.25,1.3,5.8,1.09,1.68,2.1
Japan J2 League,2023-05-17,07:00:00,16,Blaublitz Akita,Ventforet Kofu,2.43,3.2,2.68,1.03,8.5,1.52,2.43,1.93,1.72,3.5,1.28,6.6,1.06,1.75,2.0
Japan J2 League,2023-05-17,07:00:00,16,Iwaki,Omiya Ardija,1.76,3.45,4.2,1.03,8.4,1.33,3.1,1.95,1.7,3.6,1.28,6.6,1.06,1.87,1.87
Japan J2 League,2023-05-17,07:00:00,16,Tochigi,Tokyo Verdy,3.2,3.2,2.12,1.04,7.8,1.5,2.5,2.09,1.61,3.75,1.25,7.4,1.04,1.89,1.85
Japan J2 League,2023-05-17,07:00:00,16,ThespaKusatsu Gunma,Mito Hollyhock,1.63,3.6,4.85,1.03,8.4,1.31,3.08,1.95,1.7,3.48,1.25,6.6,1.06,1.95,1.8
Japan J2 League,2023-05-17,07:00:00,16,JEF United,Shimizu S-Pulse,4.0,3.6,1.76,1.01,10.0,1.25,3.75,1.72,1.93,2.95,1.36,5.25,1.1,1.68,2.1
Japan J2 League,2023-05-17,07:00:00,16,Machida Zelvia,Renofa Yamaguchi,1.58,3.7,5.25,1.03,8.5,1.31,3.08,1.93,1.72,3.48,1.25,6.6,1.06,2.02,1.74
Japan J2 League,2023-05-17,07:00:00,16,Fujieda MYFC,Jubilo Iwata,2.47,3.3,2.57,1.01,10.0,1.25,3.75,1.72,1.93,2.32,1.56,5.25,1.11,1.55,2.35
Japan J2 League,2023-05-17,07:00:00,16,Tokushima Vortis,Zweigen Kanazawa,2.43,3.2,2.68,1.03,8.4,1.31,3.08,1.95,1.7,3.48,1.25,6.6,1.06,1.8,1.95
Japan J2 League,2023-05-17,07:00:00,16,V-Varen Nagasaki,Fagiano Okayama,2.03,3.35,3.25,1.06,7.0,1.37,2.8,1.82,1.82,3.7,1.22,6.8,1.07,1.83,1.83
Japan J2 League,2023-05-17,07:00:00,16,Roasso Kumamoto,Vegalta Sendai,2.12,3.25,3.15,1.04,8.5,1.22,3.7,1.82,1.82,3.0,1.33,5.7,1.1,1.67,2.1
Turkey Süper Lig,2023-05-17,11:00:00,34,İstanbul Başakşehir,Ümraniyespor,1.74,3.7,4.1,1.04,15.0,1.25,4.03,1.74,1.94,2.89,1.42,5.35,1.16,1.73,2.0
Turkey Süper Lig,2023-05-17,13:00:00,34,Beşiktaş,Gazişehir Gaziantep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey Süper Lig,2023-05-17,13:00:00,34,Giresunspor,Hatayspor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey Süper Lig,2023-05-17,14:00:00,34,Ankaragücü,Antalyaspor,2.3,3.35,2.79,1.05,13.0,1.25,3.82,1.75,1.93,2.96,1.38,5.61,1.13,1.62,2.2
Turkey Süper Lig,2023-05-17,14:00:00,34,Fatih Karagümrük,Adana Demirspor,2.49,3.55,2.45,1.01,26.0,1.1,6.6,1.55,2.25,2.07,1.76,3.25,1.32,1.4,2.75
Egypt Egyptian Premier League,2023-05-17,14:00:00,28,National Bank of Egypt,Ismaily SC,2.27,2.83,2.93,1.07,6.45,1.52,2.53,2.32,1.42,4.75,1.13,9.5,1.01,2.07,1.67
England Championship,2023-05-17,16:00:00,0,Middlesbrough,Coventry City,1.88,3.35,4.0,1.04,13.0,1.27,3.88,1.79,1.9,3.16,1.38,6.02,1.14,1.8,1.91
Peru Primera División,2023-05-17,17:00:00,8,Carlos Manucci,UTC Cajamarca,1.95,3.3,3.6,1.05,10.0,1.33,3.25,1.97,1.66,3.6,1.28,7.0,1.09,1.85,1.9
Paraguay Division Profesional,2023-05-17,19:00:00,18,Sportivo Luqueño,Cerro Porteño,3.9,3.4,1.83,0.0,0.0,0.0,0.0,1.83,1.78,0.0,0.0,0.0,0.0,0.0,0.0
USA USL Championship,2023-05-17,20:00:00,0,Loudoun United,New Mexico United,2.38,3.3,2.43,1.05,9.0,1.29,3.5,1.74,1.79,3.0,1.36,5.5,1.12,1.7,2.05
USA MLS,2023-05-17,20:30:00,0,Atlanta United FC,Colorado Rapids,1.49,4.15,5.65,1.02,15.0,1.22,4.2,1.73,1.95,2.8,1.44,5.0,1.16,1.68,2.13
USA MLS,2023-05-17,20:30:00,0,Charlotte,Chicago Fire,2.14,3.5,2.97,1.03,15.0,1.22,4.2,1.66,2.05,2.85,1.42,5.0,1.16,1.62,2.23
USA MLS,2023-05-17,20:30:00,0,FC Cincinnati,Montreal Impact,1.47,4.2,5.9,1.03,13.0,1.22,4.0,1.74,1.94,3.0,1.4,5.5,1.14,1.75,2.0
USA MLS,2023-05-17,20:30:00,0,Columbus Crew,LA Galaxy,1.63,3.85,4.6,1.03,13.0,1.25,4.0,1.74,1.94,3.0,1.38,5.5,1.14,1.72,2.1
USA MLS,2023-05-17,20:30:00,0,Orlando City,New York City,2.39,3.35,2.68,1.03,8.4,1.31,3.08,1.83,1.83,3.48,1.25,6.6,1.06,1.85,1.9
USA MLS,2023-05-17,20:30:00,0,Philadelphia Union,DC United,1.58,3.95,4.9,1.03,13.0,1.25,3.75,1.74,1.94,3.1,1.36,6.0,1.12,1.87,1.89
USA MLS,2023-05-17,20:30:00,0,Toronto,New York RB,2.03,3.35,3.35,1.06,10.25,1.32,3.12,1.99,1.71,3.4,1.27,6.3,1.09,1.85,1.95
Peru Primera División,2023-05-17,21:00:00,6,Deportivo Binacional,Sporting Cristal,2.54,3.48,2.57,1.03,15.25,1.22,3.74,1.78,1.97,2.81,1.38,4.93,1.14,1.65,2.1
