League,N1,N2,N3
ALBANIA - SUPERLIGA,A,D,D
AUSTRALIA - A-LEAGUE,D,D,D
BANGLADESH - PREMIER LEAGUE,H,A,D
BELGIUM - CHALLENGER PRO LEAGUE,A,H,D
COSTA RICA - PRIMERA DIVISION,H,H,A
ENGLAND - CHAMPIONSHIP,D,D,A
ENGLAND - PREMIER LEAGUE,D,D,A
ITALY - SERIE C,H,D,A
MEXICO - LIGA DE EXPANSION MX,A,H,A
MEXICO - LIGA MX,H,D,H
NETHERLANDS - EERSTE DIVISIE,D,D,D
NETHERLANDS - EREDIVISIE,D,A,D
NORTHERN IRELAND - NIFL PREMIERSHIP,A,A,A
PORTUGAL - LIGA PORTUGAL,A,D,H
PORTUGAL - LIGA PORTUGAL 2,A,D,H
REPUBLIC OF THE CONGO - LIGUE 1,A,D,H
SCOTLAND - CHAMPIONSHIP,A,A,H
SPAIN - LALIGA2,H,A,D
