League,N1,N2,N3
Argentina Prim B Nacional,Over25,Under25,Under25
Argentina Primera División,Under25,Under25,Under25
Australia A-League,Over25,Over25,Over25
Austria Bundesliga,Under25,Under25,Over25
Belgium Pro League,Over25,Over25,Under25
Bolivia LFPB,Over25,Over25,Under25
Brazil Serie A,Under25,Under25,Over25
Brazil Serie B,Under25,Over25,Under25
Brazil Serie C,Over25,Under25,Under25
Brazil Serie D,Under25,Under25,Over25
Bulgaria First League,Under25,Under25,Over25
Canada Canadian Premier League,Under25,Under25,Under25
Chile Primera B,Under25,Under25,Over25
Chile Primera División,Over25,Over25,Over25
Chile Segunda División,Over25,Over25,Over25
China Chinese Super League,Under25,Over25,Over25
Colombia Categoria Primera A,Under25,Under25,Over25
Colombia Categoria Primera B,Under25,Over25,Over25
Croatia Prva HNL,Over25,Under25,Under25
Czech Republic First League,Under25,Under25,Over25
Denmark 1st Division,Under25,Under25,Under25
Denmark Superliga,Over25,Over25,Under25
Ecuador Primera Categoría Serie A,Under25,Under25,Under25
Egypt Egyptian Premier League,Over25,Under25,Over25
England Championship,Under25,Over25,Over25
England EFL League One,Under25,Over25,Under25
England EFL League Two,Over25,Under25,Over25
England National League,Over25,Over25,Over25
England Premier League,Under25,Under25,Under25
Finland Veikkausliiga,Under25,Over25,Under25
France Ligue 1,Over25,Under25,Over25
France Ligue 2,Under25,Over25,Over25
Germany 2. Bundesliga,Under25,Under25,Under25
Germany Bundesliga,Over25,Under25,Under25
Greece Super League,Under25,Under25,Under25
Hungary NB I,Over25,Over25,Under25
Italy Serie A,Over25,Under25,Over25
Italy Serie B,Over25,Under25,Under25
Japan J1 League,Under25,Under25,Over25
Japan J2 League,Over25,Under25,Under25
Mexico Ascenso MX,Under25,Over25,Over25
Mexico Liga MX,Over25,Under25,Under25
Netherlands Eerste Divisie,Over25,Under25,Under25
Netherlands Eredivisie,Over25,Over25,Under25
Netherlands Tweede Divisie,Under25,Over25,Over25
Norway Eliteserien,Under25,Over25,Over25
Paraguay Division Profesional,Under25,Over25,Under25
Peru Primera División,Over25,Under25,Under25
Poland Ekstraklasa,Under25,Under25,Over25
Portugal Liga NOS,Under25,Over25,Over25
Portugal LigaPro,Over25,Over25,Over25
Republic of Ireland Premier Division,Under25,Over25,Over25
Romania Liga I,Under25,Under25,Over25
Scotland Premiership,Under25,Over25,Over25
Serbia SuperLiga,Over25,Under25,Under25
Slovakia Super Liga,Over25,Over25,Over25
Slovenia PrvaLiga,Under25,Over25,Over25
South Korea K League 1,Over25,Over25,Over25
South Korea K League 2,Over25,Under25,Over25
Spain La Liga,Under25,Under25,Under25
Spain Segunda División,Under25,Under25,Under25
Sweden Allsvenskan,Under25,Over25,Under25
Switzerland Super League,Over25,Under25,Under25
Tunisia Ligue 1,Under25,Over25,Over25
Turkey Süper Lig,Over25,Over25,Under25
USA MLS,Under25,Over25,Under25
USA USL Championship,Under25,Under25,Under25
Ukraine Ukrainian Premier League,Under25,Under25,Over25
Uruguay Primera División,Under25,Over25,Under25
Uruguay Segunda División,Over25,Under25,Over25
Venezuela Primera División,Under25,Under25,Over25
