League,N1,N2,N3
ALBANIA - SUPERLIGA,Under25,Over25,Under25
ARGENTINA - COPA DE LA LIGA PROFESIONAL,Under25,Over25,Under25
ARMENIA - PREMIER LEAGUE,Over25,Over25,Under25
BOLIVIA - DIVISION PROFESIONAL,Under25,Under25,Under25
BRAZIL - SERIE A,Under25,Under25,Under25
BRAZIL - SERIE B,Over25,Under25,Under25
CHINA - SUPER LEAGUE,Over25,Over25,Over25
PANAMA - LPF,Under25,Over25,Over25
PARAGUAY - PRIMERA DIVISION,Under25,Under25,Under25
PORTUGAL - TAÇA DE PORTUGAL,Over25,Over25,Over25
ROMANIA - LIGA 1,Under25,Under25,Under25
URUGUAY - PRIMERA DIVISION,Over25,Under25,Under25
