League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Norway Eliteserien,2023-06-25,12:00:00,11,Tromsø,Stabæk,2.06,3.15,3.4,1.05,10.0,1.29,3.6,1.91,1.8,3.5,1.3,7.0,1.1,1.8,1.95
Argentina Prim B Nacional,2023-06-25,12:00:00,19,Brown de Adrogué,Deportivo Riestra,2.39,2.78,3.0,1.12,6.2,1.57,2.33,2.61,1.38,5.2,1.13,9.4,1.03,2.23,1.62
9288,2023-06-25,12:30:00,8,Juventud,Albion,2.95,2.9,2.55,1.08,7.95,1.48,2.48,2.34,1.53,4.0,1.21,7.5,1.06,1.9,1.8
Chile Primera División,2023-06-25,13:00:00,12,Huachipato,Magallanes,1.89,3.4,3.35,1.05,11.0,1.3,3.5,1.9,1.98,3.3,1.33,6.5,1.11,1.78,2.0
Norway Eliteserien,2023-06-25,14:15:00,11,Strømsgodset,FK Bodo - Glimt,4.6,3.9,1.65,1.02,26.0,1.12,6.5,1.4,2.73,1.95,1.75,3.4,1.33,1.53,2.38
Brazil Serie D,2023-06-25,15:00:00,10,Caxias,Novo Hamburgo,1.45,3.6,6.5,1.05,8.0,1.36,2.88,2.15,1.67,4.5,1.17,9.0,1.05,2.38,1.55
9288,2023-06-25,15:00:00,8,Tacuarembó,Sud América,2.4,3.02,3.02,1.05,8.0,1.31,3.1,2.13,1.7,3.4,1.27,7.5,1.05,1.78,1.99
Uruguay Primera División,2023-06-25,15:00:00,3,Deportivo Maldonado,Cerro Largo,1.99,3.25,3.15,1.04,7.9,1.32,3.1,1.94,1.63,3.5,1.25,6.2,1.08,1.75,1.95
Argentina Prim B Nacional,2023-06-25,15:00:00,19,Estudiantes Caseros,Racing Córdoba,1.95,2.93,3.9,1.11,6.75,1.56,2.35,2.52,1.4,4.92,1.15,12.0,1.0,2.29,1.59
Argentina Prim B Nacional,2023-06-25,15:00:00,22,Guillermo Brown,Deportivo Morón,2.4,2.68,2.94,1.12,6.1,1.67,2.1,3.27,1.29,5.25,1.13,9.4,1.03,2.31,1.58
Peru Primera División,2023-06-25,15:00:00,1,Alianza Atlético,Sport Boys,1.59,3.7,4.55,1.02,15.0,1.22,4.2,1.67,2.1,2.8,1.44,5.0,1.16,1.72,2.07
Argentina Prim B Nacional,2023-06-25,15:10:00,22,San Martín Tucumán,Nueva Chicago,1.78,2.97,4.7,1.12,6.1,1.6,2.2,2.61,1.38,5.5,1.11,9.75,1.02,2.54,1.49
Argentina Primera División,2023-06-25,15:30:00,21,Arsenal de Sarandí,Platense,2.88,2.7,2.6,1.13,6.75,1.53,2.3,2.75,1.44,5.8,1.15,14.0,1.04,2.2,1.62
Brazil Serie B,2023-06-25,15:30:00,13,Sampaio Corrêa,Ceará,2.27,3.1,3.0,1.1,6.5,1.38,2.9,2.15,1.61,4.0,1.22,8.0,1.06,1.91,1.8
Brazil Serie D,2023-06-25,15:30:00,10,Iporá,CEOV Operário,2.15,2.9,3.3,1.05,8.0,1.39,2.8,2.25,1.62,4.0,1.21,8.0,1.05,1.91,1.85
Argentina Prim B Nacional,2023-06-25,15:30:00,19,Deportivo Maipú,Club Atlético Mitre,1.9,3.0,4.0,1.07,7.25,1.48,2.55,2.39,1.44,4.6,1.16,8.45,1.04,2.21,1.63
Bolivia LFPB,2023-06-25,16:00:00,17,Club Always Ready,Blooming,1.18,6.35,9.6,1.02,19.0,1.14,5.5,1.41,2.5,2.11,1.73,3.75,1.25,2.0,1.73
Canada Canadian Premier League,2023-06-25,16:00:00,12,Valour FC,Vancouver FC,1.58,3.4,5.25,1.04,7.8,1.33,2.93,1.96,1.64,3.56,1.23,6.8,1.06,2.38,1.53
Brazil Serie A,2023-06-25,16:00:00,12,Palmeiras,Botafogo,1.57,4.0,5.75,1.04,12.0,1.28,3.6,1.9,1.9,3.3,1.33,6.0,1.12,1.95,1.8
Brazil Serie A,2023-06-25,16:00:00,12,Grêmio,Coritiba,1.4,4.75,7.5,1.04,12.0,1.28,3.6,1.8,2.0,3.25,1.33,6.0,1.12,2.0,1.75
Brazil Serie D,2023-06-25,16:00:00,10,Real Ariquemes,Interporto,1.4,4.33,5.75,1.02,17.0,1.12,5.75,1.44,2.7,2.24,1.58,3.15,1.3,1.6,2.15
Brazil Serie D,2023-06-25,16:00:00,10,Aimoré,Brasil de Pelotas,2.7,2.7,2.7,1.11,6.25,1.49,2.45,2.7,1.44,5.25,1.13,13.0,1.03,2.05,1.68
Brazil Serie C,2023-06-25,16:00:00,10,Altos,Pouso Alegre,2.15,2.9,3.2,1.1,6.5,1.4,2.75,2.3,1.57,4.0,1.22,8.0,1.06,1.95,1.75
Argentina Prim B Nacional,2023-06-25,16:00:00,19,Aldosivi,Gimnasia Jujuy,2.08,2.91,3.5,1.09,7.25,1.48,2.47,2.43,1.43,4.6,1.14,9.3,1.01,2.13,1.68
Brazil Serie C,2023-06-25,16:30:00,10,Volta Redonda,Ypiranga Erechim,1.85,3.0,4.2,1.11,6.0,1.5,2.45,2.4,1.44,4.5,1.17,9.0,1.05,2.1,1.66
Venezuela Primera División,2023-06-25,17:00:00,16,Deportivo Táchira,Deportivo La Guaira,1.88,3.25,3.55,1.03,8.5,1.3,3.08,2.0,1.76,3.42,1.25,6.55,1.06,1.83,1.93
Brazil Serie D,2023-06-25,17:00:00,10,Princesa Solimões,Trem,1.5,3.8,5.25,1.03,13.0,1.22,3.8,1.8,2.0,2.85,1.36,5.5,1.13,1.86,1.83
Uruguay Primera División,2023-06-25,17:30:00,3,Torque,Boston River,2.27,3.3,2.66,1.03,8.4,1.31,3.08,1.97,1.63,3.46,1.25,6.65,1.06,1.78,1.93
Peru Primera División,2023-06-25,17:30:00,1,Unión Comercio,Deportivo Municipal,1.89,3.4,3.35,1.04,12.0,1.28,3.6,1.81,1.95,3.1,1.36,6.0,1.12,1.7,2.1
Brazil Serie B,2023-06-25,18:00:00,13,Guarani,Vitória,2.2,3.1,3.15,1.08,7.0,1.42,2.75,2.3,1.53,4.2,1.2,7.5,1.07,2.0,1.73
Bolivia LFPB,2023-06-25,18:30:00,17,Bolívar,Santa Cruz,1.92,3.45,3.45,1.03,15.0,1.17,5.0,1.82,1.82,2.14,1.71,4.0,1.22,1.75,2.03
Brazil Serie A,2023-06-25,18:30:00,12,Santos,Flamengo,4.0,3.5,1.95,1.06,10.0,1.36,3.2,2.0,1.8,3.75,1.25,7.5,1.08,1.8,1.95
Brazil Serie A,2023-06-25,18:30:00,12,Bragantino,Goiás,1.45,4.2,7.5,1.04,12.0,1.28,3.6,1.9,1.9,3.25,1.33,6.0,1.12,2.05,1.7
Brazil Serie A,2023-06-25,18:30:00,12,América Mineiro,Internacional,2.25,3.3,3.2,1.07,7.5,1.36,3.0,2.15,1.67,3.75,1.25,7.0,1.08,1.91,1.91
Argentina Primera División,2023-06-25,19:00:00,21,Rosario Central,Colón,2.1,3.1,3.4,1.08,9.0,1.37,3.05,2.25,1.62,4.2,1.24,8.5,1.07,1.95,1.8
Canada Canadian Premier League,2023-06-25,19:00:00,12,Forge FC,Atlético Ottawa,1.99,3.2,3.78,1.05,7.2,1.36,2.78,2.09,1.56,3.86,1.2,7.5,1.04,2.2,1.62
Brazil Serie C,2023-06-25,19:00:00,10,EC São José,São Bernardo,2.5,2.75,2.8,1.11,6.0,1.53,2.35,2.63,1.37,5.0,1.15,11.0,1.04,2.15,1.61
Argentina Prim B Nacional,2023-06-25,19:10:00,19,Atlético Rafaela,Atlanta,1.83,3.2,4.0,1.05,8.35,1.42,2.61,2.21,1.52,4.3,1.17,7.55,1.06,2.13,1.68
9288,2023-06-25,20:00:00,8,Cerrito,Rentistas,3.23,3.28,2.15,1.01,8.75,1.28,3.0,2.03,1.77,3.45,1.21,6.5,1.04,1.8,1.9
Argentina Primera División,2023-06-25,20:30:00,21,Sarmiento,Atlético Tucumán,2.5,2.8,3.0,1.12,5.5,1.5,2.37,2.6,1.42,5.0,1.14,10.0,1.04,2.1,1.67
Bolivia LFPB,2023-06-25,20:30:00,17,Wilstermann,Oriente Petrolero,1.72,3.74,4.82,1.08,8.0,1.4,2.75,2.0,1.81,4.0,1.22,9.0,1.07,2.1,1.81
