League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
USA USL Championship,2023-06-25,00:00:00,0,Sacramento Republic,San Antonio,1.88,3.4,3.4,1.05,9.0,1.25,3.6,1.75,1.95,3.1,1.33,5.5,1.12,1.72,2.05
South Korea K League 2,2023-06-25,04:00:00,18,Asan Mugunghwa,Ansan Greeners,1.86,3.25,3.65,1.08,7.0,1.33,3.1,2.05,1.67,3.75,1.25,7.5,1.07,1.91,1.8
South Korea K League 1,2023-06-25,04:30:00,19,Incheon United,Pohang Steelers,2.85,3.2,2.29,1.08,7.0,1.36,3.0,2.1,1.67,3.75,1.25,7.0,1.08,1.83,1.83
Japan J2 League,2023-06-25,06:00:00,22,Vegalta Sendai,Tokushima Vortis,1.93,3.4,3.75,1.07,7.5,1.36,3.0,2.05,1.83,3.75,1.25,6.5,1.1,1.9,1.83
South Korea K League 2,2023-06-25,06:30:00,18,Gimpo Citizen,Jeonnam Dragons,2.05,3.2,3.2,1.08,7.0,1.38,2.9,2.2,1.6,4.0,1.22,7.5,1.07,1.83,1.83
South Korea K League 2,2023-06-25,06:30:00,18,Seoul E-Land,Anyang,2.91,3.15,2.2,1.08,7.0,1.36,3.0,2.1,1.67,3.75,1.25,7.0,1.08,1.83,1.83
South Korea K League 1,2023-06-25,07:00:00,19,Suwon,Gangwon,2.45,3.25,2.6,1.05,9.0,1.28,3.5,1.96,1.9,3.1,1.33,5.5,1.12,1.62,2.2
Japan J2 League,2023-06-25,07:00:00,22,Roasso Kumamoto,Jubilo Iwata,3.2,3.4,2.12,1.05,9.0,1.25,3.6,1.8,1.95,3.0,1.36,5.5,1.12,1.65,2.15
Japan J1 League,2023-06-25,07:00:00,18,Avispa Fukuoka,Vissel Kobe,3.0,3.3,2.26,1.07,7.5,1.36,3.0,2.1,1.67,3.75,1.25,7.0,1.08,1.91,1.91
Japan J2 League,2023-06-25,07:30:00,22,ThespaKusatsu Gunma,Shimizu S-Pulse,5.4,3.85,1.57,1.01,9.7,1.25,3.75,2.05,1.83,3.0,1.36,5.55,1.1,1.87,1.87
Uruguay Primera División,2023-06-25,10:00:00,3,Cerro,Racing,2.3,2.83,2.92,1.08,6.5,1.43,2.63,2.18,1.49,4.0,1.2,8.0,1.05,2.01,1.74
Brazil Serie B,2023-06-25,11:00:00,13,Mirassol,ABC,1.52,3.6,6.0,1.1,6.5,1.4,2.8,2.3,1.57,4.2,1.2,8.0,1.06,2.5,1.5
Norway Eliteserien,2023-06-25,12:00:00,11,HamKam,Odd,2.29,3.15,2.87,1.05,11.0,1.32,3.4,2.08,1.8,3.4,1.32,6.5,1.11,1.75,2.0
Norway Eliteserien,2023-06-25,12:00:00,11,Molde,Haugesund,1.2,6.4,11.0,1.01,26.0,1.12,6.5,1.37,2.85,2.1,1.67,3.5,1.3,2.0,1.75
Norway Eliteserien,2023-06-25,12:00:00,11,Rosenborg,Sarpsborg 08,2.04,3.4,3.15,1.03,16.0,1.19,4.6,1.61,2.15,2.65,1.48,4.75,1.18,1.57,2.25
