League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Netherlands Eredivisie,2023-05-16,10:00:00,32,Groningen,Ajax,10.5,6.3,1.26,1.01,26.0,1.11,6.28,1.44,2.72,2.08,1.75,3.35,1.31,1.91,1.91
Turkey Süper Lig,2023-05-16,11:00:00,34,Sivasspor,Kasımpaşa,2.05,3.75,3.2,1.04,10.0,1.24,4.23,1.8,1.8,2.85,1.44,5.34,1.17,1.62,2.2
Egypt Egyptian Premier League,2023-05-16,11:00:00,28,Haras El Hodood,Al Mokawloon,4.33,3.1,1.83,1.07,6.45,1.44,2.4,2.4,1.5,4.75,1.13,9.5,1.01,2.21,1.59
Tunisia Ligue 1,2023-05-16,12:00:00,7,CS Sfaxien,Monastir,2.25,2.88,3.1,1.07,6.35,1.45,2.5,2.34,1.44,4.5,1.15,8.9,1.02,2.0,1.77
Egypt Egyptian Premier League,2023-05-16,13:00:00,28,Smouha SC,Coca-Cola,3.5,3.1,2.0,1.05,7.1,1.4,2.64,2.15,1.57,4.2,1.17,8.3,1.03,2.0,1.72
Norway Eliteserien,2023-05-16,13:00:00,7,Aalesund,Molde,5.0,3.9,1.53,1.04,10.0,1.25,3.75,1.73,1.95,2.75,1.4,5.0,1.14,1.83,1.93
Norway Eliteserien,2023-05-16,13:00:00,7,Brann,Stabæk,1.33,4.4,8.5,1.03,11.0,1.22,4.0,1.62,2.11,2.33,1.53,4.5,1.17,1.91,1.8
Norway Eliteserien,2023-05-16,13:00:00,7,Lillestrøm,Sarpsborg 08,1.85,3.6,3.5,1.05,9.0,1.25,3.75,1.69,2.01,2.75,1.4,4.75,1.15,1.67,2.1
Norway Eliteserien,2023-05-16,13:00:00,7,Rosenborg,Haugesund,1.6,3.75,4.75,1.04,10.0,1.25,3.75,1.69,2.01,2.75,1.4,4.75,1.15,1.73,2.0
Norway Eliteserien,2023-05-16,13:00:00,7,Strømsgodset,Sandefjord,1.85,3.6,3.5,1.05,9.0,1.25,3.75,1.69,2.01,2.75,1.4,4.75,1.15,1.67,2.1
Norway Eliteserien,2023-05-16,13:00:00,7,Tromsø,FK Bodo - Glimt,3.8,3.6,1.8,1.05,9.0,1.25,3.75,1.68,2.02,2.6,1.43,4.75,1.15,1.7,2.05
Norway Eliteserien,2023-05-16,13:00:00,7,Viking,Odd,1.75,3.6,4.0,1.05,9.0,1.25,3.75,1.68,2.02,2.68,1.41,4.75,1.15,1.7,2.05
Norway Eliteserien,2023-05-16,13:00:00,7,Vålerenga,HamKam,1.65,3.6,4.6,1.05,9.0,1.25,3.75,1.68,2.02,2.75,1.4,4.75,1.15,1.73,2.0
Turkey Süper Lig,2023-05-16,14:00:00,34,İstanbulspor,Galatasaray,7.0,5.0,1.4,1.02,16.0,1.1,5.4,1.46,2.46,2.05,1.7,3.32,1.27,1.67,2.1
Turkey Süper Lig,2023-05-16,14:00:00,34,Alanyaspor,Konyaspor,2.38,3.6,2.7,1.04,10.0,1.2,4.0,1.8,1.8,2.6,1.44,4.5,1.15,1.57,2.25
Egypt Egyptian Premier League,2023-05-16,15:30:00,28,El Geish,Pharco,2.2,2.8,3.4,1.12,5.5,1.53,2.25,2.7,1.42,4.9,1.1,12.5,1.01,2.2,1.62
England Championship,2023-05-16,16:00:00,0,Luton Town,Sunderland,1.91,3.2,4.2,1.03,8.1,1.33,2.97,2.14,1.62,3.64,1.23,6.95,1.05,1.91,1.8
Chile Primera B,2023-05-16,16:30:00,12,Antofagasta,Santiago Wanderers,1.85,3.3,3.75,1.06,9.75,1.34,3.02,2.0,1.8,3.55,1.25,6.55,1.08,1.9,1.82
Chile Primera B,2023-05-16,16:30:00,12,Barnechea,Recoleta,1.91,3.1,3.75,1.07,8.75,1.38,2.83,2.15,1.65,3.83,1.22,7.15,1.06,1.95,1.75
