League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
POLAND - EKSTRAKLASA,12/05/2023,13:00,Piast Gliwice,Korona Kielce,1.67,3.6,5.0
NETHERLANDS - EREDIVISIE,12/05/2023,15:00,Twente,Nijmegen,1.45,4.5,6.5
NETHERLANDS - EERSTE DIVISIE,12/05/2023,15:00,Eindhoven FC,Helmond,1.55,4.2,6.5
POLAND - EKSTRAKLASA,12/05/2023,15:30,Legia,Jagiellonia,1.57,4.0,5.0
FRANCE - LIGUE 1,12/05/2023,16:00,Lens,Reims,1.5,4.33,6.0
