League,N1,N2,N3
AZERBAIJAN - PREMIER LEAGUE,Over25,Under25,Under25
BULGARIA - PARVA LIGA,Under25,Over25,Under25
COSTA RICA - PRIMERA DIVISION,Under25,Over25,Over25
EGYPT - PREMIER LEAGUE,Under25,Under25,Over25
INDIA - ISL,Under25,Over25,Over25
IRAQ - SUPER LEAGUE,Over25,Under25,Under25
IVORY COAST - LIGUE 1,Under25,Under25,Under25
NICARAGUA - LIGA PRIMERA,Over25,Over25,Over25
NIGERIA - NPFL,Under25,Under25,Under25
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Under25,Over25,Over25
SERBIA - PRVA LIGA,Over25,Under25,Under25
