League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
South Korea K League 2,2023-05-14,04:00:00,13,Asan Mugunghwa,Gimpo Citizen,2.6,3.1,2.65,1.08,7.0,1.42,2.75,2.25,1.6,4.2,1.2,8.0,1.06,1.95,1.8
South Korea K League 1,2023-05-14,04:30:00,13,Incheon United,Jeonbuk Motors,2.58,2.97,2.46,1.04,7.6,1.36,2.82,2.18,1.64,3.82,1.21,7.6,1.04,1.91,1.8
China Chinese Super League,2023-05-14,04:30:00,7,Qingdao Jonoon,Meizhou Hakka,2.55,3.1,2.34,1.04,12.0,1.3,3.3,1.94,1.8,3.5,1.28,6.25,1.11,1.8,1.95
South Korea K League 2,2023-05-14,06:30:00,13,Cheongju,Ansan Greeners,2.43,2.94,2.45,1.07,7.5,1.36,2.95,2.15,1.65,4.0,1.22,6.5,1.1,1.85,1.9
China Chinese Super League,2023-05-14,06:30:00,7,Chengdu Better City FC,Changchun Yatai,1.48,3.8,4.9,1.03,13.0,1.26,3.6,1.94,1.8,3.1,1.33,6.0,1.12,2.05,1.7
Portugal LigaPro,2023-05-14,07:00:00,32,CD Nacional,Farense,3.45,3.25,1.91,1.06,8.0,1.33,3.25,2.0,1.86,3.4,1.3,6.0,1.11,1.8,1.91
Ukraine Ukrainian Premier League,2023-05-14,07:00:00,26,Lviv,Vorskla,3.5,3.18,1.69,1.03,14.0,1.28,3.5,1.92,1.78,3.3,1.3,4.9,1.14,1.8,1.95
Ukraine Ukrainian Premier League,2023-05-14,07:00:00,26,Metal Kharkiv,Zorya,6.2,4.0,1.41,1.01,22.0,1.13,5.5,1.55,2.38,2.38,1.53,3.4,1.27,1.68,2.1
South Korea K League 1,2023-05-14,07:00:00,13,Suwon,Jeju United,2.48,3.02,2.56,1.05,9.0,1.25,3.6,1.93,1.95,3.0,1.35,5.5,1.12,1.65,2.15
Netherlands Eredivisie,2023-05-14,07:15:00,32,Vitesse,Cambuur,1.37,5.1,7.5,1.02,20.0,1.18,4.98,1.5,2.48,2.25,1.65,4.15,1.24,1.75,2.05
Poland Ekstraklasa,2023-05-14,07:30:00,32,Stal Mielec,Lechia Gdańsk,2.16,3.16,2.84,1.05,9.75,1.27,3.4,2.05,1.83,3.0,1.33,5.75,1.12,1.7,2.05
Italy Serie A,2023-05-14,07:30:00,35,Hellas Verona,Torino,2.59,2.91,2.7,1.1,7.55,1.5,2.62,2.5,1.54,4.87,1.18,10.0,1.05,2.1,1.67
Romania Liga I,2023-05-14,07:30:00,8,Mioveni,UTA Arad,10.5,4.2,1.27,1.03,8.0,1.36,2.95,2.05,1.74,4.0,1.22,7.2,1.05,2.4,1.53
France Ligue 1,2023-05-14,08:00:00,35,Clermont,Olympique Lyonnais,3.35,3.8,2.02,1.03,15.0,1.24,4.2,1.74,2.1,2.9,1.42,5.5,1.16,1.67,2.1
Ukraine Ukrainian Premier League,2023-05-14,08:00:00,26,Veres Rivne,Metalist 1925 Kharkiv,2.06,3.2,3.1,0.0,0.0,0.0,0.0,2.04,1.74,0.0,0.0,0.0,0.0,0.0,0.0
Denmark 1st Division,2023-05-14,08:00:00,7,Næstved,Vendsyssel,2.37,3.4,2.47,1.01,18.5,1.19,4.75,1.72,1.89,2.45,1.54,4.35,1.21,1.53,2.38
England Championship,2023-05-14,08:00:00,0,Coventry City,Middlesbrough,2.51,3.06,2.49,1.07,7.0,1.36,2.9,2.16,1.7,3.6,1.25,6.5,1.08,1.83,1.83
Germany 2. Bundesliga,2023-05-14,08:30:00,32,Paderborn,Heidenheim,2.23,3.55,3.0,1.05,9.0,1.25,3.75,1.71,2.12,3.0,1.36,5.0,1.13,1.62,2.2
Germany 2. Bundesliga,2023-05-14,08:30:00,32,Hannover 96,Darmstadt 98,3.8,3.7,1.88,1.02,12.0,1.17,4.5,1.55,2.36,2.43,1.56,3.8,1.22,1.53,2.38
Germany 2. Bundesliga,2023-05-14,08:30:00,32,Jahn Regensburg,Hamburger SV,3.9,3.7,1.86,1.03,11.0,1.18,4.5,1.61,2.33,2.6,1.47,4.0,1.2,1.57,2.25
Hungary NB I,2023-05-14,08:30:00,31,Mezőkövesd-Zsóry,Paksi SE,2.96,3.35,2.06,0.0,0.0,0.0,0.0,1.7,2.1,0.0,0.0,0.0,0.0,0.0,0.0
Belgium Pro League,2023-05-14,08:30:00,3,Royal Antwerp FC,Club Brugge,2.12,3.45,3.3,1.05,9.0,1.29,3.5,1.9,1.91,3.0,1.36,5.5,1.12,1.75,2.0
China Chinese Super League,2023-05-14,08:35:00,7,Hangzhou,Shanghai SIPG,3.73,3.54,1.79,1.06,10.75,1.33,3.2,1.95,1.7,3.6,1.25,7.1,1.1,1.95,1.8
China Chinese Super League,2023-05-14,08:35:00,7,Tianjin Teda,Henan Jianye,1.78,3.32,4.08,1.08,7.0,1.44,2.65,2.18,1.56,4.75,1.2,7.5,1.07,2.05,1.7
China Chinese Super League,2023-05-14,08:35:00,7,Shijiazhuang Ever Bright,Shandong Luneng,4.84,3.65,1.59,1.06,10.5,1.36,3.18,2.14,1.71,3.75,1.28,7.4,1.09,2.05,1.7
Spain Segunda División,2023-05-14,09:00:00,40,Racing Santander,SD Eibar,2.85,3.05,2.37,1.1,6.5,1.46,2.5,2.28,1.6,4.5,1.17,9.5,1.05,2.08,1.71
Spain La Liga,2023-05-14,09:00:00,34,Celta de Vigo,Valencia CF,2.18,3.25,3.0,1.08,9.4,1.38,3.07,2.05,1.83,3.92,1.26,7.85,1.08,1.95,1.8
Ukraine Ukrainian Premier League,2023-05-14,09:00:00,26,Hirnyk,Rukh Vynnyky,2.12,3.15,3.33,1.07,8.5,1.4,2.7,2.25,1.62,4.0,1.2,7.5,1.06,2.0,1.75
Denmark Superliga,2023-05-14,09:00:00,7,Silkeborg,Lyngby,2.02,3.6,3.45,1.03,11.5,1.27,3.7,1.74,2.1,3.15,1.35,5.95,1.13,1.7,2.05
Denmark Superliga,2023-05-14,09:00:00,7,Midtjylland,Horsens,1.41,4.7,7.5,1.03,12.5,1.22,3.8,1.67,2.2,2.63,1.43,4.75,1.15,1.95,1.8
Switzerland Super League,2023-05-14,09:15:00,33,Young Boys,Zürich,1.63,3.75,4.5,1.02,13.0,1.12,5.0,1.52,2.45,2.25,1.6,3.64,1.23,1.61,2.28
Netherlands Eredivisie,2023-05-14,09:30:00,32,Groningen,Ajax,8.5,5.8,1.29,1.01,26.0,1.11,6.28,1.4,2.82,2.23,1.66,3.35,1.31,1.91,1.91
Netherlands Tweede Divisie,2023-05-14,09:30:00,32,TEC,Volendam II,1.75,4.2,3.25,0.0,0.0,0.0,0.0,1.44,2.7,1.99,1.82,0.0,0.0,0.0,0.0
Austria Bundesliga,2023-05-14,09:30:00,7,Sturm Graz,Austria Klagenfurt,1.25,5.03,8.2,0.0,0.0,0.0,0.0,1.65,2.2,2.28,1.6,0.0,0.0,0.0,0.0
Austria Bundesliga,2023-05-14,09:30:00,7,LASK Linz,Salzburg,3.26,3.4,1.9,0.0,0.0,0.0,0.0,1.64,2.2,0.0,0.0,0.0,0.0,0.0,0.0
Poland Ekstraklasa,2023-05-14,10:00:00,32,Pogoń Szczecin,Miedź Legnica,1.46,4.2,5.6,1.04,11.0,1.24,3.7,1.81,2.07,2.8,1.38,5.0,1.14,1.95,1.8
France Ligue 1,2023-05-14,10:00:00,35,Montpellier,Lorient,1.78,3.95,4.2,1.04,13.0,1.28,3.75,1.83,1.98,3.1,1.38,6.0,1.13,1.7,2.05
France Ligue 1,2023-05-14,10:00:00,35,Brest,Auxerre,2.0,3.5,3.75,1.07,9.5,1.4,3.0,1.96,1.84,4.0,1.25,8.5,1.07,1.95,1.8
France Ligue 1,2023-05-14,10:00:00,35,Rennes,Troyes,1.3,5.8,9.5,1.01,13.0,1.17,4.75,1.47,2.57,2.4,1.58,3.8,1.25,2.0,1.75
France Ligue 1,2023-05-14,10:00:00,35,Toulouse,Nantes,1.95,3.85,3.55,1.03,11.0,1.22,4.0,1.71,2.14,2.85,1.4,5.0,1.15,1.62,2.2
Slovenia PrvaLiga,2023-05-14,10:00:00,35,Tabor Sežana,Maribor,4.5,3.5,1.64,1.04,13.0,1.28,3.5,1.96,1.84,3.2,1.33,5.0,1.13,1.9,1.83
Italy Serie A,2023-05-14,10:00:00,35,Fiorentina,Udinese,1.9,3.35,3.6,1.04,11.5,1.25,3.85,1.92,1.96,3.15,1.36,6.4,1.12,1.75,2.0
Italy Serie A,2023-05-14,10:00:00,35,Monza,Napoli,4.3,3.6,1.69,1.04,11.5,1.26,3.8,1.96,1.92,3.2,1.35,6.4,1.12,1.91,1.91
England Premier League,2023-05-14,10:00:00,36,Brentford,West Ham United,2.22,3.2,2.95,1.04,10.5,1.27,3.7,1.99,1.89,3.3,1.33,6.75,1.1,1.75,2.0
England Premier League,2023-05-14,10:00:00,36,Everton,Manchester City,9.75,4.8,1.27,1.02,15.0,1.18,4.8,1.61,2.3,2.5,1.52,4.6,1.19,1.95,1.8
Portugal LigaPro,2023-05-14,10:00:00,32,FC Penafiel,CD Tondela,2.04,3.06,3.02,1.07,7.0,1.38,2.8,2.25,1.6,3.8,1.22,7.0,1.07,2.0,1.73
Sweden Allsvenskan,2023-05-14,10:00:00,8,Hammarby,Djurgården,2.36,3.2,2.74,1.05,12.0,1.32,3.4,1.98,1.86,3.5,1.32,6.5,1.11,1.75,2.05
Sweden Allsvenskan,2023-05-14,10:00:00,8,Elfsborg,Värnamo,1.47,4.3,5.4,1.03,12.0,1.2,4.1,1.65,2.25,2.33,1.61,4.4,1.18,1.8,1.87
Sweden Allsvenskan,2023-05-14,10:00:00,8,Mjällby,Sirius,2.26,3.25,2.87,1.07,10.0,1.38,3.1,1.98,1.9,4.0,1.26,8.0,1.08,1.87,1.92
Uruguay Primera División,2023-05-14,10:00:00,15,Fénix,La Luz,2.09,3.23,3.4,1.05,8.5,1.3,3.2,2.1,1.66,3.5,1.25,7.5,1.06,1.8,1.91
Czech Republic First League,2023-05-14,10:00:00,2,Jablonec,Baník Ostrava,2.39,3.4,2.44,1.04,10.0,1.22,4.0,1.72,2.07,2.75,1.42,4.5,1.17,1.57,2.35
Czech Republic First League,2023-05-14,10:00:00,2,Teplice,Zlín,2.38,3.5,2.55,1.05,9.0,1.25,3.75,1.83,2.03,2.75,1.4,5.0,1.14,1.67,2.1
Czech Republic First League,2023-05-14,10:00:00,2,Zbrojovka Brno,Pardubice,2.07,3.55,2.83,1.05,9.0,1.22,4.0,1.71,2.07,2.9,1.4,5.0,1.14,1.63,2.2
Germany Bundesliga,2023-05-14,10:30:00,32,Stuttgart,Bayer Leverkusen,2.64,3.3,2.38,1.03,11.0,1.22,4.0,1.73,2.12,2.62,1.42,4.75,1.17,1.57,2.25
Hungary NB I,2023-05-14,10:30:00,31,Várda SE,Újpest,2.33,3.2,2.64,0.0,0.0,0.0,0.0,2.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-05-14,11:00:00,14,Brown de Adrogué,Club Atlético Mitre,2.12,2.77,3.05,1.12,5.3,1.5,2.48,2.5,1.41,5.2,1.12,9.55,1.03,2.2,1.6
Denmark Superliga,2023-05-14,11:00:00,7,Brøndby,København,3.35,3.35,2.17,1.03,12.5,1.27,3.7,1.95,1.86,3.15,1.35,5.95,1.13,1.62,2.2
Spain Segunda División,2023-05-14,11:15:00,40,FC Andorra,CD Tenerife,2.22,3.02,2.88,1.08,8.25,1.44,2.4,2.4,1.54,4.2,1.19,7.75,1.05,2.0,1.72
Spain La Liga,2023-05-14,11:15:00,34,Elche CF,Atlético Madrid,6.2,4.3,1.41,1.03,15.0,1.2,4.5,1.7,2.15,2.7,1.47,5.0,1.18,1.95,1.8
Switzerland Super League,2023-05-14,11:30:00,33,Lugano,Winterthur,1.86,3.45,3.7,1.04,13.5,1.25,4.05,1.92,1.96,2.88,1.42,5.35,1.16,1.72,2.09
Switzerland Super League,2023-05-14,11:30:00,33,St. Gallen,Basel,2.43,3.25,2.64,1.02,12.0,1.15,4.75,1.58,2.24,2.32,1.57,3.75,1.25,1.5,2.54
Portugal Liga NOS,2023-05-14,11:30:00,32,Rio Ave FC,Vitória Guimarães,2.49,2.97,2.58,1.08,8.5,1.42,2.8,2.28,1.58,4.5,1.2,9.0,1.05,1.95,1.8
Portugal LigaPro,2023-05-14,11:30:00,32,Porto II,Academico Viseu,2.26,3.05,2.85,1.01,9.9,1.23,3.62,1.82,2.04,2.88,1.35,5.25,1.11,1.64,2.2
Portugal LigaPro,2023-05-14,11:30:00,32,Moreirense FC,Leixões,1.52,3.95,4.7,1.01,10.0,1.25,3.6,1.82,1.72,2.8,1.38,4.75,1.15,1.8,1.91
Netherlands Eredivisie,2023-05-14,11:45:00,32,Feyenoord,Go Ahead Eagles,1.16,8.0,13.0,1.01,20.0,1.1,6.3,1.33,3.15,1.77,2.05,2.95,1.37,1.95,1.8
Bulgaria First League,2023-05-14,11:45:00,1,Arda,Lokomotiv Sofia 1929,1.75,3.25,3.95,1.08,7.25,1.41,2.68,2.14,1.51,4.0,1.19,7.3,1.06,2.11,1.69
Croatia Prva HNL,2023-05-14,12:00:00,34,Varaždin,Rijeka,4.2,3.5,1.75,1.05,8.0,1.25,3.6,1.8,2.0,2.9,1.36,5.25,1.13,1.8,1.91
Austria Bundesliga,2023-05-14,12:00:00,7,Austria Wien,Rapid Wien,2.29,3.45,2.69,0.0,0.0,0.0,0.0,1.68,2.1,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-05-14,12:00:00,8,Stade Tunisien,EO Sidi Bouzid,1.56,3.34,5.53,1.08,8.0,1.45,2.56,2.36,1.52,4.38,1.17,8.05,1.05,2.44,1.53
Tunisia Ligue 1,2023-05-14,12:00:00,8,Métlaoui,CA Bizertin,2.43,2.67,3.0,1.11,6.4,1.63,2.15,2.89,1.29,5.1,1.13,9.15,1.02,2.45,1.52
Tunisia Ligue 1,2023-05-14,12:00:00,8,AS Slimane,Hammam-Sousse,2.11,2.74,3.56,0.0,0.0,1.61,2.18,2.81,1.31,0.0,0.0,0.0,0.0,0.0,0.0
France Ligue 1,2023-05-14,12:05:00,35,Monaco,Lille,2.5,3.9,2.5,1.02,19.0,1.19,4.75,1.58,2.35,2.3,1.54,4.5,1.2,1.5,2.5
Romania Liga I,2023-05-14,12:15:00,8,U Craiova 1948,Argeș,1.67,3.25,4.6,1.04,8.0,1.39,3.04,2.4,1.54,3.65,1.22,7.2,1.05,2.08,1.71
Poland Ekstraklasa,2023-05-14,12:30:00,32,Raków Częstochowa,Lech Poznań,1.76,3.55,3.95,1.01,9.4,1.26,3.4,2.05,1.83,3.08,1.31,5.75,1.09,1.8,1.95
Slovenia PrvaLiga,2023-05-14,12:30:00,35,Bravo,Radomlje,1.93,3.3,3.35,1.06,10.25,1.36,3.0,2.12,1.66,3.75,1.25,5.8,1.1,1.87,1.87
Germany Bundesliga,2023-05-14,12:30:00,32,RB Leipzig,Werder Bremen,1.31,5.6,6.2,1.01,26.0,1.12,5.7,1.52,2.55,2.17,1.7,3.4,1.3,1.8,1.95
England Premier League,2023-05-14,12:30:00,36,Arsenal,Brighton & Hove Albion,1.84,3.26,3.64,1.02,18.0,1.18,5.1,1.66,2.23,2.25,1.57,4.4,1.23,1.57,2.25
Sweden Allsvenskan,2023-05-14,12:30:00,8,Halmstad,Malmö FF,5.2,3.95,1.53,1.04,11.0,1.22,3.9,1.73,2.17,2.65,1.41,4.75,1.16,1.85,1.83
Sweden Allsvenskan,2023-05-14,12:30:00,8,Kalmar,Brommapojkarna,1.64,3.7,4.5,1.04,12.0,1.28,3.75,1.93,1.95,3.2,1.36,6.0,1.13,1.83,1.85
Venezuela Primera División,2023-05-14,12:30:00,14,Estudiantes Mérida,Mineros de Guayana,1.73,3.27,3.89,1.04,11.5,1.27,3.38,1.82,1.79,3.1,1.32,5.65,1.11,1.8,1.9
Serbia SuperLiga,2023-05-14,12:30:00,5,Kolubara,Napredak,3.01,2.68,2.34,1.06,7.1,1.54,2.31,2.4,1.5,4.5,1.16,9.6,1.02,2.07,1.72
9288,2023-05-14,12:30:00,2,Bella Vista,Albion,2.55,2.96,2.44,0.0,0.0,0.0,0.0,2.08,1.67,0.0,0.0,0.0,0.0,0.0,0.0
Italy Serie A,2023-05-14,13:00:00,35,Bologna,Roma,2.78,3.05,2.43,1.09,7.5,1.46,2.7,2.4,1.57,4.8,1.18,11.0,1.05,2.05,1.7
Hungary NB I,2023-05-14,13:00:00,31,Puskás,Videoton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denmark Superliga,2023-05-14,13:00:00,7,AGF,Nordsjælland,2.4,3.45,2.85,1.05,9.9,1.33,3.3,1.98,1.83,3.55,1.29,6.95,1.1,1.8,1.95
Czech Republic First League,2023-05-14,13:00:00,2,Bohemians 1905,Slovácko,2.42,3.35,2.44,1.03,8.5,1.28,3.3,1.91,1.95,3.1,1.32,5.7,1.08,1.7,2.0
Spain Segunda División,2023-05-14,13:30:00,40,SD Huesca,SD Ponferradina,1.98,3.16,3.26,1.09,6.0,1.43,2.63,2.43,1.54,4.0,1.2,8.0,1.05,2.0,1.73
Spain Segunda División,2023-05-14,13:30:00,40,Albacete Balompié,Deportivo Alavés,2.52,2.97,2.73,1.11,6.0,1.49,2.55,2.25,1.5,4.5,1.17,9.0,1.05,2.05,1.7
Spain La Liga,2023-05-14,13:30:00,34,Real Valladolid,Sevilla FC,2.38,3.15,2.77,1.04,9.0,1.3,3.3,1.96,1.92,3.2,1.33,6.0,1.11,1.75,2.0
Chile Primera División,2023-05-14,13:30:00,14,Huachipato,Ñublense,2.07,3.3,2.98,1.04,12.0,1.28,3.6,1.88,1.94,3.1,1.36,6.0,1.12,1.7,2.1
Belgium Pro League,2023-05-14,13:30:00,3,Union Saint-Gilloise,KRC Genk,2.12,3.45,3.3,1.02,15.0,1.22,4.2,1.8,2.02,2.75,1.44,5.0,1.16,1.62,2.2
Portugal Liga NOS,2023-05-14,14:00:00,32,Sporting Braga,Santa Clara,1.16,5.8,14.0,1.02,22.5,1.13,5.0,1.48,2.42,2.17,1.64,3.6,1.25,2.2,1.6
Portugal LigaPro,2023-05-14,14:00:00,32,Vilafranquense,Sporting Covilhã,1.85,3.3,3.65,1.07,7.0,1.38,2.8,2.23,1.62,3.8,1.22,7.0,1.07,1.9,1.83
Egypt Egyptian Premier League,2023-05-14,14:00:00,28,Ceramica Cleopatra,Ghazl El Mehalla,1.57,3.57,6.25,1.02,8.6,1.33,3.1,2.0,1.76,3.6,1.25,6.5,1.06,2.0,1.75
Argentina Primera División,2023-05-14,14:00:00,16,Defensa y Justicia,Estudiantes,2.45,2.9,2.75,1.08,6.5,1.42,2.62,2.3,1.57,4.0,1.2,8.0,1.05,1.95,1.75
Greece Super League,2023-05-14,14:00:00,10,AEK Athens,Volos NFC,1.04,17.0,41.0,1.01,26.0,1.04,7.5,1.21,3.33,1.78,1.98,2.43,1.48,2.75,1.38
Greece Super League,2023-05-14,14:00:00,10,Panathinaikos,Aris,1.41,4.4,6.0,1.03,8.4,1.32,3.04,2.01,1.78,3.55,1.24,6.75,1.06,2.3,1.53
Greece Super League,2023-05-14,14:00:00,10,PAOK,Olympiakos Piraeus,2.39,3.25,2.67,1.04,7.9,1.35,2.88,2.16,1.65,3.72,1.22,7.2,1.05,1.81,1.97
Bulgaria First League,2023-05-14,14:00:00,1,CSKA 1948 Sofia,Levski Sofia,2.29,3.1,2.77,1.07,7.2,1.52,2.45,2.41,1.4,4.8,1.16,10.5,1.03,2.15,1.67
Croatia Prva HNL,2023-05-14,14:10:00,34,Dinamo Zagreb,Šibenik,1.2,6.0,11.0,1.02,19.25,1.17,4.38,1.6,2.3,2.41,1.5,4.1,1.2,2.38,1.53
Serbia SuperLiga,2023-05-14,14:30:00,5,Partizan,Radnički Kragujevac,1.18,5.46,12.18,1.02,17.75,1.18,4.25,1.6,2.21,2.48,1.48,4.25,1.18,2.2,1.6
Netherlands Eredivisie,2023-05-14,15:00:00,32,AZ,Emmen,1.33,5.4,8.0,1.02,17.0,1.18,4.65,1.62,2.3,2.32,1.54,4.45,1.19,1.95,1.8
Netherlands Eredivisie,2023-05-14,15:00:00,32,PSV,Fortuna Sittard,1.1,10.5,18.0,1.01,45.0,1.08,8.75,1.27,3.54,1.72,2.12,2.58,1.51,2.0,1.75
Peru Primera División,2023-05-14,15:00:00,2,Alianza Atlético,Universitario,2.87,2.96,2.11,1.03,10.5,1.22,3.95,1.85,1.7,3.0,1.35,5.8,1.12,1.58,2.25
Ecuador Primera Categoría Serie A,2023-05-14,15:00:00,10,Delfin SC,CD Universidad Católica,2.61,3.17,2.17,1.05,9.0,1.25,3.75,1.69,1.86,2.75,1.4,5.0,1.14,1.63,2.1
Uruguay Primera División,2023-05-14,15:00:00,15,Danubio,Defensor Sporting,2.79,3.05,2.66,1.05,9.4,1.33,3.03,2.12,1.64,3.53,1.22,7.5,1.06,1.83,1.83
Brazil Serie D,2023-05-14,15:00:00,2,Tuna Luso,Nacional AM,2.2,3.3,2.8,0.0,0.0,1.29,3.14,2.0,1.8,3.34,1.26,0.0,0.0,1.74,1.93
Brazil Serie D,2023-05-14,15:00:00,2,Caxias,Concórdia AC,1.53,3.5,5.5,0.0,0.0,0.0,0.0,2.1,1.7,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2023-05-14,15:00:00,8,FCSB,CFR Cluj,1.94,3.16,3.16,1.07,7.5,1.33,3.1,2.28,1.61,3.75,1.25,7.0,1.08,1.87,1.87
9288,2023-05-14,15:00:00,2,Cerrito,Juventud,2.6,2.77,2.55,1.09,7.7,1.4,2.61,2.34,1.53,4.25,1.18,7.9,1.05,1.95,1.75
England EFL League Two,2023-05-14,15:00:00,0,Bradford City,Carlisle United,2.19,3.1,2.93,1.04,7.9,1.35,2.88,2.12,1.65,3.72,1.22,7.3,1.05,1.83,1.83
Mexico Liga MX,2023-05-14,15:00:00,0,Toluca,Tigres UANL,2.34,3.55,3.14,1.04,10.5,1.23,3.75,1.71,1.98,2.75,1.39,5.0,1.15,1.67,2.27
Argentina Prim B Nacional,2023-05-14,15:30:00,16,Flandria,Agropecuario,2.84,2.75,2.47,1.12,5.3,1.6,2.23,2.46,1.49,4.9,1.14,8.85,1.03,2.15,1.65
Brazil Serie B,2023-05-14,15:30:00,6,Londrina,Ponte Preta,2.37,3.0,2.74,1.1,6.5,1.42,2.75,2.35,1.53,4.33,1.2,8.0,1.06,1.98,1.72
Brazil Serie D,2023-05-14,15:30:00,2,Fluminense PI,Caucaia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie D,2023-05-14,15:30:00,2,Iporá,Interporto,1.62,3.4,5.0,1.04,13.0,1.24,3.68,1.6,2.3,2.84,1.37,5.1,1.13,1.78,1.95
France Ligue 1,2023-05-14,15:45:00,35,Olympique Marseille,Angers SCO,1.18,7.0,15.0,1.01,23.0,1.14,6.0,1.42,2.74,2.12,1.73,3.75,1.28,2.05,1.7
Italy Serie A,2023-05-14,15:45:00,35,Juventus,Cremonese,1.35,4.5,7.2,1.03,12.0,1.24,4.0,1.85,2.03,3.0,1.38,6.0,1.13,2.05,1.7
Spain Segunda División,2023-05-14,16:00:00,40,UD Las Palmas,Villarreal II,1.53,3.7,5.6,1.08,7.0,1.4,2.85,2.48,1.52,4.2,1.2,7.5,1.07,2.35,1.55
Spain La Liga,2023-05-14,16:00:00,34,RCD Espanyol,FC Barcelona,5.6,4.2,1.46,1.03,13.0,1.25,4.0,1.74,1.92,2.95,1.4,5.5,1.15,1.75,2.0
Chile Primera División,2023-05-14,16:00:00,14,Unión La Calera,Coquimbo Unido,2.07,3.3,3.0,1.02,8.8,1.29,3.2,2.01,1.85,3.32,1.27,6.3,1.07,1.86,1.9
Bolivia LFPB,2023-05-14,16:00:00,13,Libertad,The Strongest,3.85,3.47,1.69,1.02,12.5,1.18,4.5,1.64,2.18,2.65,1.44,4.9,1.16,1.6,2.23
Colombia Categoria Primera A,2023-05-14,16:00:00,19,Independiente Medellín,Deportivo Pasto,1.76,3.25,4.1,1.06,7.5,1.38,3.0,2.1,1.74,4.0,1.22,8.0,1.07,1.93,1.83
Brazil Serie A,2023-05-14,16:00:00,6,Vasco da Gama,Santos,1.91,3.3,4.5,1.07,9.0,1.4,2.95,2.25,1.62,4.2,1.22,8.0,1.07,2.0,1.75
Brazil Serie A,2023-05-14,16:00:00,6,Corinthians,São Paulo,2.38,3.2,3.2,1.08,8.5,1.42,2.8,2.3,1.6,4.5,1.2,9.0,1.05,1.95,1.8
Brazil Serie A,2023-05-14,16:00:00,6,Grêmio,Fortaleza,2.15,3.3,3.5,1.06,8.0,1.33,3.25,2.0,1.8,3.4,1.3,6.0,1.11,1.8,1.95
Chile Segunda División,2023-05-14,16:00:00,10,General Velásquez,Lautaro de Buin ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
