League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Japan J1 League,2023-05-27,01:00:00,15,Consadole Sapporo,Nagoya Grampus,2.45,3.3,2.7,1.05,9.0,1.28,3.5,1.88,1.83,3.2,1.33,5.5,1.12,1.68,2.1
Japan J2 League,2023-05-27,02:00:00,18,Ventforet Kofu,Omiya Ardija,1.94,3.3,3.5,1.05,8.0,1.3,3.2,1.99,1.74,3.3,1.29,6.0,1.09,1.8,1.91
Japan J2 League,2023-05-27,02:00:00,18,V-Varen Nagasaki,Jubilo Iwata,3.3,3.2,2.03,1.05,8.0,1.3,3.2,1.97,1.77,3.3,1.29,6.0,1.09,1.75,1.95
Japan J1 League,2023-05-27,02:00:00,15,Vissel Kobe,Tokyo,1.78,3.5,4.15,1.06,8.0,1.3,3.3,1.93,1.78,3.5,1.28,7.19,1.11,1.85,1.9
Japan J1 League,2023-05-27,02:00:00,15,Sanfrecce Hiroshima,Shonan Bellmare,1.65,3.8,4.5,1.05,9.0,1.25,3.75,1.69,2.06,3.1,1.36,5.5,1.12,1.8,1.95
South Korea K League 2,2023-05-27,04:00:00,15,Jeonnam Dragons,Cheonan City,1.6,3.75,4.7,1.05,9.0,1.25,3.6,1.8,1.91,3.1,1.33,5.0,1.14,1.87,1.87
South Korea K League 2,2023-05-27,04:00:00,15,Cheongju,Gyeongnam,3.6,3.35,1.9,1.02,8.8,1.29,3.18,1.85,1.85,3.28,1.27,5.35,1.1,1.7,1.98
China Chinese Super League,2023-05-27,04:00:00,10,Chengdu Better City FC,Nantong Zhiyun,1.43,4.5,6.5,1.04,11.5,1.22,3.8,1.67,2.1,2.65,1.41,4.75,1.16,1.91,1.91
South Korea K League 1,2023-05-27,04:30:00,15,Jeju United,Suwon Bluewings,1.95,3.25,3.75,1.07,7.5,1.36,3.0,2.1,1.67,3.75,1.25,7.0,1.08,1.87,1.87
Japan J1 League,2023-05-27,05:00:00,15,Sagan Tosu,Kashima Antlers,3.75,3.3,1.97,1.06,8.0,1.3,3.25,2.2,1.6,3.5,1.28,6.5,1.1,1.83,1.9
South Korea K League 2,2023-05-27,06:30:00,15,Seongnam,Anyang,3.01,3.3,2.3,1.08,7.0,1.33,3.1,2.1,1.68,3.75,1.25,7.0,1.08,1.8,1.95
Portugal LigaPro,2023-05-27,07:00:00,34,FC Penafiel,Estrela Amadora,2.75,3.1,2.4,1.04,7.9,1.33,3.1,2.05,1.7,3.6,1.24,6.8,1.06,1.8,1.95
South Korea K League 1,2023-05-27,07:00:00,15,Daegu,Incheon United,2.5,3.0,2.6,1.08,7.0,1.36,3.0,2.1,1.67,3.75,1.25,7.0,1.08,1.83,1.9
Japan J1 League,2023-05-27,07:00:00,15,Kyoto Sanga,Urawa Reds,3.8,3.5,1.9,1.05,9.0,1.3,3.3,1.91,1.8,3.5,1.28,6.0,1.11,1.83,1.9
Denmark 1st Division,2023-05-27,08:00:00,9,Vendsyssel,Hvidovre,3.45,3.65,1.9,1.01,14.5,1.23,4.2,1.67,2.1,2.75,1.44,5.0,1.17,1.62,2.2
Scotland Premiership,2023-05-27,08:30:00,38,Celtic,Aberdeen,1.15,8.75,15.0,1.01,23.0,1.06,6.65,1.3,3.2,1.8,1.91,2.86,1.42,1.91,1.83
Scotland Premiership,2023-05-27,08:30:00,38,Hearts,Hibernian,2.15,3.5,3.3,1.04,11.0,1.23,4.48,1.67,2.1,2.77,1.48,5.09,1.19,1.6,2.25
Scotland Premiership,2023-05-27,08:30:00,38,St. Mirren,Rangers,7.0,4.7,1.43,1.03,11.0,1.22,4.51,1.6,2.2,2.67,1.5,4.9,1.19,1.83,1.91
China Chinese Super League,2023-05-27,08:35:00,10,Shijiazhuang Ever Bright,Wuhan Three Towns,5.75,4.5,1.45,1.01,15.0,1.17,4.63,1.5,2.5,2.25,1.57,4.09,1.2,1.65,2.16
Portugal Liga NOS,2023-05-27,08:45:00,34,Gil Vicente,Casa Pia,2.25,3.4,3.15,1.04,9.5,1.3,3.4,2.0,1.73,3.5,1.28,6.3,1.1,1.67,2.05
Portugal LigaPro,2023-05-27,08:45:00,34,Porto II,Benfica II,1.9,3.55,3.7,1.03,12.0,1.2,4.2,1.61,2.2,2.65,1.45,4.4,1.18,1.57,2.3
Italy Serie A,2023-05-27,10:00:00,37,Salernitana,Udinese,2.7,3.45,2.55,1.05,11.0,1.3,3.6,1.85,1.85,3.3,1.33,6.5,1.12,1.72,2.1
Italy Serie A,2023-05-27,10:00:00,37,Spezia,Torino,2.35,3.25,3.15,1.07,7.5,1.36,2.9,2.15,1.61,3.75,1.25,7.0,1.08,1.88,1.91
Sweden Allsvenskan,2023-05-27,10:00:00,10,Mjällby,Halmstad,1.95,3.35,3.85,1.07,9.0,1.4,3.0,2.15,1.61,4.2,1.24,8.5,1.07,1.93,1.77
Germany Bundesliga,2023-05-27,10:30:00,34,Borussia Dortmund,Mainz 05,1.15,8.75,16.0,1.0,41.0,1.06,10.0,1.25,3.75,1.8,1.91,2.1,1.65,1.61,2.2
Germany Bundesliga,2023-05-27,10:30:00,34,RB Leipzig,Schalke 04,1.63,4.6,4.5,1.02,29.0,1.1,7.0,1.36,3.1,2.05,1.7,3.0,1.4,1.41,2.7
Germany Bundesliga,2023-05-27,10:30:00,34,Union Berlin,Werder Bremen,1.43,4.8,7.25,1.03,15.0,1.22,4.33,1.83,1.87,2.85,1.44,5.0,1.17,1.98,1.73
Germany Bundesliga,2023-05-27,10:30:00,34,Köln,Bayern München,6.0,5.5,1.43,1.0,41.0,1.06,9.0,1.25,3.75,1.73,2.0,2.5,1.53,1.47,2.45
Germany Bundesliga,2023-05-27,10:30:00,34,Borussia M'gladbach,Augsburg,2.25,3.45,3.15,1.02,21.0,1.17,5.0,1.57,2.25,2.29,1.55,4.0,1.25,1.44,2.55
Germany Bundesliga,2023-05-27,10:30:00,34,Eintracht Frankfurt,Freiburg,2.5,3.7,2.6,1.02,19.0,1.19,4.75,1.75,1.95,2.12,1.64,4.5,1.2,1.53,2.3
Germany Bundesliga,2023-05-27,10:30:00,34,Wolfsburg,Hertha BSC,1.35,5.75,7.75,1.01,23.0,1.13,6.0,1.61,2.15,1.85,1.85,3.6,1.3,1.66,2.05
Germany Bundesliga,2023-05-27,10:30:00,34,Bochum,Bayer Leverkusen,3.3,3.95,2.05,1.01,21.0,1.15,5.5,1.57,2.3,2.1,1.65,3.75,1.28,1.46,2.5
Germany Bundesliga,2023-05-27,10:30:00,34,Stuttgart,Hoffenheim,1.5,5.0,5.5,1.01,21.0,1.15,5.5,1.61,2.15,1.92,1.78,3.75,1.28,1.58,2.2
Netherlands Tweede Divisie,2023-05-27,10:30:00,34,Sparta Rotterdam II,Kozakken Boys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Tweede Divisie,2023-05-27,10:30:00,34,Rijnsburgse Boys,Noordwijk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Tweede Divisie,2023-05-27,10:30:00,34,Katwijk,Spakenburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Tweede Divisie,2023-05-27,10:30:00,34,HHC,Volendam II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Tweede Divisie,2023-05-27,10:30:00,34,Koninklijke HFC,Lisse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Tweede Divisie,2023-05-27,10:30:00,34,IJsselmeervogels,Quick Boys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Tweede Divisie,2023-05-27,10:30:00,34,TEC,Scheveningen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Tweede Divisie,2023-05-27,10:30:00,34,AFC,Excelsior Maassluis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Tweede Divisie,2023-05-27,10:30:00,34,De Treffers,OFC Oostzaan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2023-05-27,11:00:00,18,Gimnasia La Plata,Sarmiento,2.4,3.16,3.12,1.08,8.5,1.42,2.8,2.35,1.52,4.5,1.2,9.0,1.05,1.95,1.8
Czech Republic First League,2023-05-27,11:00:00,5,Sparta Praha,Viktoria Plzeň,1.63,3.85,4.7,1.02,16.0,1.2,4.2,1.61,2.15,2.7,1.44,4.5,1.18,1.68,2.0
Czech Republic First League,2023-05-27,11:00:00,5,Slavia Praha,Slovácko,1.27,5.5,9.5,1.01,18.0,1.2,4.33,1.6,2.2,2.65,1.45,4.4,1.18,2.2,1.58
Czech Republic First League,2023-05-27,11:00:00,5,Bohemians 1905,Sigma Olomouc,1.97,3.45,3.55,1.02,8.5,1.21,4.05,1.67,2.1,2.7,1.4,4.8,1.11,1.6,2.25
Spain Segunda División,2023-05-27,11:15:00,42,FC Andorra,Villarreal II,2.0,3.1,3.85,1.05,10.5,1.32,3.1,2.35,1.53,3.4,1.27,6.25,1.09,1.82,1.88
Spain Segunda División,2023-05-27,11:15:00,42,Burgos CF,CD Lugo,1.63,3.35,5.75,1.06,6.8,1.5,2.45,2.43,1.54,4.5,1.16,8.8,1.02,2.33,1.56
Croatia Prva HNL,2023-05-27,11:30:00,36,Istra 1961,Slaven Koprivnica,1.8,3.25,4.33,1.07,7.0,1.42,2.75,2.15,1.67,4.5,1.2,7.0,1.07,2.1,1.67
Portugal Liga NOS,2023-05-27,11:30:00,34,GD Estoril Praia,CS Marítimo,2.35,3.05,3.25,1.06,8.0,1.28,3.5,2.1,1.67,3.5,1.28,6.3,1.1,1.85,1.9
Portugal Liga NOS,2023-05-27,11:30:00,34,GD Chaves,Boavista FC,2.1,3.7,3.3,1.01,9.7,1.25,3.48,1.95,1.75,2.97,1.33,5.5,1.1,1.71,2.09
Austria Bundesliga,2023-05-27,12:00:00,9,Wolfsberger AC,Wattens,2.0,3.8,3.35,0.0,0.0,0.0,0.0,1.57,2.25,0.0,0.0,0.0,0.0,0.0,0.0
Austria Bundesliga,2023-05-27,12:00:00,9,Hartberg,Ried,2.35,3.6,2.85,0.0,0.0,0.0,0.0,1.75,1.95,0.0,0.0,0.0,0.0,0.0,0.0
Austria Bundesliga,2023-05-27,12:00:00,9,Rheindorf Altach,Austria Lustenau,2.4,3.35,2.9,0.0,0.0,0.0,0.0,1.91,1.8,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-05-27,12:00:00,10,Hammam-Sousse,CA Bizertin,2.4,2.64,3.1,1.14,4.65,1.66,2.09,3.06,1.26,6.05,1.08,12.0,1.02,2.35,1.5
Tunisia Ligue 1,2023-05-27,12:00:00,10,AS Slimane,EO Sidi Bouzid,1.83,3.05,4.4,0.0,0.0,1.53,2.35,2.8,1.42,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-05-27,12:00:00,10,Métlaoui,Stade Tunisien,2.81,2.66,2.57,1.13,4.85,1.61,2.18,2.89,1.29,5.7,1.09,10.5,1.02,2.38,1.49
Tunisia Ligue 1,2023-05-27,12:00:00,8,CS Sfaxien,Etoile du Sahel,2.75,2.6,2.7,1.14,5.0,1.75,2.07,2.97,1.28,6.7,1.07,12.0,1.02,2.4,1.54
Tunisia Ligue 1,2023-05-27,12:00:00,8,Tataouine,Monastir,3.85,2.85,1.97,1.11,5.7,1.59,2.21,2.7,1.34,5.9,1.1,10.5,1.02,2.32,1.58
Serbia SuperLiga,2023-05-27,12:00:00,7,Kolubara,Radnički Niš,4.94,3.54,1.71,1.07,8.8,1.38,2.82,2.2,1.61,3.85,1.22,7.15,1.06,2.1,1.7
Serbia SuperLiga,2023-05-27,12:00:00,7,Mladost Lučani,Mladost Novi Sad,2.15,3.13,3.5,0.0,0.0,1.5,2.4,2.35,1.53,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2023-05-27,12:00:00,7,Napredak,Javor Ivanjica,2.47,3.0,3.02,1.1,6.9,1.48,2.46,2.45,1.5,4.63,1.16,8.55,1.04,2.15,1.67
Serbia SuperLiga,2023-05-27,12:00:00,7,Spartak Subotica,Radnik Surdulica,2.45,3.05,3.0,1.1,7.1,1.5,2.45,2.56,1.45,4.55,1.16,8.45,1.04,2.14,1.67
Poland Ekstraklasa,2023-05-27,12:30:00,34,Cracovia Kraków,Wisła Płock,2.35,3.25,2.75,1.05,10.0,1.27,3.5,2.0,1.73,3.0,1.34,5.5,1.12,1.7,2.0
Poland Ekstraklasa,2023-05-27,12:30:00,34,Piast Gliwice,Lechia Gdańsk,1.83,3.4,4.0,1.07,7.5,1.33,3.2,2.05,1.67,3.6,1.25,6.5,1.1,1.9,1.85
Poland Ekstraklasa,2023-05-27,12:30:00,34,Lech Poznań,Jagiellonia Białystok,1.35,4.9,7.75,1.02,17.25,1.17,4.25,1.6,2.2,2.51,1.45,4.4,1.16,1.94,1.81
Poland Ekstraklasa,2023-05-27,12:30:00,34,Legia Warszawa,Śląsk Wrocław,1.7,3.8,4.3,1.04,10.5,1.25,3.6,1.73,2.0,2.85,1.37,5.25,1.14,1.73,1.95
Poland Ekstraklasa,2023-05-27,12:30:00,34,Miedź Legnica,Górnik Zabrze,3.55,3.4,1.95,1.06,8.0,1.29,3.5,1.83,1.87,3.0,1.36,5.5,1.12,1.8,1.91
Poland Ekstraklasa,2023-05-27,12:30:00,34,Pogoń Szczecin,Radomiak Radom,1.63,3.9,4.7,1.0,10.25,1.22,3.72,1.8,1.91,2.82,1.36,5.1,1.11,1.78,1.9
Poland Ekstraklasa,2023-05-27,12:30:00,34,Raków Częstochowa,Zagłębie Lubin,1.45,4.2,6.25,1.03,15.25,1.22,4.0,1.7,2.05,2.9,1.4,4.72,1.15,1.88,1.82
Poland Ekstraklasa,2023-05-27,12:30:00,34,Stal Mielec,Warta Poznań,2.35,3.05,2.9,1.07,7.5,1.36,3.0,2.1,1.67,3.5,1.29,7.0,1.08,1.8,1.91
Poland Ekstraklasa,2023-05-27,12:30:00,34,Widzew Łódź,Korona Kielce,2.3,3.3,2.75,1.01,9.6,1.28,3.5,1.8,1.91,3.2,1.33,6.0,1.08,1.71,1.9
Sweden Allsvenskan,2023-05-27,12:30:00,10,Brommapojkarna,Sirius,2.4,3.45,2.75,1.06,10.0,1.36,3.2,2.1,1.67,3.75,1.28,7.5,1.09,1.82,1.87
Finland Veikkausliiga,2023-05-27,12:30:00,9,Mariehamn,HJK,5.5,3.9,1.53,1.04,10.0,1.25,3.75,1.73,2.0,2.75,1.4,5.0,1.14,1.8,1.91
Bulgaria First League,2023-05-27,12:45:00,3,OFK Pirin,Botev Vratsa,1.75,3.1,4.33,1.08,7.0,1.38,2.9,2.25,1.57,4.0,1.22,7.0,1.08,2.0,1.73
