League,N1,N2,N3
ALBANIA - SUPERLIGA,D,H,A
AUSTRALIA - A-LEAGUE,H,D,H
BANGLADESH - PREMIER LEAGUE,H,A,D
BELGIUM - CHALLENGER PRO LEAGUE,H,A,A
BELGIUM - JUPILER PRO LEAGUE,H,H,H
COLOMBIA - PRIMERA A,A,A,H
ENGLAND - CHAMPIONSHIP,A,A,A
ENGLAND - LEAGUE TWO,A,H,H
ITALY - SERIE C,A,H,D
MEXICO - LIGA DE EXPANSION MX,D,D,A
MEXICO - LIGA MX,A,D,A
NETHERLANDS - EERSTE DIVISIE,D,A,A
NETHERLANDS - EREDIVISIE,H,D,H
NORTHERN IRELAND - NIFL CHAMPIONSHIP,A,H,D
NORTHERN IRELAND - NIFL PREMIERSHIP,A,D,D
PANAMA - LPF,H,D,A
PARAGUAY - PRIMERA DIVISION,D,A,D
PORTUGAL - LIGA PORTUGAL,H,A,D
PORTUGAL - LIGA PORTUGAL 2,D,H,H
REPUBLIC OF THE CONGO - LIGUE 1,D,H,H
ROMANIA - LIGA 1,A,D,D
SPAIN - LALIGA2,H,D,D
