League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Egypt Egyptian Premier League,2023-06-22,15:30:00,16,Haras El Hodood,Al Ahly,11.35,5.25,1.21,1.01,8.8,1.3,3.3,1.77,1.94,3.2,1.3,5.7,1.1,2.2,1.6
Venezuela Primera División,2023-06-22,16:00:00,16,Estudiantes Mérida,Carabobo,2.5,3.1,2.62,1.04,7.8,1.35,2.84,2.2,1.6,3.74,1.21,7.4,1.04,1.83,1.93
Argentina Primera División,2023-06-22,17:00:00,21,Tigre,Vélez Sarsfield,2.2,3.1,3.5,1.1,7.0,1.53,2.55,2.6,1.47,5.0,1.16,11.0,1.03,2.15,1.61
Peru Primera División,2023-06-22,17:00:00,1,Academia Cantolao,Sporting Cristal,5.76,4.07,1.49,1.03,13.0,1.28,3.6,1.79,1.97,3.3,1.33,6.5,1.11,2.08,1.71
Argentina Primera División,2023-06-22,18:00:00,21,Racing Club,Barracas Central,1.72,3.6,5.0,1.06,9.5,1.36,3.1,2.1,1.72,4.0,1.25,8.0,1.07,2.0,1.75
Brazil Serie A,2023-06-22,19:00:00,11,Grêmio,América Mineiro,1.65,3.8,5.0,1.01,11.0,1.22,3.7,1.85,1.95,2.8,1.37,5.7,1.1,1.91,1.91
Argentina Primera División,2023-06-22,19:45:00,21,River Plate,Instituto,1.25,5.3,10.0,1.03,12.0,1.2,3.9,1.7,2.0,2.8,1.37,5.2,1.12,2.1,1.65
Brazil Serie A,2023-06-22,20:00:00,11,Vasco da Gama,Goiás,1.8,3.4,4.5,1.06,9.5,1.36,3.1,2.1,1.7,3.75,1.25,7.5,1.08,2.0,1.75
Brazil Serie A,2023-06-22,20:00:00,11,Coritiba,Internacional,3.1,3.0,2.5,1.09,7.5,1.45,2.75,2.4,1.53,4.75,1.2,9.5,1.05,2.0,1.75
Brazil Serie A,2023-06-22,20:00:00,11,Cuiabá,Botafogo,3.25,3.2,2.3,1.09,8.0,1.42,2.8,2.25,1.62,4.33,1.2,8.5,1.06,1.95,1.8
Peru Primera División,2023-06-22,20:00:00,1,Melgar,ADT,1.44,4.2,6.5,1.03,13.0,1.28,3.6,1.86,1.96,3.25,1.33,6.0,1.12,2.09,1.71
Peru Primera División,2023-06-22,21:00:00,1,Cienciano,Universitario,2.03,3.2,3.2,1.04,12.0,1.3,3.5,1.9,1.9,3.3,1.33,6.5,1.11,1.7,2.1
Peru Primera División,2023-06-22,21:00:00,1,Cienciano,Universitario,2.03,3.2,3.2,1.04,12.0,1.3,3.5,1.9,1.9,3.3,1.33,6.5,1.11,1.7,2.1
Brazil Serie A,2023-06-22,21:30:00,11,Bragantino,Flamengo,3.25,3.4,2.15,1.04,12.0,1.28,3.6,1.9,1.9,3.25,1.33,6.0,1.12,1.75,2.0
Brazil Serie B,2023-06-22,21:30:00,13,Sport Recife,Juventude,1.63,3.58,5.79,1.07,7.5,1.38,2.9,2.15,1.61,4.2,1.22,7.5,1.07,2.2,1.62
Argentina Primera División,2023-06-22,21:45:00,21,Godoy Cruz,Boca Juniors,2.7,3.0,2.8,1.11,6.0,1.5,2.5,2.5,1.5,4.5,1.17,9.0,1.05,2.1,1.68
