League,N1,N2,N3
BELARUS - VYSSHAYA LIGA,H,A,D
BRAZIL - BRASILEIRO WOMEN,A,A,D
BRAZIL - SERIE A,H,H,H
BRAZIL - SERIE B,A,H,A
CANADA - CANADIAN PREMIER LEAGUE,A,A,D
CHINA - SUPER LEAGUE,H,D,H
DOMINICAN REPUBLIC - LDF,A,H,H
EGYPT - PREMIER LEAGUE,A,H,A
ESTONIA - MEISTRILIIGA,A,H,H
GHANA - PREMIER LEAGUE,H,A,D
ITALY - SERIE D,A,A,A
MONGOLIA - PREMIER LEAGUE,A,D,A
NIGERIA - NPFL,H,D,D
NORWAY - OBOS-LIGAEN,H,H,H
PHILIPPINES - PFL,A,A,A
SINGAPORE - PREMIER LEAGUE,H,D,H
SOUTH KOREA - K LEAGUE 1,A,A,D
SOUTH KOREA - K LEAGUE 2,D,A,H
SPAIN - LALIGA2,D,A,A
SPAIN - PRIMERA RFEF,H,A,D
SWEDEN - SUPERETTAN,A,H,D
URUGUAY - PRIMERA DIVISION,H,A,A
USA - USL CHAMPIONSHIP,A,D,D
UZBEKISTAN - SUPER LEAGUE,D,A,D
VIETNAM - V.LEAGUE 1,D,H,A
