League,N1,N2,N3
ARMENIA - PREMIER LEAGUE,D,H,D
BULGARIA - PARVA LIGA,H,H,D
CAMEROON - ELITE ONE,A,A,A
CHINA - SUPER LEAGUE,A,H,D
EGYPT - PREMIER LEAGUE,H,A,D
ENGLAND - PREMIER LEAGUE,D,D,H
INDIA - I-LEAGUE,A,D,A
INDIA - ISL,D,H,H
INDONESIA - LIGA 1,D,H,D
MEXICO - LIGA DE EXPANSION MX,A,H,A
NETHERLANDS - EREDIVISIE,A,D,H
ROMANIA - LIGA 2,H,A,D
SERBIA - SUPER LIGA,D,D,A
SOUTH AMERICA - COPA LIBERTADORES,D,H,H
SOUTH AMERICA - COPA SUDAMERICANA,D,H,A
SWITZERLAND - SUPER LEAGUE,H,A,H
THAILAND - THAI LEAGUE 1,H,D,H
UZBEKISTAN - SUPER LEAGUE,D,A,A
VIETNAM - V.LEAGUE 1,D,H,A
