League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Netherlands Eerste Divisie,2023-05-19,15:00:00,38,PSV II,Eindhoven,2.7,3.4,2.3,1.02,12.0,1.17,4.5,1.57,2.3,2.38,1.53,4.0,1.22,1.5,2.5
Netherlands Eerste Divisie,2023-05-19,15:00:00,38,Roda JC,Willem II,3.6,3.6,1.83,1.03,15.0,1.2,4.2,1.65,2.1,2.6,1.45,4.5,1.16,1.58,2.2
Netherlands Eerste Divisie,2023-05-19,15:00:00,38,Telstar,NAC Breda,2.58,3.38,2.46,1.03,15.0,1.2,4.2,1.65,2.1,2.6,1.45,4.5,1.16,1.55,2.3
Netherlands Eerste Divisie,2023-05-19,15:00:00,38,Utrecht II,VVV,3.02,3.6,2.08,1.02,22.0,1.13,5.75,1.45,2.55,2.1,1.68,3.4,1.27,1.42,2.7
Slovenia PrvaLiga,2023-05-19,15:15:00,36,Gorica,Tabor Sežana,2.0,3.1,3.6,1.08,7.0,1.36,3.0,2.1,1.68,3.75,1.25,7.0,1.08,1.91,1.8
Poland Ekstraklasa,2023-05-19,15:30:00,33,Korona Kielce,Lech Poznań,4.2,3.5,1.75,1.01,9.9,1.25,3.75,1.83,2.03,2.8,1.38,5.0,1.15,1.72,2.05
Germany Bundesliga,2023-05-19,15:30:00,33,Freiburg,Wolfsburg,2.3,3.4,3.0,1.03,13.0,1.25,4.0,1.76,1.89,2.95,1.42,5.5,1.15,1.62,2.2
Italy Serie B,2023-05-19,15:30:00,38,Cittadella,Como,1.95,3.4,3.8,1.06,8.5,1.31,3.2,2.03,1.83,3.25,1.29,6.25,1.1,1.8,1.88
Italy Serie B,2023-05-19,15:30:00,38,Cosenza,Cagliari,3.3,3.25,2.15,1.05,12.25,1.28,3.77,2.03,1.83,3.1,1.37,5.95,1.13,1.71,2.0
Italy Serie B,2023-05-19,15:30:00,38,Genoa,Bari 1908,1.75,3.5,5.0,1.05,11.0,1.3,3.22,1.98,1.81,3.28,1.29,6.0,1.09,1.8,1.9
Italy Serie B,2023-05-19,15:30:00,38,Modena,Südtirol,2.0,3.2,3.8,1.08,9.25,1.38,3.1,1.98,1.81,3.88,1.26,7.8,1.08,1.82,1.88
Italy Serie B,2023-05-19,15:30:00,38,Palermo,Brescia,1.95,3.3,4.0,1.05,13.0,1.26,3.93,1.9,1.95,2.97,1.4,5.6,1.15,1.71,1.98
Italy Serie B,2023-05-19,15:30:00,38,Parma,Venezia,2.25,3.25,3.2,1.07,9.85,1.34,3.28,1.9,1.95,3.62,1.29,7.2,1.1,1.79,1.98
Italy Serie B,2023-05-19,15:30:00,38,Perugia,Benevento,1.6,3.75,5.5,1.05,11.75,1.29,3.62,1.98,1.88,3.23,1.35,6.2,1.12,1.82,1.88
Italy Serie B,2023-05-19,15:30:00,38,Pisa,SPAL,1.55,4.0,6.0,1.05,13.25,1.26,3.88,1.83,2.03,3.0,1.39,5.65,1.15,1.82,1.88
Italy Serie B,2023-05-19,15:30:00,38,Reggina,Ascoli,2.15,3.25,3.4,1.06,10.5,1.33,3.38,1.98,1.81,3.48,1.31,6.85,1.11,1.82,1.94
Italy Serie B,2023-05-19,15:30:00,38,Ternana,Frosinone,3.6,3.3,2.0,1.04,13.75,1.24,4.1,1.85,2.0,2.85,1.43,5.3,1.16,1.68,2.05
Hungary NB I,2023-05-19,15:30:00,32,Várda SE,Vasas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2023-05-19,15:30:00,17,Godoy Cruz,Gimnasia La Plata,1.96,3.42,3.96,1.08,8.75,1.44,2.75,2.19,1.58,4.5,1.2,9.0,1.05,2.05,1.72
Italy Serie A,2023-05-19,15:45:00,36,Sassuolo,Monza,2.15,3.3,3.4,1.04,13.0,1.28,3.75,1.86,2.04,3.1,1.38,6.0,1.14,1.67,2.1
Republic of Ireland Premier Division,2023-05-19,15:45:00,16,Cork City,Sligo Rovers,3.1,3.4,2.1,1.06,8.0,1.3,3.3,2.0,1.85,3.3,1.3,6.0,1.11,1.75,2.0
Republic of Ireland Premier Division,2023-05-19,15:45:00,16,Derry City,UCD,1.13,7.0,19.0,1.02,12.0,1.17,4.75,1.62,2.2,2.3,1.53,4.0,1.22,2.75,1.44
Republic of Ireland Premier Division,2023-05-19,15:45:00,16,Dundalk,Bohemians,2.6,3.2,2.55,1.04,7.7,1.36,2.95,2.0,1.75,3.75,1.25,7.5,1.04,1.83,1.9
Republic of Ireland Premier Division,2023-05-19,15:45:00,16,Shelbourne,St Patrick's Athl.,2.5,3.25,2.6,1.04,7.6,1.36,2.95,2.0,1.75,3.6,1.25,7.6,1.04,1.85,1.9
France Ligue 1,2023-05-19,16:00:00,36,Olympique Lyonnais,Monaco,2.1,3.8,3.0,1.02,21.0,1.18,5.0,1.57,2.4,2.3,1.53,4.2,1.24,1.5,2.5
Spain La Liga,2023-05-19,16:00:00,35,Cádiz,Real Valladolid,2.2,3.25,3.3,1.07,10.0,1.38,3.1,2.15,1.7,4.0,1.26,8.0,1.08,1.91,1.91
Republic of Ireland Premier Division,2023-05-19,16:00:00,16,Shamrock Rovers,Drogheda United,1.3,4.5,9.0,1.01,9.9,1.22,4.0,2.0,1.75,3.0,1.36,5.35,1.1,2.2,1.62
Bolivia LFPB,2023-05-19,16:00:00,14,Santa Cruz,Nacional Potosí,2.19,3.45,2.97,1.03,14.0,1.21,3.95,1.71,2.06,2.7,1.4,4.9,1.15,1.62,2.2
England EFL League One,2023-05-19,16:00:00,0,Barnsley,Bolton Wanderers,2.1,3.25,3.6,1.02,8.6,1.3,3.14,2.0,1.85,3.4,1.26,6.45,1.07,1.8,1.95
Portugal Liga NOS,2023-05-19,16:15:00,33,CS Marítimo,FC Vizela,1.8,3.6,4.0,1.04,10.5,1.24,3.6,1.77,1.88,2.8,1.38,5.25,1.14,1.7,2.0
Chile Primera División,2023-05-19,16:30:00,15,Palestino,O'Higgins,2.05,3.4,3.5,1.04,13.0,1.28,3.6,1.85,2.0,3.1,1.36,6.0,1.12,1.7,2.1
Venezuela Primera División,2023-05-19,18:00:00,15,UCV,Rayo Zuliano,2.25,3.0,3.1,1.05,8.9,1.36,2.96,2.15,1.62,3.63,1.25,6.8,1.05,1.83,1.87
Argentina Primera División,2023-05-19,19:00:00,17,Central Córdoba SdE,Unión Santa Fe,2.51,3.14,2.96,1.1,6.5,1.44,2.62,2.3,1.52,4.33,1.2,9.0,1.05,2.02,1.76
Argentina Primera División,2023-05-19,19:00:00,17,Rosario Central,Defensa y Justicia,2.36,3.14,3.22,1.09,7.5,1.45,2.55,2.39,1.49,4.4,1.17,8.25,1.04,2.08,1.71
Argentina Primera División,2023-05-19,19:00:00,17,Estudiantes,Banfield,1.81,3.25,4.37,1.09,7.25,1.48,2.45,2.45,1.48,4.6,1.16,8.5,1.04,2.27,1.6
Chile Primera División,2023-05-19,19:00:00,15,Audax Italiano,Huachipato,2.3,3.3,3.1,1.04,12.0,1.28,3.6,1.85,2.0,3.3,1.33,6.0,1.12,1.67,2.14
Brazil Serie B,2023-05-19,19:00:00,7,Mirassol,Vitória,2.4,3.0,2.8,1.05,7.0,1.42,2.61,2.3,1.57,4.3,1.17,8.4,1.03,2.0,1.73
Brazil Serie B,2023-05-19,19:00:00,7,Tombense,Londrina,2.15,3.0,3.3,1.1,6.5,1.44,2.62,2.3,1.57,4.33,1.2,8.0,1.06,2.0,1.73
Tunisia Ligue 1,2023-05-19,19:00:00,8,Olympique Béja,Club Africain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-05-19,19:00:00,8,CS Sfaxien,Etoile du Sahel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-05-19,19:00:00,8,ES Tunis,Ben Guerdane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-05-19,19:00:00,8,Tataouine,Monastir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ecuador Primera Categoría Serie A,2023-05-19,19:30:00,11,LDU Quito,Técnico Universitario,1.44,3.75,7.0,1.01,10.0,1.22,3.64,1.8,2.0,2.95,1.36,4.9,1.11,1.94,1.77
Canada Canadian Premier League,2023-05-19,20:00:00,6,Forge FC,Vancouver FC,1.53,3.9,5.5,0.0,0.0,0.0,0.0,1.83,1.88,0.0,0.0,0.0,0.0,2.1,1.67
Colombia Categoria Primera B,2023-05-19,20:00:00,17,Deportes Quindío,Llaneros,1.91,3.0,3.9,1.07,6.4,1.49,2.45,2.45,1.5,4.75,1.13,9.5,1.01,2.1,1.63
Venezuela Primera División,2023-05-19,20:15:00,15,Angostura,Zamora,2.3,3.1,2.88,1.04,9.0,1.34,2.94,2.3,1.55,3.65,1.22,7.2,1.05,1.83,1.93
Peru Primera División,2023-05-19,20:30:00,16,Melgar,Alianza Lima,2.45,3.3,2.55,1.01,9.3,1.29,3.3,1.93,1.93,3.0,1.33,5.5,1.11,1.67,2.1
Bolivia LFPB,2023-05-19,21:00:00,14,Real Tomayapo,Universitario de Vinto,2.2,3.06,3.22,1.04,7.9,1.33,3.1,2.33,1.56,3.5,1.28,6.8,1.06,1.8,1.91
Chile Segunda División,2023-05-19,21:00:00,11,Deportes Limache,General Velásquez,1.5,4.0,5.0,0.0,0.0,0.0,0.0,2.15,1.67,0.0,0.0,0.0,0.0,0.0,0.0
Bolivia LFPB,2023-05-19,21:00:00,14,Real Tomayapo,Universitario de Vinto,2.2,3.06,3.22,1.04,7.9,1.33,3.1,2.33,1.56,3.5,1.28,6.8,1.06,1.8,1.91
Chile Segunda División,2023-05-19,21:00:00,11,Deportes Limache,General Velásquez,1.5,4.0,5.0,0.0,0.0,0.0,0.0,2.15,1.67,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2023-05-19,21:30:00,17,Argentinos Juniors,Boca Juniors,2.05,3.25,3.75,1.09,8.0,1.47,2.7,2.4,1.55,4.75,1.18,9.5,1.05,2.05,1.72
Argentina Primera División,2023-05-19,21:30:00,17,Racing Club,Vélez Sarsfield,2.1,3.25,3.6,1.09,8.0,1.47,2.7,2.4,1.55,4.75,1.2,9.5,1.05,2.0,1.68
Chile Primera División,2023-05-19,21:30:00,15,Coquimbo Unido,Magallanes,2.0,3.4,4.0,1.05,11.0,1.33,3.3,2.0,1.85,3.6,1.3,6.5,1.1,1.83,1.95
Brazil Serie B,2023-05-19,21:30:00,7,Atlético GO,Avaí,1.75,3.3,4.33,1.08,7.0,1.36,2.95,2.1,1.7,4.0,1.22,7.0,1.08,2.1,1.67
USA USL Championship,2023-05-19,22:00:00,0,Tulsa Roughnecks,Memphis 901,2.6,3.4,2.3,1.04,15.0,1.2,3.88,1.7,2.1,2.75,1.42,4.85,1.13,1.57,2.3
Ecuador Primera Categoría Serie A,2023-05-19,22:00:00,11,Barcelona,Orense SC,1.36,4.5,7.0,1.04,10.5,1.25,3.6,1.75,2.05,2.85,1.37,5.25,1.14,2.05,1.68
Colombia Categoria Primera B,2023-05-19,22:05:00,17,Fortaleza CEIF,Real Cartagena,1.7,3.4,4.4,1.06,9.8,1.35,2.95,2.15,1.66,3.65,1.24,6.7,1.07,2.05,1.7
Peru Primera División,2023-05-19,22:30:00,16,Universitario,César Vallejo,1.45,4.0,6.0,1.0,10.5,1.22,3.72,1.83,1.95,2.75,1.38,5.0,1.12,1.83,1.91
