League,N1,N2,N3
AUSTRALIA - A-LEAGUE,Over25,Over25,Over25
CAMEROON - ELITE ONE,Under25,Under25,Under25
ENGLAND - FA CUP,Over25,Over25,Over25
ITALY - SERIE C,Under25,Over25,Over25
JAMAICA - PREMIER LEAGUE,Over25,Over25,Under25
MALTA - PREMIER LEAGUE,Over25,Under25,Over25
MOROCCO - BOTOLA PRO,Over25,Over25,Under25
NIGERIA - NPFL,Over25,Under25,Under25
PORTUGAL - LIGA PORTUGAL,Under25,Under25,Over25
PORTUGAL - LIGA PORTUGAL 2,Under25,Over25,Over25
REPUBLIC OF THE CONGO - LIGUE 1,Under25,Over25,Over25
SAN MARINO - CAMPIONATO SAMMARINESE,Under25,Over25,Over25
SENEGAL - LIGUE 1,Under25,Under25,Under25
SPAIN - COPA DEL REY,Over25,Under25,Over25
