League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
South Korea K League 1,2023-07-11,07:00:00,22,Daegu,Gangwon,2.14,3.29,3.88,1.07,8.5,1.35,2.9,2.32,1.57,3.7,1.23,7.0,1.07,1.88,1.85
South Korea K League 1,2023-07-11,07:30:00,22,Jeju United,Gwangju,2.54,3.41,2.84,1.05,10.5,1.28,3.3,1.92,1.93,3.2,1.3,5.75,1.1,1.72,2.0
China Chinese Super League,2023-07-11,08:35:00,16,Shandong Luneng,Shanghai Shenhua,1.51,4.03,6.53,1.05,13.0,1.32,3.32,1.97,1.83,3.44,1.3,6.64,1.1,1.85,1.85
China Chinese Super League,2023-07-11,08:35:00,16,Chengdu Better City FC,Henan Jianye,1.38,4.17,6.97,1.05,12.25,1.3,3.58,1.83,1.84,3.25,1.35,6.2,1.12,2.15,1.68
China Chinese Super League,2023-07-11,08:35:00,16,Shijiazhuang Ever Bright,Tianjin Teda,3.0,3.0,2.1,1.08,9.05,1.38,2.9,1.95,1.73,4.0,1.22,8.0,1.08,1.9,1.83
Egypt Egyptian Premier League,2023-07-11,14:30:00,33,Smouha SC,ENPPI,2.32,3.01,3.43,1.1,6.0,1.45,2.65,2.25,1.5,4.5,1.18,9.5,1.06,2.08,1.71
Argentina Primera División,2023-07-11,18:45:00,24,Rosario Central,Central Córdoba SdE,2.0,3.1,3.4,1.06,8.09,1.43,2.75,2.3,1.6,4.45,1.19,9.13,1.05,2.0,1.75
Canada Canadian Premier League,2023-07-11,19:00:00,15,HFX Wanderers FC,Pacific FC,2.9,3.2,2.37,1.03,8.5,1.3,3.08,2.0,1.72,3.42,1.25,6.55,1.06,1.76,2.01
Argentina Primera División,2023-07-11,20:00:00,24,Independiente,Newell's Old Boys,2.55,2.7,2.8,1.11,6.28,1.57,2.25,2.6,1.42,5.38,1.14,13.0,1.03,2.2,1.62
Argentina Primera División,2023-07-11,21:30:00,24,Atlético Tucumán,Gimnasia La Plata,2.1,3.0,3.8,1.08,7.15,1.5,2.4,2.45,1.47,4.87,1.16,11.0,1.04,2.2,1.62
