League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
USA USL Championship,2023-07-02,00:00:00,0,Phoenix Rising,Memphis 901,2.1,3.45,3.05,1.05,9.0,1.29,3.3,1.78,1.96,3.0,1.33,5.5,1.11,1.8,1.91
USA USL Championship,2023-07-02,00:00:00,0,Sacramento Republic,Rio Grande Valley,1.55,4.0,4.75,1.04,10.0,1.22,3.8,1.88,1.85,2.7,1.4,4.75,1.15,1.83,1.83
9525,2023-07-02,00:10:00,1,Atlas,Cruz Azul,2.05,3.28,3.37,1.05,8.0,1.3,3.2,2.0,1.72,3.3,1.29,6.0,1.09,1.8,1.95
South Korea K League 1,2023-07-02,06:00:00,20,Gwangju,Ulsan,3.35,3.35,1.95,1.05,9.0,1.25,3.6,1.83,1.93,2.9,1.36,5.25,1.13,1.67,2.1
Japan J2 League,2023-07-02,06:00:00,23,Blaublitz Akita,Iwaki,2.18,2.95,3.4,1.05,8.0,1.33,3.0,2.5,1.5,3.6,1.25,6.0,1.09,1.8,1.91
South Korea K League 2,2023-07-02,06:30:00,19,Anyang,Gyeongnam,1.9,3.5,3.7,1.06,8.0,1.3,3.3,1.91,1.84,3.5,1.28,6.0,1.11,1.8,1.95
China Chinese Super League,2023-07-02,06:30:00,14,Shanghai Shenhua,Tianjin Teda,1.92,3.05,4.3,0.0,0.0,0.0,0.0,2.38,1.53,0.0,0.0,0.0,0.0,2.0,1.75
South Korea K League 1,2023-07-02,07:00:00,20,Pohang Steelers,Suwon,1.5,3.95,5.1,1.03,9.0,1.2,4.2,1.7,2.08,2.65,1.44,4.7,1.15,1.8,1.91
Japan J2 League,2023-07-02,07:00:00,23,Roasso Kumamoto,Tokyo Verdy,2.85,3.1,2.38,1.05,8.0,1.33,3.1,1.91,1.84,3.5,1.28,6.0,1.09,1.8,1.91
Japan J1 League,2023-07-02,07:00:00,19,Yokohama F. Marinos,Shonan Bellmare,1.45,4.75,5.75,1.02,10.0,1.13,5.0,1.57,2.2,1.94,1.82,3.6,1.25,1.53,2.38
South Korea K League 2,2023-07-02,07:30:00,19,Gimpo Citizen,Asan Mugunghwa,2.35,3.1,3.0,1.11,6.0,1.45,2.65,2.35,1.55,4.5,1.18,9.0,1.05,2.0,1.75
South Korea K League 1,2023-07-02,08:00:00,20,Incheon United,Gangwon,1.96,3.05,3.6,1.1,6.5,1.45,2.65,2.33,1.57,4.5,1.18,8.0,1.06,2.1,1.67
China Chinese Super League,2023-07-02,08:35:00,14,Dalian Yifang,Qingdao Jonoon,2.4,3.21,2.92,0.0,0.0,0.0,0.0,1.92,1.84,0.0,0.0,0.0,0.0,1.75,2.0
China Chinese Super League,2023-07-02,08:35:00,14,Shijiazhuang Ever Bright,Hangzhou,2.83,3.24,2.6,0.0,0.0,0.0,0.0,1.8,1.96,0.0,0.0,0.0,0.0,1.67,2.1
China Chinese Super League,2023-07-02,08:35:00,14,Nantong Zhiyun,Meizhou Hakka,2.38,3.05,3.0,0.0,0.0,0.0,0.0,2.02,1.74,0.0,0.0,0.0,0.0,1.8,1.95
Sweden Allsvenskan,2023-07-02,10:00:00,13,Norrköping,Häcken,4.3,3.8,1.8,1.03,13.0,1.18,4.4,1.64,2.25,2.2,1.53,4.1,1.2,1.62,2.2
Sweden Allsvenskan,2023-07-02,10:00:00,13,Halmstad,IFK Göteborg,2.55,3.25,2.85,1.06,8.25,1.32,3.1,2.2,1.68,3.4,1.28,6.5,1.09,1.8,1.95
Uruguay Primera División,2023-07-02,10:00:00,4,Boston River,Danubio,2.6,3.15,2.6,1.06,8.0,1.3,3.2,2.0,1.77,3.2,1.3,5.75,1.1,1.77,1.93
Brazil Serie A,2023-07-02,11:00:00,13,Corinthians,Bragantino,2.5,3.0,3.1,1.09,8.55,1.41,2.92,2.25,1.62,4.18,1.23,8.55,1.07,1.91,1.91
Norway Eliteserien,2023-07-02,12:00:00,12,Aalesund,Rosenborg,3.2,3.2,2.12,1.06,8.0,1.33,3.25,2.06,1.77,3.4,1.3,6.0,1.11,1.75,2.0
Norway Eliteserien,2023-07-02,12:00:00,12,Brann,HamKam,1.17,6.25,11.5,1.01,26.0,1.12,6.5,1.53,2.5,2.04,1.78,3.4,1.33,1.8,1.95
Norway Eliteserien,2023-07-02,12:00:00,12,Haugesund,Odd,2.35,3.25,2.75,1.06,8.0,1.36,3.0,2.02,1.8,3.5,1.29,6.5,1.1,1.75,2.0
Norway Eliteserien,2023-07-02,12:00:00,12,Lillestrøm,Tromsø,1.57,3.9,4.9,1.05,9.0,1.29,3.5,1.85,1.96,3.0,1.36,5.0,1.14,1.8,1.95
Norway Eliteserien,2023-07-02,12:00:00,12,Sarpsborg 08,Sandefjord,1.41,4.6,5.8,1.02,13.0,1.14,5.0,1.53,2.25,2.35,1.6,3.5,1.29,1.62,2.2
Sweden Allsvenskan,2023-07-02,12:30:00,13,Djurgården,Varberg,1.2,7.0,13.5,1.02,14.0,1.18,4.33,1.57,2.15,2.12,1.72,4.2,1.2,2.38,1.53
Uruguay Primera División,2023-07-02,12:30:00,4,Fénix,Racing,2.3,2.97,2.87,1.08,6.5,1.42,2.62,2.04,1.59,3.8,1.22,7.5,1.06,1.95,1.73
Norway Eliteserien,2023-07-02,14:15:00,12,FK Bodo - Glimt,Molde,1.7,3.95,3.9,1.01,21.0,1.13,5.0,1.55,2.5,2.23,1.66,3.4,1.29,1.5,2.5
Egypt Egyptian Premier League,2023-07-02,14:30:00,24,Coca-Cola,Al Ahly,4.5,3.5,1.59,0.0,0.0,0.0,0.0,1.83,1.7,0.0,0.0,0.0,0.0,1.83,1.83
Argentina Primera División,2023-07-02,15:00:00,22,Independiente,Huracán,2.4,2.91,3.27,1.1,5.7,1.52,2.4,2.7,1.44,5.2,1.12,11.0,1.01,2.2,1.62
Brazil Serie D,2023-07-02,15:00:00,11,Brasil de Pelotas,Caxias,2.6,2.88,2.75,0.0,0.0,1.53,2.35,2.7,1.44,0.0,0.0,0.0,0.0,0.0,0.0
9288,2023-07-02,15:00:00,9,Albion,Sud América,1.66,3.55,4.87,0.0,0.0,0.0,0.0,2.11,1.65,0.0,0.0,0.0,0.0,0.0,0.0
9288,2023-07-02,15:00:00,9,Miramar Misiones,Rampla Juniors,2.06,3.22,3.42,0.0,0.0,0.0,0.0,2.06,1.68,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay Primera División,2023-07-02,15:00:00,4,Cerro Largo,Cerro,1.76,3.25,3.9,1.07,7.0,1.38,2.8,2.15,1.53,3.8,1.22,7.0,1.07,1.92,1.79
9525,2023-07-02,15:00:00,1,Toluca,Necaxa,1.4,4.68,6.2,1.02,12.0,1.16,5.0,1.52,2.55,2.15,1.62,3.75,1.25,1.7,2.05
Peru Primera División,2023-07-02,15:00:00,2,Sporting Cristal,Unión Comercio,1.27,5.2,10.0,0.0,0.0,0.0,0.0,1.7,2.12,2.2,1.6,0.0,0.0,2.1,1.7
Argentina Prim B Nacional,2023-07-02,15:10:00,20,Chacarita Juniors,Deportivo Maipú,2.29,2.92,3.0,0.0,0.0,1.53,2.35,2.62,1.37,0.0,0.0,0.0,0.0,2.2,1.62
Brazil Serie B,2023-07-02,15:30:00,15,Juventude,Vitória,2.3,3.0,3.15,1.1,6.5,1.42,2.7,2.3,1.55,4.33,1.2,8.0,1.06,1.95,1.8
Brazil Serie D,2023-07-02,15:30:00,11,Globo,Pacajus,4.75,3.5,1.67,0.0,0.0,0.0,0.0,2.05,1.75,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie D,2023-07-02,15:30:00,11,Interporto,Ceilândia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-07-02,15:30:00,20,Chaco For Ever,Aldosivi,2.25,3.0,3.35,0.0,0.0,1.52,2.45,2.37,1.52,0.0,0.0,0.0,0.0,2.0,1.73
