League,N1,N2,N3
AUSTRALIA - A-LEAGUE,H,A,H
BOLIVIA - DIVISION PROFESIONAL,H,D,A
BRAZIL - COPA DO BRASIL,A,A,H
ENGLAND - LEAGUE TWO,H,D,A
GHANA - PREMIER LEAGUE,H,A,A
INDIA - I-LEAGUE,A,H,H
INDIA - ISL,H,H,A
INDONESIA - LIGA 1,H,H,H
MALTA - PREMIER LEAGUE,D,D,D
MEXICO - LIGA DE EXPANSION MX,H,A,H
MONGOLIA - PREMIER LEAGUE,D,D,H
NICARAGUA - LIGA PRIMERA,H,H,H
PERU - LIGA 1,H,D,A
SAN MARINO - CAMPIONATO SAMMARINESE,H,H,H
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,A,H,H
SLOVENIA - PRVA LIGA,D,H,A
SOUTH AMERICA - COPA LIBERTADORES,A,A,A
UZBEKISTAN - SUPER LEAGUE,H,A,H
