League,N1,N2,N3
ARGENTINA - COPA DE LA LIGA PROFESIONAL,H,A,H
AUSTRALIA - A-LEAGUE,A,H,H
BAHRAIN - PREMIER LEAGUE,A,H,H
BOLIVIA - DIVISION PROFESIONAL,H,H,H
BRAZIL - COPA DO BRASIL,D,D,H
COSTA RICA - PRIMERA DIVISION,D,A,D
EGYPT - PREMIER LEAGUE,D,D,D
ENGLAND - CHAMPIONSHIP,A,A,H
ENGLAND - LEAGUE ONE,A,H,D
ENGLAND - LEAGUE TWO,H,D,D
ENGLAND - PREMIER LEAGUE,A,A,A
IRAQ - SUPER LEAGUE,H,A,D
MEXICO - LIGA DE EXPANSION MX,H,H,D
MEXICO - LIGA MX,H,D,H
MOROCCO - BOTOLA PRO,H,A,H
NORTHERN IRELAND - NIFL CHAMPIONSHIP,D,H,H
NORTHERN IRELAND - NIFL PREMIERSHIP,H,D,A
POLAND - DIVISION 1,H,H,D
SAN MARINO - CAMPIONATO SAMMARINESE,D,D,A
SCOTLAND - LEAGUE ONE,H,H,D
SCOTLAND - LEAGUE TWO,A,H,D
SLOVENIA - PRVA LIGA,A,D,D
SOUTH AMERICA - COPA LIBERTADORES,A,A,D
