League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
South Korea K League 1,2023-05-09,07:00:00,12,Ulsan,Gangwon,1.48,4.2,6.2,1.05,10.0,1.25,3.6,1.78,1.93,2.9,1.36,5.25,1.13,1.95,1.8
South Korea K League 1,2023-05-09,07:30:00,12,Daegu,Pohang Steelers,3.3,3.4,2.1,1.04,12.0,1.27,3.4,1.88,1.82,3.05,1.32,5.5,1.11,1.7,2.05
South Korea K League 1,2023-05-09,07:30:00,12,FC Seoul,Gwangju,2.09,3.25,3.5,1.06,9.5,1.36,3.0,1.96,1.75,3.75,1.25,6.75,1.07,1.85,1.9
China Chinese Super League,2023-05-09,08:35:00,6,Henan Jianye,Wuhan Three Towns,5.4,4.0,1.42,1.03,11.0,1.2,4.33,1.64,2.18,2.65,1.45,4.5,1.17,1.8,1.95
China Chinese Super League,2023-05-09,08:35:00,6,Dalian Yifang,Shijiazhuang Ever Bright,2.53,3.25,2.52,1.06,9.75,1.36,2.95,2.2,1.68,4.0,1.22,7.5,1.09,1.95,1.8
China Chinese Super League,2023-05-09,08:35:00,6,Shenzhen,Shanghai Shenhua,4.4,3.7,1.55,1.04,15.0,1.22,3.8,1.72,2.06,2.7,1.4,4.75,1.15,1.8,1.95
Finland Veikkausliiga,2023-05-09,12:00:00,6,KTP,HJK,3.5,3.65,1.96,1.05,9.0,1.3,3.4,1.9,1.9,3.25,1.33,5.5,1.12,1.75,1.93
Finland Veikkausliiga,2023-05-09,12:00:00,6,Honka,Haka,1.8,3.7,4.1,1.07,7.5,1.33,3.25,2.05,1.77,3.5,1.29,6.5,1.1,1.9,1.78
Finland Veikkausliiga,2023-05-09,12:00:00,6,Oulu,KuPS,3.15,3.45,2.15,1.06,8.0,1.3,3.4,1.9,1.9,3.25,1.33,5.5,1.12,1.71,2.0
Egypt Egyptian Premier League,2023-05-09,13:00:00,24,Pyramids FC,Ismaily SC,1.48,3.67,6.25,1.02,8.5,1.4,2.8,2.22,1.61,4.2,1.2,6.75,1.03,2.2,1.62
Chile Primera B,2023-05-09,13:00:00,11,Puerto Montt,Santiago Morning,2.22,2.94,3.13,1.08,6.5,1.45,2.65,2.34,1.53,4.5,1.18,8.0,1.02,1.97,1.8
Chile Segunda División,2023-05-09,13:00:00,9,Deportes Limache,Real San Joaquín,1.9,3.6,3.2,0.0,0.0,1.35,2.84,2.17,1.67,3.74,1.21,0.0,0.0,1.88,1.78
