League,N1,N2,N3
ARGENTINA - COPA DE LA LIGA PROFESIONAL,H,D,D
ARGENTINA - PRIMERA NACIONAL,D,D,D
ARMENIA - PREMIER LEAGUE,D,A,D
AUSTRIA - 2. LIGA,H,D,A
AZERBAIJAN - PREMIER LEAGUE,A,D,D
BAHRAIN - PREMIER LEAGUE,A,D,D
BELARUS - VYSSHAYA LIGA,D,A,A
BELGIUM - CHALLENGER PRO LEAGUE,A,H,A
BELGIUM - JUPILER PRO LEAGUE,D,H,D
BRAZIL - SERIE B,D,H,A
CANADA - CANADIAN PREMIER LEAGUE,D,H,D
CHINA - SUPER LEAGUE,H,H,H
COLOMBIA - PRIMERA A,A,H,A
ECUADOR - LIGA PRO,D,D,H
FINLAND - VEIKKAUSLIIGA,D,D,D
GEORGIA - CRYSTALBET EROVNULI LIGA,H,A,A
GHANA - PREMIER LEAGUE,A,H,H
INDIA - ISL,H,H,D
INDONESIA - LIGA 1,H,A,H
IRELAND - PREMIER DIVISION,D,A,H
ITALY - SERIE C,H,D,D
MEXICO - LIGA MX,A,A,A
MONGOLIA - PREMIER LEAGUE,H,H,A
NETHERLANDS - EERSTE DIVISIE,A,D,H
PANAMA - LPF,D,A,H
PARAGUAY - PRIMERA DIVISION,H,A,D
PERU - LIGA 1,A,A,H
POLAND - DIVISION 1,A,H,D
POLAND - EKSTRAKLASA,A,D,D
PORTUGAL - LIGA PORTUGAL,D,A,H
PORTUGAL - LIGA PORTUGAL 2,H,A,H
QATAR - QSL,D,A,H
ROMANIA - LIGA 1,D,D,D
ROMANIA - LIGA 2,D,D,H
RUSSIA - PREMIER LEAGUE,H,A,D
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,D,D,A
SCOTLAND - LEAGUE ONE,D,H,D
SERBIA - SUPER LIGA,H,A,D
SLOVAKIA - NIKE LIGA,A,D,D
SPAIN - LALIGA2,H,H,A
SWITZERLAND - CHALLENGE LEAGUE,A,D,H
THAILAND - THAI LEAGUE 1,H,A,H
UZBEKISTAN - SUPER LEAGUE,H,A,H
