League,N1,N2,N3
ANDORRA - PRIMERA DIVISIÓ,H,H,A
ARGENTINA - COPA DE LA LIGA PROFESIONAL,H,A,D
ARGENTINA - PRIMERA NACIONAL,D,H,D
AUSTRALIA - A-LEAGUE,H,H,A
AUSTRIA - 2. LIGA,A,A,A
AUSTRIA - BUNDESLIGA,H,D,D
AZERBAIJAN - PREMIER LEAGUE,A,A,H
BELGIUM - JUPILER PRO LEAGUE,A,D,H
BOLIVIA - DIVISION PROFESIONAL,A,H,A
BRAZIL - BRASILEIRO WOMEN,D,D,H
BRAZIL - SERIE A,D,D,A
BRAZIL - SERIE B,A,H,D
CANADA - CANADIAN PREMIER LEAGUE,H,D,H
CHILE - PRIMERA DIVISION,H,A,D
CHINA - SUPER LEAGUE,D,H,D
COLOMBIA - PRIMERA A,H,D,D
COSTA RICA - PRIMERA DIVISION,A,A,A
CROATIA - HNL,H,A,A
DOMINICAN REPUBLIC - LDF,D,A,A
ECUADOR - LIGA PRO,A,H,D
EGYPT - PREMIER LEAGUE,A,D,H
ENGLAND - PREMIER LEAGUE,H,D,D
ESTONIA - MEISTRILIIGA,H,A,D
FIJI - PREMIER LEAGUE,H,D,A
FINLAND - VEIKKAUSLIIGA,D,H,D
FINLAND - YKKONEN,D,H,D
GHANA - PREMIER LEAGUE,A,H,H
HONG KONG - PREMIER LEAGUE,A,H,D
ICELAND - BESTA DEILD KARLA,H,D,A
IVORY COAST - LIGUE 1,A,D,A
JAMAICA - PREMIER LEAGUE,H,D,D
MEXICO - LIGA DE EXPANSION MX,D,A,D
MEXICO - LIGA MX,A,H,D
MONGOLIA - PREMIER LEAGUE,A,A,A
NETHERLANDS - EREDIVISIE,H,A,D
NIGERIA - NPFL,H,H,A
PARAGUAY - PRIMERA DIVISION,H,A,D
PERU - LIGA 1,D,H,D
PHILIPPINES - PFL,A,A,A
POLAND - DIVISION 1,A,D,H
POLAND - EKSTRAKLASA,D,D,D
PORTUGAL - LIGA PORTUGAL,D,A,A
PORTUGAL - LIGA PORTUGAL 2,A,A,A
QATAR - QSL,H,A,H
REPUBLIC OF THE CONGO - LIGUE 1,H,A,H
ROMANIA - LIGA 1,H,H,D
RUSSIA - PREMIER LEAGUE,D,H,D
SCOTLAND - PREMIERSHIP,A,H,H
SENEGAL - LIGUE 1,A,A,A
SLOVAKIA - NIKE LIGA,H,H,D
SLOVENIA - PRVA LIGA,H,D,D
SOUTH KOREA - K LEAGUE 1,A,A,D
SOUTH KOREA - K LEAGUE 2,D,H,A
SPAIN - LALIGA2,A,A,A
SPAIN - PRIMERA RFEF,A,D,D
SWEDEN - ALLSVENSKAN,H,A,H
SWEDEN - SUPERETTAN,D,D,D
SWITZERLAND - SUPER LEAGUE,D,A,A
THAILAND - THAI LEAGUE 1,D,A,H
URUGUAY - PRIMERA DIVISION,A,D,D
USA - MLS,A,D,H
UZBEKISTAN - SUPER LEAGUE,H,A,H
VENEZUELA - LIGA FUTVE,D,H,D
VIETNAM - V.LEAGUE 1,D,H,A
