League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
TURKEY - SUPER LIG,19/04/2023,14:30,Basaksehir,Fenerbahce,4.0,3.6,1.8
ENGLAND - CHAMPIONSHIP,19/04/2023,16:00,Reading,Luton,4.5,3.4,1.85
