League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
South Korea K League 1,2023-04-25,07:30:00,9,Pohang Steelers,Suwon Bluewings,1.83,3.1,4.0,1.07,8.75,1.4,2.75,2.1,1.6,4.0,1.2,7.25,1.06,2.05,1.7
South Korea K League 1,2023-04-25,07:30:00,9,Incheon United,Ulsan,3.5,3.1,1.95,1.06,9.0,1.38,3.18,2.0,1.67,3.89,1.28,7.39,1.11,1.78,2.07
China Chinese Super League,2023-04-25,08:35:00,3,Shandong Luneng,Hangzhou,1.68,3.5,4.6,1.06,8.0,1.3,3.3,1.94,1.71,3.4,1.28,6.5,1.1,1.91,1.91
China Chinese Super League,2023-04-25,08:35:00,3,Meizhou Hakka,Wuhan Three Towns,4.76,3.82,1.72,1.05,9.0,1.29,3.3,1.9,1.9,3.0,1.33,5.5,1.11,1.91,1.91
China Chinese Super League,2023-04-25,08:35:00,3,Qingdao Jonoon,Beijing Guoan,4.92,3.82,1.7,1.05,8.0,1.3,3.2,1.95,1.85,3.3,1.29,6.0,1.09,1.91,1.8
Netherlands Eerste Divisie,2023-04-25,09:30:00,33,NAC Breda,Willem II,3.4,3.4,1.87,1.02,16.0,1.2,4.2,1.67,2.1,2.55,1.45,4.5,1.17,1.62,2.25
Netherlands Eredivisie,2023-04-25,10:00:00,30,Groningen,NEC,2.7,3.3,2.5,1.04,8.5,1.29,3.3,1.8,1.95,3.2,1.3,5.5,1.11,1.68,2.05
Egypt Egyptian Premier League,2023-04-25,11:00:00,27,Al Ittihad,Pyramids FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-04-25,11:00:00,4,ES Tunis,Etoile du Sahel,1.78,3.15,5.0,1.08,5.95,1.55,2.3,2.6,1.44,5.25,1.11,10.0,1.01,2.38,1.49
Czech Republic First League,2023-04-25,12:30:00,29,Teplice,Mladá Boleslav,2.8,3.4,2.2,1.04,16.0,1.2,4.57,1.57,2.15,2.58,1.51,4.68,1.2,1.55,2.35
Czech Republic First League,2023-04-25,12:30:00,29,Pardubice,Slovácko,3.4,3.2,2.0,1.07,10.25,1.33,3.35,1.95,1.73,3.53,1.3,6.95,1.1,1.82,1.88
Croatia Prva HNL,2023-04-25,13:00:00,31,Šibenik,Slaven Koprivnica,2.4,3.2,2.7,0.0,0.0,0.0,0.0,2.25,1.62,0.0,0.0,0.0,0.0,1.91,1.8
Egypt Egyptian Premier League,2023-04-25,13:00:00,23,National Bank of Egypt,Al Masry,2.6,3.05,2.75,1.1,6.75,1.44,2.61,2.4,1.53,4.47,1.18,8.55,1.06,2.01,1.72
Egypt Egyptian Premier League,2023-04-25,13:00:00,27,Ismaily SC,Zamalek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2023-04-25,13:00:00,2,Mladost Novi Sad,Kolubara,1.8,3.1,4.2,1.04,7.7,1.36,2.79,2.25,1.53,3.88,1.2,7.5,1.04,2.5,1.5
Denmark 1st Division,2023-04-25,14:00:00,3,FC Helsingør,Næstved,2.55,3.4,2.7,1.05,9.0,1.25,3.75,1.75,2.05,2.75,1.4,5.0,1.14,1.57,2.25
Czech Republic First League,2023-04-25,14:30:00,29,Baník Ostrava,Slavia Praha,5.5,4.0,1.5,1.03,18.5,1.18,4.95,1.53,2.25,2.31,1.55,4.2,1.23,1.62,2.15
Spain La Liga,2023-04-25,14:30:00,31,Cádiz,CA Osasuna,2.0,3.1,4.0,1.08,7.0,1.45,2.65,2.37,1.53,4.5,1.18,9.5,1.04,2.1,1.67
Spain La Liga,2023-04-25,14:30:00,31,Girona FC,Real Madrid,5.75,4.2,1.57,1.03,16.0,1.21,4.45,1.61,2.2,2.64,1.49,4.77,1.19,1.75,2.0
Egypt Egyptian Premier League,2023-04-25,15:00:00,27,Al Ahly,Ceramica Cleopatra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland Super League,2023-04-25,15:30:00,30,Grasshopper,Young Boys,5.25,4.0,1.53,1.03,18.5,1.18,4.88,1.53,2.25,2.38,1.53,4.27,1.23,1.58,2.25
England Premier League,2023-04-25,15:30:00,33,Wolverhampton Wanderers,Crystal Palace,2.3,3.2,3.2,1.09,8.0,1.47,2.79,2.1,1.67,4.75,1.21,10.0,1.06,2.0,1.75
Egypt Egyptian Premier League,2023-04-25,15:30:00,22,Coca-Cola,El Daklyeh FC,1.63,3.78,5.6,1.07,8.25,1.36,2.95,2.17,1.69,3.78,1.22,7.2,1.05,2.2,1.62
England EFL League One,2023-04-25,15:45:00,28,Lincoln City,Burton Albion,2.05,3.3,3.75,1.05,10.0,1.33,3.25,2.1,1.67,3.6,1.28,7.0,1.09,1.8,1.95
England EFL League One,2023-04-25,15:45:00,38,Barnsley,Ipswich Town,3.25,3.3,2.25,1.06,10.0,1.3,3.4,1.95,1.75,3.5,1.29,7.0,1.1,1.8,1.95
England EFL League One,2023-04-25,15:45:00,38,Oxford United,Cheltenham Town,1.67,3.75,5.25,1.06,9.5,1.3,3.4,1.83,1.87,3.5,1.29,7.0,1.1,1.91,1.91
England EFL League One,2023-04-25,15:45:00,39,Bolton Wanderers,Accrington Stanley,1.53,4.0,6.5,1.05,11.0,1.25,3.74,1.8,1.95,3.24,1.33,6.0,1.13,1.95,1.8
